exemplar,generation frequency,mean rank position
alligator,14,3.785714286
blindworm,1,4.0
boa,1,4.0
caiman,2,3.0
chameleon,22,3.181818182
cobra,1,3.0
crocodile,79,2.113924051
dinosaur,14,2.642857143
frog,7,2.0
gecko,5,3.4
iguana,17,3.058823529
lizard,80,2.175
monitor lizard,7,4.142857143
python,1,5.0
salamander,29,2.275862069
snake,92,1.891304348
toad,4,3.0
tortoise,23,3.043478261
turtle,1,4.0
viper,5,3.0
