exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
erwten,16.0,15.0,13.0,12.0,20.0,20.0,20.0,7.0,5.0,16.0,16.0,17.0,8.0,20.0,10.0,16.0,20.0,18.0,20.0,20.0,19.0,5.0,20.0,20.0,20.0,16.0,9.0,13.0,15.39285714,4.98396901,28.0
kervel,9.0,12.0,8.0,8.0,20.0,5.0,15.0,2.0,6.0,4.0,8.0,-1.0,4.0,15.0,12.0,15.0,10.0,-1.0,2.0,20.0,18.0,3.0,15.0,20.0,20.0,18.0,6.0,10.0,10.96153846,6.102332467,26.0
komkommer,18.0,15.0,17.0,14.0,20.0,20.0,18.0,20.0,8.0,5.0,18.0,6.0,10.0,19.0,10.0,16.0,20.0,20.0,20.0,20.0,19.0,13.0,20.0,16.0,20.0,18.0,16.0,18.0,16.21428571,4.524477812,28.0
look,6.0,10.0,10.0,1.0,8.0,-1.0,16.0,3.0,9.0,5.0,9.0,1.0,4.0,7.0,5.0,8.0,1.0,18.0,1.0,15.0,12.0,3.0,5.0,15.0,17.0,12.0,7.0,2.0,7.777777778,5.24282171,27.0
maïs,3.0,13.0,11.0,6.0,14.0,20.0,16.0,6.0,9.0,8.0,12.0,3.0,14.0,7.0,15.0,10.0,16.0,5.0,13.0,15.0,17.0,5.0,15.0,17.0,14.0,18.0,5.0,6.0,11.17857143,5.004098849,28.0
paprika,16.0,13.0,15.0,12.0,19.0,20.0,18.0,13.0,5.0,3.0,18.0,1.0,8.0,16.0,17.0,8.0,20.0,20.0,16.0,20.0,19.0,13.0,5.0,18.0,20.0,18.0,4.0,10.0,13.75,5.96672874,28.0
peterselie,15.0,11.0,7.0,8.0,17.0,5.0,14.0,3.0,8.0,14.0,17.0,2.0,7.0,10.0,8.0,14.0,10.0,1.0,1.0,18.0,18.0,3.0,10.0,17.0,20.0,18.0,11.0,12.0,10.67857143,5.722299275,28.0
prei,10.0,14.0,15.0,15.0,20.0,20.0,20.0,20.0,6.0,19.0,9.0,1.0,5.0,20.0,20.0,10.0,20.0,20.0,17.0,20.0,19.0,17.0,20.0,20.0,20.0,20.0,12.0,14.0,15.82142857,5.51129192,28.0
radijs,11.0,13.0,15.0,4.0,19.0,5.0,12.0,3.0,9.0,6.0,13.0,2.0,5.0,17.0,10.0,15.0,20.0,18.0,16.0,20.0,19.0,13.0,5.0,12.0,20.0,16.0,16.0,12.0,12.35714286,5.638585886,28.0
rode kool,14.0,13.0,15.0,8.0,20.0,20.0,14.0,18.0,5.0,14.0,16.0,3.0,12.0,20.0,13.0,16.0,20.0,18.0,16.0,20.0,19.0,6.0,20.0,18.0,20.0,20.0,7.0,12.0,14.89285714,5.137655365,28.0
schorseneren,-1.0,14.0,-1.0,8.0,10.0,20.0,14.0,12.0,10.0,18.0,18.0,-1.0,10.0,19.0,14.0,10.0,20.0,-1.0,12.0,20.0,19.0,8.0,10.0,20.0,1.0,-1.0,5.0,6.0,12.95652174,5.538938698,23.0
selder,7.0,14.0,8.0,18.0,20.0,20.0,18.0,15.0,4.0,8.0,14.0,2.0,4.0,16.0,18.0,18.0,20.0,20.0,15.0,20.0,19.0,9.0,20.0,20.0,20.0,20.0,15.0,10.0,14.71428571,5.810954807,28.0
sla,20.0,18.0,13.0,16.0,19.0,20.0,20.0,20.0,4.0,19.0,20.0,1.0,11.0,20.0,20.0,16.0,20.0,20.0,20.0,20.0,17.0,18.0,20.0,20.0,20.0,18.0,18.0,18.0,17.35714286,4.770389267,28.0
spinazie,15.0,15.0,15.0,16.0,20.0,20.0,16.0,10.0,6.0,14.0,14.0,17.0,7.0,16.0,18.0,18.0,20.0,18.0,16.0,20.0,19.0,18.0,20.0,20.0,20.0,20.0,13.0,14.0,16.25,3.816387666,28.0
spruiten,9.0,15.0,14.0,14.0,20.0,20.0,17.0,10.0,7.0,18.0,16.0,16.0,4.0,20.0,14.0,18.0,20.0,20.0,18.0,20.0,19.0,8.0,20.0,11.0,20.0,20.0,17.0,15.0,15.71428571,4.625670265,28.0
tomaat,19.0,18.0,17.0,17.0,20.0,20.0,20.0,20.0,4.0,16.0,19.0,4.0,18.0,10.0,20.0,10.0,20.0,20.0,20.0,20.0,19.0,18.0,20.0,14.0,20.0,18.0,15.0,18.0,16.92857143,4.577954997,28.0
waterkers,11.0,11.0,4.0,6.0,15.0,5.0,12.0,10.0,12.0,4.0,9.0,1.0,4.0,10.0,7.0,6.0,20.0,5.0,17.0,17.0,17.0,8.0,20.0,12.0,20.0,15.0,11.0,10.0,10.67857143,5.388970708,28.0
witloof,11.0,13.0,15.0,16.0,20.0,20.0,18.0,20.0,6.0,12.0,16.0,4.0,6.0,15.0,19.0,18.0,20.0,20.0,17.0,20.0,19.0,10.0,20.0,20.0,20.0,20.0,14.0,11.0,15.71428571,4.890331677,28.0
witte kool,17.0,13.0,15.0,16.0,20.0,20.0,14.0,15.0,8.0,14.0,9.0,2.0,12.0,17.0,18.0,11.0,20.0,18.0,16.0,20.0,19.0,6.0,15.0,20.0,20.0,20.0,17.0,9.0,15.03571429,4.811114777,28.0
wortel,17.0,18.0,16.0,18.0,20.0,20.0,20.0,20.0,5.0,14.0,19.0,7.0,10.0,17.0,19.0,17.0,20.0,20.0,20.0,20.0,19.0,15.0,20.0,20.0,20.0,20.0,19.0,18.0,17.42857143,3.985423175,28.0
