exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
aardappel,16.0,10.0,3.0,2.0,12.0,10.0,20.0,20.0,4.0,5.0,18.0,1.0,14.0,12.0,10.0,15.0,1.0,1.0,1.0,10.0,16.0,16.0,5.0,6.0,20.0,16.0,13.0,4.0,10.03571429,6.500610472,28.0
ajuin,2.0,13.0,11.0,8.0,3.0,-1.0,18.0,3.0,5.0,7.0,14.0,3.0,8.0,7.0,15.0,15.0,20.0,18.0,2.0,20.0,19.0,7.0,10.0,16.0,20.0,14.0,13.0,10.0,11.14814815,6.030076564,27.0
asperges,13.0,12.0,10.0,8.0,14.0,20.0,16.0,12.0,9.0,16.0,12.0,12.0,4.0,19.0,15.0,18.0,20.0,20.0,15.0,20.0,18.0,8.0,20.0,15.0,20.0,20.0,4.0,14.0,14.42857143,4.887084804,28.0
aubergine,6.0,14.0,13.0,11.0,19.0,20.0,14.0,6.0,9.0,6.0,8.0,4.0,6.0,10.0,15.0,8.0,20.0,20.0,18.0,20.0,19.0,2.0,15.0,13.0,20.0,18.0,13.0,-1.0,12.85185185,5.729167638,27.0
augurken,15.0,9.0,11.0,5.0,10.0,20.0,16.0,10.0,6.0,8.0,14.0,5.0,10.0,14.0,10.0,5.0,10.0,17.0,4.0,18.0,15.0,5.0,5.0,14.0,20.0,14.0,6.0,8.0,10.85714286,4.889249626,28.0
biet,11.0,10.0,13.0,10.0,19.0,10.0,14.0,6.0,8.0,15.0,10.0,1.0,7.0,4.0,14.0,1.0,10.0,1.0,10.0,20.0,16.0,4.0,10.0,20.0,20.0,14.0,5.0,7.0,10.35714286,5.690891265,28.0
bloemkool,17.0,15.0,10.0,15.0,19.0,20.0,20.0,15.0,9.0,18.0,16.0,17.0,13.0,20.0,20.0,15.0,20.0,20.0,16.0,20.0,18.0,6.0,20.0,20.0,20.0,20.0,12.0,15.0,16.64285714,3.841433815,28.0
bonen,13.0,15.0,13.0,14.0,15.0,20.0,20.0,15.0,9.0,16.0,13.0,1.0,12.0,19.0,10.0,18.0,20.0,20.0,20.0,10.0,19.0,15.0,20.0,20.0,20.0,18.0,13.0,8.0,15.21428571,4.740348033,28.0
champignons,18.0,9.0,2.0,12.0,14.0,20.0,18.0,6.0,8.0,6.0,13.0,1.0,14.0,14.0,7.0,8.0,6.0,20.0,1.0,20.0,17.0,14.0,5.0,20.0,17.0,6.0,7.0,10.0,11.17857143,6.104361352,28.0
courgette,12.0,14.0,13.0,10.0,20.0,20.0,14.0,6.0,9.0,15.0,10.0,8.0,4.0,14.0,12.0,15.0,20.0,20.0,17.0,20.0,19.0,9.0,15.0,20.0,20.0,18.0,5.0,10.0,13.89285714,5.065053001,28.0
