exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
arend,10.0,19.0,18.0,16.0,11.0,20.0,18.0,20.0,20.0,20.0,20.0,20.0,18.0,19.0,12.0,20.0,20.0,15.0,20.0,20.0,20.0,11.0,15.0,18.0,20.0,16.0,16.0,5.0,17.03571429,3.948578205,28.0
duif,15.0,12.0,20.0,15.0,20.0,20.0,18.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,18.0,18.0,20.0,18.82142857,2.261654121,28.0
eend,7.0,8.0,5.0,9.0,11.0,20.0,15.0,7.0,5.0,20.0,12.0,14.0,10.0,11.0,10.0,18.0,15.0,18.0,5.0,18.0,13.0,7.0,10.0,6.0,20.0,5.0,13.0,1.0,11.17857143,5.347575231,28.0
ekster,12.0,5.0,5.0,20.0,20.0,20.0,12.0,16.0,16.0,20.0,20.0,20.0,18.0,18.0,12.0,20.0,20.0,17.0,20.0,20.0,20.0,16.0,12.0,15.0,20.0,14.0,16.0,20.0,16.57142857,4.383712036,28.0
fazant,12.0,8.0,5.0,15.0,10.0,20.0,10.0,17.0,10.0,12.0,15.0,12.0,16.0,16.0,10.0,18.0,15.0,17.0,15.0,19.0,20.0,6.0,10.0,12.0,19.0,16.0,12.0,4.0,13.25,4.460734037,28.0
gier,10.0,17.0,3.0,13.0,13.0,20.0,16.0,20.0,14.0,15.0,3.0,15.0,18.0,16.0,10.0,18.0,20.0,9.0,18.0,20.0,20.0,4.0,13.0,17.0,20.0,16.0,13.0,5.0,14.14285714,5.372869333,28.0
haan,5.0,7.0,8.0,9.0,11.0,20.0,5.0,4.0,10.0,8.0,10.0,13.0,6.0,10.0,5.0,15.0,15.0,10.0,15.0,16.0,15.0,6.0,10.0,6.0,15.0,5.0,13.0,1.0,9.75,4.55928032,28.0
kalkoen,6.0,9.0,2.0,8.0,13.0,20.0,15.0,8.0,2.0,8.0,15.0,13.0,15.0,13.0,5.0,15.0,15.0,10.0,15.0,15.0,12.0,5.0,10.0,9.0,18.0,5.0,12.0,1.0,10.5,5.022173058,28.0
kanarie,13.0,11.0,8.0,19.0,20.0,20.0,15.0,8.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,18.0,20.0,20.0,20.0,17.0,20.0,20.0,20.0,18.0,18.0,17.0,17.89285714,3.603900004,28.0
kip,6.0,6.0,5.0,9.0,11.0,20.0,10.0,5.0,2.0,8.0,15.0,15.0,6.0,12.0,7.0,15.0,15.0,14.0,15.0,16.0,16.0,6.0,5.0,13.0,17.0,5.0,13.0,1.0,10.28571429,5.112491187,28.0
koekoek,9.0,11.0,8.0,19.0,14.0,20.0,10.0,17.0,20.0,20.0,12.0,20.0,18.0,13.0,15.0,18.0,20.0,17.0,20.0,20.0,20.0,11.0,19.0,12.0,20.0,14.0,16.0,11.0,15.85714286,4.06169355,28.0
kraai,13.0,4.0,5.0,20.0,20.0,20.0,20.0,14.0,14.0,20.0,20.0,20.0,19.0,11.0,12.0,20.0,20.0,16.0,20.0,20.0,20.0,12.0,18.0,16.0,20.0,18.0,15.0,17.0,16.57142857,4.541402715,28.0
mees,13.0,14.0,5.0,20.0,20.0,20.0,15.0,16.0,15.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,13.0,20.0,18.0,20.0,14.0,14.0,20.0,17.64285714,3.602615158,28.0
meeuw,13.0,13.0,6.0,20.0,20.0,20.0,20.0,19.0,18.0,20.0,20.0,20.0,20.0,16.0,15.0,20.0,20.0,18.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,17.0,18.0,20.0,18.14285714,3.251373336,28.0
merel,15.0,15.0,5.0,20.0,20.0,20.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,16.0,20.0,16.0,20.0,14.0,17.0,20.0,18.42857143,3.259499751,28.0
mus,14.0,17.0,10.0,20.0,20.0,20.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,17.0,20.0,19.0,20.0,18.0,19.0,20.0,18.96428571,2.235772182,28.0
ooievaar,10.0,17.0,8.0,15.0,11.0,20.0,14.0,4.0,19.0,20.0,20.0,18.0,16.0,19.0,10.0,19.0,15.0,16.0,15.0,17.0,12.0,10.0,11.0,15.0,20.0,12.0,16.0,8.0,14.53571429,4.333180705,28.0
papegaai,9.0,8.0,10.0,15.0,15.0,20.0,18.0,5.0,18.0,20.0,20.0,18.0,15.0,18.0,15.0,20.0,20.0,14.0,20.0,20.0,20.0,10.0,15.0,11.0,20.0,18.0,12.0,11.0,15.53571429,4.467845142,28.0
parkiet,9.0,13.0,12.0,16.0,20.0,20.0,18.0,6.0,18.0,20.0,20.0,20.0,20.0,7.0,10.0,20.0,20.0,17.0,20.0,20.0,20.0,18.0,20.0,20.0,20.0,14.0,12.0,15.0,16.60714286,4.466660744,28.0
pauw,6.0,3.0,5.0,16.0,10.0,20.0,5.0,3.0,10.0,8.0,2.0,13.0,12.0,11.0,15.0,15.0,15.0,16.0,15.0,19.0,17.0,3.0,10.0,8.0,15.0,16.0,12.0,2.0,10.78571429,5.486394909,28.0
pelikaan,10.0,7.0,3.0,10.0,11.0,20.0,13.0,8.0,10.0,20.0,20.0,13.0,14.0,11.0,10.0,18.0,15.0,10.0,9.0,20.0,17.0,7.0,1.0,10.0,17.0,16.0,13.0,4.0,12.03571429,5.2386183,28.0
pinguïn,3.0,5.0,2.0,8.0,10.0,20.0,6.0,8.0,5.0,5.0,10.0,9.0,3.0,3.0,10.0,10.0,10.0,5.0,1.0,19.0,15.0,2.0,2.0,6.0,18.0,5.0,12.0,3.0,7.678571429,5.298871798,28.0
reiger,11.0,12.0,5.0,19.0,13.0,20.0,18.0,5.0,20.0,18.0,20.0,17.0,13.0,14.0,10.0,19.0,15.0,17.0,20.0,20.0,20.0,8.0,3.0,14.0,20.0,17.0,12.0,15.0,14.82142857,5.084861857,28.0
roodborstje,13.0,12.0,8.0,19.0,20.0,20.0,13.0,17.0,18.0,20.0,20.0,20.0,20.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,14.0,8.0,17.0,20.0,18.0,15.0,20.0,17.5,3.686813338,28.0
specht,11.0,14.0,3.0,19.0,20.0,20.0,18.0,18.0,20.0,20.0,20.0,20.0,18.0,20.0,10.0,20.0,20.0,18.0,20.0,20.0,20.0,15.0,4.0,20.0,20.0,18.0,17.0,20.0,17.25,4.734624237,28.0
struisvogel,5.0,3.0,10.0,8.0,10.0,20.0,10.0,6.0,6.0,6.0,10.0,18.0,10.0,10.0,5.0,15.0,15.0,12.0,15.0,19.0,17.0,2.0,3.0,3.0,20.0,5.0,16.0,1.0,10.0,5.86262487,28.0
uil,11.0,18.0,10.0,17.0,12.0,20.0,14.0,10.0,18.0,20.0,20.0,20.0,16.0,8.0,15.0,20.0,15.0,18.0,20.0,20.0,20.0,9.0,10.0,13.0,20.0,18.0,15.0,3.0,15.35714286,4.699994371,28.0
valk,10.0,19.0,15.0,18.0,12.0,20.0,15.0,18.0,20.0,20.0,20.0,15.0,18.0,20.0,12.0,20.0,20.0,15.0,20.0,20.0,20.0,11.0,15.0,19.0,20.0,18.0,12.0,5.0,16.67857143,4.000496001,28.0
zwaan,7.0,10.0,6.0,8.0,12.0,20.0,12.0,7.0,10.0,18.0,10.0,14.0,13.0,14.0,7.0,15.0,15.0,12.0,5.0,18.0,12.0,6.0,10.0,5.0,20.0,5.0,14.0,8.0,11.17857143,4.530175137,28.0
zwaluw,10.0,14.0,5.0,20.0,15.0,20.0,20.0,15.0,10.0,20.0,20.0,20.0,20.0,18.0,20.0,20.0,20.0,17.0,20.0,20.0,20.0,15.0,20.0,18.0,20.0,18.0,18.0,10.0,17.25,4.079079417,28.0
