exemplar,apple,apricot,banana,blackberry,blueberry,cherry,coconut,dates,fig,grape,grapefruit,kiwi,lemon,lime,lychee,mandarine,mango,melon,nectarine,orange,papaya,passion fruit,peach,pear,pineapple,plum,pumpkin,raspberry,red currant,strawberry
apple,1.0,0.54,0.42333333333333334,0.30333333333333334,0.32999999999999996,0.37,0.35,0.41,0.4533333333333333,0.4,0.44000000000000006,0.51,0.4833333333333333,0.45666666666666667,0.33333333333333337,0.4766666666666667,0.49000000000000005,0.48,0.6066666666666667,0.6066666666666667,0.42142857142857143,0.42000000000000004,0.5366666666666666,0.6666666666666667,0.32999999999999996,0.54,0.38666666666666666,0.32999999999999996,0.32666666666666666,0.35
apricot,0.54,1.0,0.33999999999999997,0.33333333333333337,0.37666666666666665,0.4166666666666667,0.37666666666666665,0.55,0.5733333333333334,0.43,0.44333333333333336,0.42666666666666664,0.5,0.47333333333333333,0.4666666666666667,0.5733333333333334,0.5,0.5166666666666667,0.7033333333333334,0.53,0.625,0.45666666666666667,0.7733333333333333,0.5166666666666667,0.3933333333333333,0.7566666666666666,0.29333333333333333,0.39,0.36,0.36
banana,0.42333333333333334,0.33999999999999997,1.0,0.26666666666666666,0.2966666666666667,0.32999999999999996,0.30333333333333334,0.35333333333333333,0.33666666666666667,0.3466666666666667,0.3,0.3566666666666667,0.35,0.36666666666666664,0.27666666666666667,0.33333333333333337,0.33333333333333337,0.38666666666666666,0.39,0.42000000000000004,0.325,0.33999999999999997,0.37666666666666665,0.4133333333333334,0.41,0.31,0.29333333333333333,0.31333333333333335,0.3066666666666667,0.38
blackberry,0.30333333333333334,0.33333333333333337,0.26666666666666666,1.0,0.8733333333333333,0.78,0.31666666666666665,0.44333333333333336,0.3433333333333333,0.5700000000000001,0.32333333333333336,0.48666666666666664,0.33999999999999997,0.35,0.39666666666666667,0.38333333333333336,0.2733333333333333,0.26666666666666666,0.3466666666666667,0.30333333333333334,0.36428571428571427,0.33999999999999997,0.36,0.32,0.30333333333333334,0.4133333333333334,0.24666666666666667,0.8566666666666667,0.77,0.5433333333333333
blueberry,0.32999999999999996,0.37666666666666665,0.2966666666666667,0.8733333333333333,1.0,0.67,0.26,0.37,0.44666666666666666,0.6233333333333333,0.33333333333333337,0.44666666666666666,0.2966666666666667,0.29,0.44666666666666666,0.4166666666666667,0.29,0.32666666666666666,0.35333333333333333,0.3466666666666667,0.41785714285714287,0.32999999999999996,0.32999999999999996,0.33333333333333337,0.27666666666666667,0.45666666666666667,0.2733333333333333,0.75,0.7366666666666666,0.5433333333333333
cherry,0.37,0.4166666666666667,0.32999999999999996,0.78,0.67,1.0,0.31,0.4133333333333334,0.45,0.6766666666666666,0.29333333333333333,0.42333333333333334,0.36666666666666664,0.35,0.4633333333333334,0.29,0.33999999999999997,0.37,0.4,0.3933333333333333,0.4642857142857143,0.4066666666666666,0.45666666666666667,0.37333333333333335,0.29333333333333333,0.5033333333333333,0.24333333333333332,0.6566666666666666,0.7233333333333334,0.6033333333333333
coconut,0.35,0.37666666666666665,0.30333333333333334,0.31666666666666665,0.26,0.31,1.0,0.31,0.36333333333333334,0.32,0.42666666666666664,0.4633333333333334,0.37,0.51,0.4033333333333333,0.33999999999999997,0.4133333333333334,0.44000000000000006,0.35333333333333333,0.35333333333333333,0.5928571428571429,0.43,0.38666666666666666,0.2733333333333333,0.5633333333333334,0.37666666666666665,0.3,0.2833333333333333,0.3433333333333333,0.2566666666666667
dates,0.41,0.55,0.35333333333333333,0.44333333333333336,0.37,0.4133333333333334,0.31,1.0,0.76,0.53,0.39,0.4333333333333333,0.4066666666666666,0.3933333333333333,0.5700000000000001,0.31666666666666665,0.38,0.4066666666666666,0.43666666666666665,0.4,0.38571428571428573,0.44666666666666666,0.4033333333333333,0.4833333333333333,0.27666666666666667,0.6433333333333333,0.25,0.4,0.3566666666666667,0.42333333333333334
fig,0.4533333333333333,0.5733333333333334,0.33666666666666667,0.3433333333333333,0.44666666666666666,0.45,0.36333333333333334,0.76,1.0,0.6033333333333333,0.44333333333333336,0.48666666666666664,0.45666666666666667,0.42666666666666664,0.5566666666666666,0.3566666666666667,0.48,0.4966666666666667,0.44000000000000006,0.51,0.45,0.5,0.45,0.5033333333333333,0.32666666666666666,0.65,0.2633333333333333,0.42000000000000004,0.43,0.43666666666666665
grape,0.4,0.43,0.3466666666666667,0.5700000000000001,0.6233333333333333,0.6766666666666666,0.32,0.53,0.6033333333333333,1.0,0.48666666666666664,0.45,0.36666666666666664,0.36333333333333334,0.5533333333333333,0.5166666666666667,0.39,0.36,0.4033333333333333,0.33999999999999997,0.47857142857142854,0.43,0.43,0.3566666666666667,0.27999999999999997,0.5700000000000001,0.2533333333333333,0.5766666666666667,0.5599999999999999,0.4766666666666667
grapefruit,0.44000000000000006,0.44333333333333336,0.3,0.32333333333333336,0.33333333333333337,0.29333333333333333,0.42666666666666664,0.39,0.44333333333333336,0.48666666666666664,1.0,0.4166666666666667,0.6366666666666666,0.5133333333333334,0.42666666666666664,0.4966666666666667,0.45999999999999996,0.5599999999999999,0.5366666666666666,0.76,0.5214285714285715,0.44666666666666666,0.54,0.47000000000000003,0.37666666666666665,0.4033333333333333,0.45666666666666667,0.3433333333333333,0.3,0.3433333333333333
kiwi,0.51,0.42666666666666664,0.3566666666666667,0.48666666666666664,0.44666666666666666,0.42333333333333334,0.4633333333333334,0.4333333333333333,0.48666666666666664,0.45,0.4166666666666667,1.0,0.42000000000000004,0.4633333333333334,0.51,0.36,0.44000000000000006,0.39,0.47000000000000003,0.4133333333333334,0.5678571428571428,0.5366666666666666,0.5700000000000001,0.4666666666666667,0.37,0.5133333333333334,0.2866666666666667,0.42000000000000004,0.44666666666666666,0.41
lemon,0.4833333333333333,0.5,0.35,0.33999999999999997,0.2966666666666667,0.36666666666666664,0.37,0.4066666666666666,0.45666666666666667,0.36666666666666664,0.6366666666666666,0.42000000000000004,1.0,0.7366666666666666,0.5766666666666667,0.63,0.45666666666666667,0.5433333333333333,0.5733333333333334,0.7066666666666667,0.41785714285714287,0.5166666666666667,0.45999999999999996,0.37333333333333335,0.37333333333333335,0.4633333333333334,0.38333333333333336,0.36333333333333334,0.35,0.38333333333333336
lime,0.45666666666666667,0.47333333333333333,0.36666666666666664,0.35,0.29,0.35,0.51,0.3933333333333333,0.42666666666666664,0.36333333333333334,0.5133333333333334,0.4633333333333334,0.7366666666666666,1.0,0.45666666666666667,0.5133333333333334,0.4666666666666667,0.45999999999999996,0.5133333333333334,0.6333333333333333,0.4821428571428571,0.45999999999999996,0.45999999999999996,0.41,0.31666666666666665,0.4666666666666667,0.31,0.3933333333333333,0.36333333333333334,0.35
lychee,0.33333333333333337,0.4666666666666667,0.27666666666666667,0.39666666666666667,0.44666666666666666,0.4633333333333334,0.4033333333333333,0.5700000000000001,0.5566666666666666,0.5533333333333333,0.42666666666666664,0.51,0.5766666666666667,0.45666666666666667,1.0,0.33666666666666667,0.4766666666666667,0.44000000000000006,0.4333333333333333,0.38333333333333336,0.43571428571428567,0.5166666666666667,0.39666666666666667,0.38666666666666666,0.42000000000000004,0.4633333333333334,0.2866666666666667,0.5133333333333334,0.4633333333333334,0.44666666666666666
mandarine,0.4766666666666667,0.5733333333333334,0.33333333333333337,0.38333333333333336,0.4166666666666667,0.29,0.33999999999999997,0.31666666666666665,0.3566666666666667,0.5166666666666667,0.4966666666666667,0.36,0.63,0.5133333333333334,0.33666666666666667,1.0,0.4133333333333334,0.3433333333333333,0.5,0.6566666666666666,0.44642857142857145,0.38333333333333336,0.5033333333333333,0.32666666666666666,0.3066666666666667,0.45,0.37333333333333335,0.3066666666666667,0.35333333333333333,0.37666666666666665
mango,0.49000000000000005,0.5,0.33333333333333337,0.2733333333333333,0.29,0.33999999999999997,0.4133333333333334,0.38,0.48,0.39,0.45999999999999996,0.44000000000000006,0.45666666666666667,0.4666666666666667,0.4766666666666667,0.4133333333333334,1.0,0.49000000000000005,0.5366666666666666,0.49000000000000005,0.5535714285714286,0.5233333333333333,0.5733333333333334,0.4066666666666666,0.3466666666666667,0.5233333333333333,0.36666666666666664,0.38,0.31666666666666665,0.37333333333333335
melon,0.48,0.5166666666666667,0.38666666666666666,0.26666666666666666,0.32666666666666666,0.37,0.44000000000000006,0.4066666666666666,0.4966666666666667,0.36,0.5599999999999999,0.39,0.5433333333333333,0.45999999999999996,0.44000000000000006,0.3433333333333333,0.49000000000000005,1.0,0.5233333333333333,0.54,0.5928571428571429,0.47000000000000003,0.6166666666666667,0.49333333333333335,0.4633333333333334,0.55,0.5,0.32333333333333336,0.29333333333333333,0.37666666666666665
