feature,freq
bouwt nesten,16
eet kleine dieren,2
eet wormen,8
fladdert,2
fluit,7
heeft een bek,6
heeft een snavel,15
heeft luchtzakken,3
heeft poten,3
heeft twee poten,3
heeft twee vleugels,3
heeft veren,20
heeft vleugels,9
in kooi,2
is een dier,3
is een trekvogel,4
kan lopen,2
kan vliegen,20
kan zich voortplanten,4
kraait 's morgens,2
kraaloogjes,2
leeft in het wild,3
legt eieren,20
tsjilpt,6
vind je in bomen,5
wordt soms als huisdier gehouden,2
wordt soms door mensen gegeten,2
zingt,3
