exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
ansjovis,17.0,15.0,18.0,19.0,20.0,18.0,8.0,2.0,12.0,20.0,5.0,12.0,20.0,6.0,15.0,19.0,5.0,10.0,2.0,12.0,20.0,10.0,15.0,20.0,20.0,16.0,16.0,20.0,14.0,5.925462945,28.0
dolfijn,16.0,1.0,10.0,1.0,20.0,16.0,8.0,4.0,1.0,12.0,12.0,1.0,10.0,12.0,9.0,1.0,10.0,6.0,17.0,3.0,1.0,15.0,10.0,20.0,14.0,4.0,1.0,15.0,8.928571429,6.312413235,28.0
forel,18.0,18.0,17.0,17.0,20.0,17.0,20.0,18.0,12.0,16.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,17.0,4.0,15.0,20.0,5.0,20.0,20.0,20.0,20.0,16.0,20.0,17.32142857,4.190408549,28.0
goudvis,20.0,19.0,20.0,20.0,20.0,19.0,20.0,14.0,18.0,20.0,10.0,20.0,20.0,20.0,19.0,18.0,20.0,18.0,19.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,18.0,20.0,18.46428571,3.415456619,28.0
haai,16.0,6.0,15.0,1.0,20.0,17.0,5.0,4.0,18.0,18.0,5.0,15.0,12.0,6.0,10.0,1.0,10.0,6.0,18.0,8.0,20.0,15.0,10.0,20.0,15.0,20.0,3.0,15.0,11.75,6.293000227,28.0
haring,17.0,14.0,19.0,20.0,20.0,18.0,20.0,18.0,13.0,8.0,18.0,20.0,20.0,19.0,15.0,20.0,15.0,14.0,10.0,20.0,20.0,7.0,20.0,20.0,20.0,20.0,16.0,17.0,17.07142857,3.809623015,28.0
inktvis,10.0,2.0,10.0,10.0,20.0,15.0,4.0,2.0,1.0,20.0,2.0,13.0,12.0,6.0,8.0,18.0,15.0,1.0,14.0,10.0,1.0,12.0,3.0,20.0,18.0,9.0,13.0,10.0,9.964285714,6.268570295,28.0
kabeljauw,19.0,13.0,18.0,19.0,20.0,18.0,20.0,18.0,16.0,16.0,15.0,20.0,20.0,19.0,20.0,20.0,20.0,18.0,6.0,19.0,20.0,6.0,20.0,20.0,20.0,20.0,16.0,20.0,17.71428571,3.789431139,28.0
karper,17.0,15.0,13.0,20.0,20.0,15.0,18.0,15.0,14.0,19.0,17.0,17.0,20.0,17.0,18.0,20.0,20.0,17.0,8.0,18.0,20.0,5.0,20.0,20.0,20.0,7.0,13.0,17.0,16.42857143,4.113469937,28.0
orka,14.0,8.0,10.0,1.0,20.0,14.0,5.0,4.0,1.0,12.0,6.0,9.0,10.0,10.0,9.0,1.0,10.0,2.0,10.0,6.0,1.0,15.0,10.0,20.0,17.0,3.0,1.0,15.0,8.714285714,5.791802271,28.0
paling,18.0,17.0,12.0,15.0,20.0,18.0,20.0,16.0,14.0,6.0,14.0,20.0,20.0,18.0,16.0,20.0,15.0,6.0,10.0,20.0,20.0,17.0,18.0,20.0,20.0,19.0,13.0,20.0,16.5,4.087016479,28.0
