exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
piranha,18.0,6.0,8.0,18.0,17.0,19.0,12.0,14.0,14.0,16.0,2.0,14.0,20.0,13.0,18.0,10.0,15.0,8.0,18.0,8.0,20.0,17.0,20.0,20.0,20.0,5.0,13.0,15.0,14.21428571,5.130570273,28.0
pladijs,18.0,9.0,-1.0,18.0,-1.0,18.0,20.0,16.0,10.0,12.0,4.0,20.0,20.0,19.0,18.0,18.0,20.0,10.0,8.0,14.0,20.0,17.0,20.0,20.0,20.0,20.0,12.0,20.0,16.19230769,4.707604323,26.0
platvis,16.0,6.0,12.0,15.0,20.0,17.0,18.0,14.0,6.0,20.0,3.0,20.0,20.0,13.0,17.0,20.0,20.0,8.0,10.0,11.0,20.0,15.0,15.0,20.0,20.0,19.0,12.0,20.0,15.25,5.09629495,28.0
potvis,15.0,10.0,15.0,3.0,20.0,19.0,20.0,4.0,1.0,20.0,8.0,20.0,12.0,12.0,7.0,20.0,5.0,4.0,10.0,8.0,1.0,15.0,10.0,20.0,20.0,5.0,1.0,15.0,11.42857143,6.839041364,28.0
rog,15.0,11.0,12.0,18.0,20.0,17.0,20.0,14.0,16.0,8.0,9.0,20.0,18.0,20.0,19.0,20.0,15.0,8.0,12.0,9.0,20.0,15.0,20.0,20.0,20.0,20.0,12.0,20.0,16.0,4.303314829,28.0
sardine,15.0,8.0,5.0,10.0,20.0,19.0,12.0,10.0,12.0,16.0,5.0,20.0,12.0,4.0,18.0,19.0,5.0,8.0,4.0,20.0,20.0,8.0,5.0,20.0,20.0,18.0,16.0,20.0,13.17857143,6.086132211,28.0
snoek,16.0,14.0,13.0,20.0,20.0,16.0,20.0,18.0,15.0,16.0,13.0,16.0,15.0,18.0,12.0,20.0,20.0,17.0,12.0,15.0,20.0,5.0,20.0,20.0,20.0,19.0,13.0,20.0,16.53571429,3.636055482,28.0
stekelbaars,18.0,16.0,10.0,15.0,20.0,18.0,20.0,18.0,13.0,14.0,11.0,20.0,15.0,20.0,10.0,20.0,15.0,8.0,6.0,17.0,20.0,5.0,15.0,20.0,20.0,20.0,15.0,20.0,15.67857143,4.595114728,28.0
tong,18.0,11.0,15.0,13.0,-1.0,18.0,16.0,15.0,1.0,10.0,10.0,11.0,20.0,18.0,20.0,20.0,20.0,15.0,3.0,17.0,20.0,6.0,20.0,20.0,20.0,20.0,16.0,20.0,15.2962963,5.503948337,27.0
walvis,14.0,9.0,12.0,1.0,20.0,17.0,8.0,4.0,1.0,12.0,6.0,1.0,10.0,7.0,8.0,1.0,10.0,4.0,15.0,10.0,1.0,15.0,10.0,20.0,16.0,4.0,1.0,15.0,9.0,6.036923425,28.0
zalm,17.0,7.0,19.0,10.0,20.0,19.0,15.0,10.0,19.0,18.0,16.0,20.0,19.0,17.0,20.0,20.0,20.0,20.0,17.0,16.0,20.0,8.0,20.0,20.0,20.0,20.0,16.0,20.0,17.25,3.893251521,28.0
zwaardvis,18.0,8.0,12.0,16.0,20.0,17.0,16.0,1.0,13.0,20.0,12.0,20.0,20.0,10.0,19.0,20.0,15.0,5.0,14.0,12.0,20.0,12.0,15.0,20.0,20.0,20.0,13.0,15.0,15.10714286,4.98396901,28.0
