exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
blackbird,2,3,4,4,5,3,3,3,3,3,5,3,4,4,3,3,4,4,3,2,4,2,2,3,3,5,2,3,3.285714286,0.896790279,28
canary,3,3,3,3,4,3,3,3,3,4,5,5,4,4,3,1,3,4,3,4,2,2,2,3,3,3,4,4,3.25,0.887151079,28
chickadee,2,2,4,2,4,3,4,3,3,3,4,4,4,3,2,1,3,3,3,2,5,2,2,3,2,2,2,2,2.821428571,0.944911183,28
chicken,4,4,4,5,5,4,5,4,4,4,5,5,4,4,3,2,4,5,4,5,5,4,4,4,5,5,4,4,4.25,0.700528901,28
crow,2,2,3,4,4,3,3,3,3,3,4,4,3,3,2,2,3,3,3,2,5,2,2,4,3,4,3,3,3.035714286,0.792658109,28
cuckoo,2,2,4,2,4,2,3,3,2,3,4,3,2,3,2,2,2,3,3,3,4,2,1,2,2,2,4,3,2.642857143,0.826159599,28
dove,3,4,4,4,4,4,4,4,3,5,5,5,4,4,3,3,5,5,4,4,4,3,2,3,4,5,5,4,3.964285714,0.792658109,28
duck,3,3,4,5,5,4,4,4,4,3,4,5,4,4,3,3,3,4,4,4,3,3,2,4,4,5,4,4,3.785714286,0.738223235,28
eagle,3,2,3,2,4,2,3,3,2,3,4,3,2,3,2,1,2,3,3,2,3,2,2,3,3,2,2,3,2.571428571,0.690065559,28
falcon,2,2,3,4,4,2,3,3,2,3,4,3,2,3,2,2,2,3,3,2,3,2,1,2,2,2,2,3,2.535714286,0.744468135,28
heron,2,2,3,2,4,3,3,3,2,4,4,3,3,3,2,1,3,4,3,2,3,2,1,4,2,3,5,3,2.821428571,0.944911183,28
magpie,2,2,4,4,4,3,3,3,3,3,4,3,3,4,3,2,2,3,3,2,4,2,2,3,3,4,2,3,2.964285714,0.744468135,28
ostrich,3,2,3,2,4,2,3,3,2,3,4,4,4,3,2,1,2,3,3,2,2,2,2,3,3,3,3,3,2.714285714,0.76289618,28
owl,3,2,4,4,4,2,3,3,2,3,4,4,3,3,3,1,2,3,3,3,4,2,2,3,3,3,5,3,3.0,0.860662966,28
parakeet,3,2,4,3,4,3,3,3,3,4,4,4,3,3,2,1,3,3,3,4,2,2,2,2,4,3,5,3,3.035714286,0.881166855,28
parrot,3,3,4,2,4,2,3,3,3,3,4,5,4,4,3,1,2,3,3,3,2,2,3,3,4,4,4,3,3.107142857,0.875141712,28
peacock,3,3,4,4,4,2,3,3,2,3,4,4,2,3,3,1,2,3,3,2,3,2,1,2,4,3,2,3,2.785714286,0.875897121,28
pelican,2,2,3,3,4,2,3,3,2,3,4,3,2,3,2,1,2,3,3,2,2,2,1,2,2,2,2,2,2.392857143,0.737326789,28
penguin,3,3,3,2,4,2,3,3,1,3,4,4,3,3,3,1,2,3,3,3,3,2,2,2,3,3,4,3,2.785714286,0.786795792,28
pheasant,3,3,4,2,4,3,3,3,3,4,4,3,3,3,3,1,2,3,3,2,3,2,1,2,3,2,4,3,2.821428571,0.818923025,28
robin,2,2,4,4,4,3,4,3,2,3,4,5,3,4,3,1,3,3,3,4,4,2,3,3,2,5,2,3,3.142857143,0.970463261,28
rooster,4,4,4,4,4,3,5,3,4,3,4,5,2,4,3,1,4,4,4,3,4,2,2,3,3,4,3,3,3.428571429,0.920087412,28
seagull,2,3,3,2,5,4,4,3,3,3,4,4,3,4,3,1,2,3,3,4,2,2,2,3,3,4,4,3,3.071428571,0.899735411,28
sparrow,3,3,4,4,5,4,4,4,3,3,4,5,4,4,3,2,3,4,3,3,4,2,2,4,4,5,2,3,3.5,0.881917104,28
stork,3,2,3,3,4,2,3,3,2,3,4,4,3,3,3,1,2,3,3,3,4,2,2,3,3,5,4,3,2.964285714,0.83808171,28
swallow,3,2,4,4,5,2,3,3,2,3,4,3,3,3,3,1,3,3,3,2,4,2,3,2,3,4,4,3,3.0,0.860662966,28
swan,2,3,3,3,4,3,3,3,3,3,4,4,3,3,3,1,2,3,3,3,3,3,2,3,3,5,4,3,3.035714286,0.744468135,28
turkey,3,3,3,3,4,3,4,3,3,4,5,5,3,4,3,1,2,3,3,3,2,3,2,3,4,5,4,3,3.25,0.927960727,28
vulture,2,2,3,2,4,2,3,3,2,3,4,2,2,3,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2.285714286,0.712696645,28
woodpecker,3,3,4,3,4,2,3,3,3,3,3,4,3,3,2,2,2,3,3,2,4,2,1,3,2,2,3,3,2.785714286,0.738223235,28
