exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
axe,3,3,2,2,3,4,3,2,3,2,3,3,3,3,3,3,2,1,3,3,4,2,3,2,2,4,3,3,2.75,0.700528901,28
bazooka,3,3,2,2,2,4,3,4,2,2,2,2,3,2,3,2,2,1,2,2,4,1,2,2,3,2,3,1,2.357142857,0.826159599,28
bow,2,2,2,2,3,4,2,4,3,3,3,3,2,2,3,2,2,1,3,3,4,2,3,2,2,3,3,4,2.642857143,0.780042056,28
canon,3,3,2,3,4,3,3,3,3,2,3,3,2,3,3,2,2,1,3,3,4,1,3,3,3,3,3,3,2.75,0.700528901,28
club,2,3,2,2,3,3,2,2,2,2,3,3,4,2,3,2,3,1,3,3,4,2,2,2,2,3,2,3,2.5,0.693888666,28
dagger,3,2,2,2,3,3,2,4,3,2,3,3,3,3,3,2,2,4,3,2,4,2,2,2,2,2,3,3,2.642857143,0.678466993,28
double-barreled shotgun,1,4,2,2,2,3,3,3,2,2,2,2,2,3,3,2,1,1,2,2,4,2,2,2,1,2,2,3,2.214285714,0.786795792,28
grenade,3,3,2,2,3,4,3,3,3,2,3,4,3,2,3,2,2,1,3,3,4,2,3,2,2,3,3,3,2.714285714,0.712696645,28
knuckle dusters,1,4,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,1,2,4,4,2,3,2,2,4,2,3,2.285714286,0.854493259,28
machine gun,2,5,2,3,2,3,3,2,2,2,2,2,2,3,3,2,3,1,3,2,5,2,2,2,2,2,2,3,2.464285714,0.881166855,28
pistol,3,3,2,3,4,4,3,4,3,2,3,4,4,3,3,3,3,2,4,4,5,3,3,3,2,4,3,3,3.214285714,0.738223235,28
rifle,3,3,3,4,4,5,3,4,3,2,3,4,4,3,3,3,3,1,3,4,4,3,4,3,3,4,3,4,3.321428571,0.772373515,28
rope,4,3,3,5,4,5,2,3,4,4,3,4,4,4,3,3,2,2,4,4,5,4,4,3,4,5,3,5,3.678571429,0.904866326,28
shield,3,3,3,2,2,3,2,3,3,3,3,3,3,2,3,2,2,1,3,3,4,4,2,2,2,3,3,3,2.678571429,0.669636243,28
slingshot,2,2,2,4,4,3,2,2,3,2,3,3,4,3,3,2,2,1,3,2,4,1,3,3,3,2,3,3,2.642857143,0.826159599,28
spear,3,3,2,2,3,3,2,4,2,3,3,3,2,2,3,2,2,1,3,2,4,1,2,2,2,2,3,3,2.464285714,0.744468135,28
stick,4,3,4,4,4,5,4,3,3,4,4,4,5,4,3,3,3,2,4,4,5,4,4,3,4,4,3,5,3.785714286,0.738223235,28
sword,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,2,2,1,3,4,4,3,4,2,2,4,3,3,2.928571429,0.71639899,28
tank,2,3,3,2,2,2,3,4,3,2,3,4,2,3,3,2,2,1,3,4,4,4,3,2,3,2,3,3,2.75,0.799305254,28
whip,4,2,2,2,3,2,2,2,3,2,3,3,4,4,3,2,2,3,3,3,4,3,3,2,3,4,3,3,2.821428571,0.722832465,28
