exemplar,Harley Davidson is een merk,behoort tot bedrijf,behoort tot openbaar vervoer,bestaat al lang,bestaat in verschillende formaten,bestaat in verschillende kleuren,bestaat in verschillende kleuren en verschillende vormen,bestaat in verschillende merken,bestaat in verschillende modellen,bestaat in verschillende soorten,bestaat in verschillende vormen,bestuurder draagt helm,bestuurder draagt leren kleding,bestuurder is zwakke weggebruiker,chauffeurs zitten lange tijd achter stuur,dient om mee te rijden,drijft op water,er is veel plaats in,er is weinig plaats,er komt rook uit,er komt vuur uit onderaan,er staat reclame op,gaat snel,gaat tot op grote diepte,gaat traag,gebruikt door de kerstman,gebruikt door mannen,gemaakt uit hout,gemaakt uit metaal,glijdt op sneeuw,glijdt van helling,heeft 1ste en 2de klasse,heeft 2 of 4 wielen,heeft 2 wielen,heeft 4 wielen,heeft 4x4 aandrijving,heeft aanhangwagen,heeft automatische deuren,heeft banden,heeft benzinegeur,heeft deuren,heeft dikke banden,heeft een anker,heeft een bed,heeft een bel,heeft een bordje 'TAXI' op auto,heeft een brander,heeft een cabine,heeft een chauffeur,heeft een claxon,heeft een conducteur,heeft een dak of geen dak,heeft een dode hoek,heeft een donkere kleur,heeft een groot vermogen,heeft een keuken,heeft een laadruimte,heeft een mand,heeft een motor,heeft een opvallende kleur,heeft een periscoop,heeft een rem,heeft een rem achteraan,heeft een reservewiel achteraan,heeft een rieten mand,heeft een roer,heeft een slaapplaats,heeft een snelheidsbeperking,heeft een staart,heeft een stuur,heeft een tachograaf,heeft een zadel,heeft een zeil,heeft een zware motor,heeft elektrische leidingen bovenaan,heeft felle kleuren,heeft geen dak,heeft geen motor,heeft grote banden,heeft grote wielen,heeft ijzer onderaan,heeft kleine ramen,heeft kleine wielen,heeft lichten,heeft meestal een cruise-control-systeem (automatische piloot),heeft minstens 4 wielen,heeft palen om je vast te houden,heeft pedalen,heeft propeller,heeft ramen,heeft rokers- en niet-rokersruimtes,heeft schuifdeuren,heeft stinkende uitlaatgassen,heeft versnellingen,heeft vleugels,heeft voorrang in het verkeer,heeft wagons,heeft wielen,heeft zandzakjes,heeft zitjes,helm dragen is verplicht,het gebruiken geeft een kick,het gebruiken is leuk,het is er druk,het is er meestal warm in,het is in de mode,het is moeilijk om het te leren gebruiken,het oogt stoer,het weegt veel,is bedrukt met de naam van bedrijf,is bemand,is bruin,is comfortabel,is cool,is duur,is een auto,is een boot,is een gemotoriseerde fiets,is een huis op wielen,is een huisje,is een plank,is een plank op wielen,is een synoniem voor ar,is een technologische hoogstandje,is een transportmiddel,is een transportmiddel op water,is een tv-programma,is een voertuig,is een vrachtwagen,is een wagen,is geel,is geliefd bij Nederlanders,is gemaakt van hout of metaal,is gemaakt van staal,is geschilderd,is gevaarlijk,is gevaarlijk in het verkeer,is gevuld met hete lucht,is gezellig,is goedkoop,is grijs,is groen,is groot,is groot en zwaar,is groot of klein,is groter dan een auto,is handig,is handig om files te vermijden,is hoog,is klein,is kleiner dan een vrachtwagen,is lang,is langwerpig,is milieuvervuilend,is milieuvriendelijk,is moeilijk te besturen,is mooi,is ontspannend,is ovaal,is rechthoekig,is romantisch,is sneller dan een fiets,is speelgoed,is stevig,is trager dan een auto,is vaak te laat,is van Amerikaanse oorsprong,is van De Lijn,is van ijzer,is vermoeiend om te gebruiken,is voor 1 persoon,is voor 2 personen,is voor het plezier,is voor meerdere personen,is voor minstens 1 persoon,is voor weinig personen,is vuil,is wit,is zwaar,is zwart,je kan er iemand mee doden,je kan er kunstjes mee doen,je kan er mee vallen,je kan er ziek op worden,je kan erin wonen,je kan het bestellen door ernaar te bellen,je kan je ermee verwonden,je moet ervoor betalen,je moet met 1 voet afduwen om vooruit te komen,je moet niet trappen,je moet rechtstaan,je moet trappen,je moet zitten,je rijdt ermee op het fietspad,je staat met 1 been op de plank,je ziet het in Brugge,je ziet het in de zee,je ziet het in grootsteden,je ziet het niet vaak,je ziet het vooral 's nachts,je ziet het vooral in de stad,je zit er hoger in dan in een auto,kan aan een auto gekoppeld worden,kan glijden,kan in de file staan,kan luxueus zijn,kan neerstorten,kan ontploffen,kan op moeilijke wegen rijden,kan statussymbool zijn,kan stoom produceren,kan zinken,komt vaak voor in films,komt voor in Assepoester,komt voor in Kuifje,lijkt op een fiets,lijkt op een trein,maakt een brommend geluid,maakt een ronkend geluid,maakt lawaai,maakt veel geluid,maakt veel wind,mag bestuurd worden vanaf 16 jaar,mag bestuurd worden vanaf 18 jaar,meert aan in een haven,produceert uitlaatgassen,reed vroeger op stoom,rijdt bovengronds,rijdt meestal op rechtse baanvak op autosnelweg,rijdt ondergronds,rijdt op de autosnelweg,rijdt op de weg,rijdt op een veld,rijdt op het land,rijdt op rails,rijdt personen omver,rolt,staat op een camping,stijgt vertikaal op,stinkt,stopt aan haltes,stopt in een station,transporteert goederen,transporteert illegalen,transporteert kinderen,transporteert personen,transporteert personen of goederen,vaart,vaart onder water,vaart op water,vaart op zee of ander water,veel personen vinden het beangstigend,verbruikt brandstof,verbruikt gas,verbruikt kerosine,vereist een speciaal rijbewijs,vereist geen rijbewijs,veroorzaakt files,veroorzaakt ongelukken,vertrekt op een luchthaven,vliegt,vliegt hoog in de lucht,vliegt in de lucht,vliegt laag,vuurt torpedo's af,werd vroeger gebruikt,werkt op benzine,werkt op elektriciteit,wordt bemand door ruimtevaarders,wordt bestuurd door 1 persoon,wordt bestuurd door een kapitein,wordt bestuurd door een koetsier,wordt bestuurd door een machinist,wordt bestuurd door een piloot,wordt bestuurd door een tramchauffeur,wordt bestuurd door een vrachtwagenchauffeur,wordt bewoond door zigeuners,wordt gebruik bij reddingsacties,wordt gebruikt bij het huwelijk,wordt gebruikt bij sport,wordt gebruikt door een boer,wordt gebruikt door iedereen,wordt gebruikt door kinderen,wordt gebruikt door politie,wordt gebruikt door rijke personen,wordt gebruikt door stoere mannen,wordt gebruikt door veel jongeren,wordt gebruikt in de landbouw,wordt gebruikt in de sneeuw,wordt gebruikt in de winter,wordt gebruikt in de zomer,wordt gebruikt in het leger,wordt gebruikt om een reis rond de wereld te maken,wordt gebruikt om grond te bewerken,wordt gebruikt om naar andere planeten te vliegen,wordt gebruikt om naar de maan te vliegen,wordt gebruikt om te racen,wordt gebruikt om te reizen,wordt gebruikt om te vissen,wordt gebruikt om zich onzichtbaar te verplaatsen,wordt gebruikt op de boerderij,wordt gebruikt op een schans (of ramp),wordt gebruikt tijdens de oorlog,wordt gebruikt voor korte afstanden,wordt gebruikt voor lange afstanden,wordt gebruikt voor onderzoek,wordt gebruikt voor safari,wordt gebruikt voor wedstrijden,wordt gelanceerd,wordt niet veel gebruikt,wordt onderverdeeld in A-klasse en B-klasse,wordt vaak beschilderd met grafitti,wordt vaak gestolen,wordt vaak overvallen,wordt vooral gebruikt bij mooi weer,wordt vooral gebruikt door jongens,wordt voortgetrokken door honden,wordt voortgetrokken door paarden,wordt voortgetrokken door rendieren,zie je vooral aan de kust,zit meestal overvol,zweeft
auto,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
boot,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
bromfiets,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
brommer,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bus,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
camion,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
camionette,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
caravan,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
duikboot,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
fiets,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
