feature,freq
builds nests,16
can fly,20
can walk,2
chirps (tsjilpt),6
eats small animals,2
eats worms,8
flutters,2
has a beak,6
has a bill,15
has air sacs,3
has beady eyes,2
has feathers,20
has legs (poten),3
has two paws,3
has two wings,3
has wings,9
in the morning,2
is a migratory bird,4
is able to reproduce,4
is an animal,3
is found in trees,5
is sometimes eaten by man,2
is sometimes kept as a pet,2
lays eggs,20
lives in a cage,2
lives in the wild,3
sings,3
sings (whistles),7
