feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
Indians or Afrikan,2,-3,0,-3,0,-2,0,-1,1,-3,-2,1,-0.8333333333333334,1.7494587907710375
always falls on its paws,-1,-3,-1,-3,-3,-3,0,1,1,-3,-1,1,-1.25,1.712255291076124
appears in fairy tales and stories,1,-3,1,-2,-3,-3,0,2,1,-3,-2,0,-0.9166666666666666,1.928651593652148
appears in songs,2,-3,-2,-3,-3,-3,0,-3,2,-3,-3,-1,-1.6666666666666667,1.9694638556693238
appears in the tv-programme Skippy,0,-3,0,-3,-3,-3,0,1,0,-3,0,0,-1.1666666666666667,1.6422453217986943
associated with vampires,-3,-3,-3,-3,-3,-3,-3,1,0,-3,-3,0,-2.1666666666666665,1.5275252316519465
attacks,0,1,-1,1,-2,-3,1,-2,2,1,1,1,0.0,1.5954480704349312
attic,-3,-3,-3,-3,-2,-3,-3,0,0,-3,-3,-2,-2.3333333333333335,1.1547005383792517
barks,0,1,0,-3,1,-2,0,-1,1,-3,-2,1,-0.5833333333333334,1.5642792899510296
big ears,-2,-2,0,-1,-1,-3,1,2,1,-2,0,1,-0.5,1.5666989036012806
bites,1,0,2,0,-2,0,2,-3,1,-1,2,0,0.16666666666666666,1.5859229221975182
bleats (blaat),0,0,-1,-3,0,-3,0,1,0,-3,-2,1,-0.8333333333333334,1.5275252316519465
bleats (mekkert),-1,1,0,-3,1,-2,-2,-1,0,-3,-2,0,-1.0,1.4142135623730951
brays,-1,1,0,-3,-1,-2,0,0,0,-3,-2,1,-0.8333333333333334,1.403458930534474
breeds rapidly,1,-3,0,0,2,1,1,-2,0,2,1,0,0.25,1.4847711791873706
builds dams,-3,-3,-3,-3,-1,-3,0,-2,1,-3,-2,1,-1.75,1.6025547785276542
bushy tail,0,-3,0,-3,-2,-3,0,1,1,-3,-2,0,-1.1666666666666667,1.6422453217986943
can be bred,-2,1,2,0,0,2,2,2,1,3,3,2,1.3333333333333333,1.4354811251305468
"can be brown, black, white, grey",1,-3,3,2,-3,-2,1,0,0,-1,1,0,-0.08333333333333333,1.8809249819912512
can be found in the ardennes,2,-3,2,-2,-2,-3,0,1,1,-3,1,1,-0.4166666666666667,2.02072594216369
can be seen on safaris,-1,3,3,-2,-2,-2,1,-2,2,0,1,1,0.16666666666666666,1.9462473604038073
can be taught tricks,-2,-2,2,-2,-3,-2,-1,-1,2,2,0,1,-0.5,1.834021909257456
can climb well,1,-2,0,0,-2,-3,0,2,1,1,-2,1,-0.25,1.6025547785276542
can do without water for long periods,-2,-2,-2,-3,-1,-3,0,-3,0,-3,-2,1,-1.6666666666666667,1.3706888336846839
can fly,-1,-2,-3,-3,0,-3,-3,0,0,-3,-2,0,-1.6666666666666667,1.3706888336846839
can have different colors,-1,-3,3,2,-2,-1,2,1,0,3,3,0,0.5833333333333334,2.0652243256245835
can jump far,-1,1,1,-2,-2,-3,0,-2,1,-2,0,0,-0.75,1.4222261679238197
can purr,-2,-1,0,-3,-1,-2,0,-1,0,-3,-2,1,-1.1666666666666667,1.2673044646258476
