feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
also lives in the city,1,2,1,0,1,0,1,-3,-1,3,0,1,0.5,1.5075567228888183
appears in comics,0,0,-3,-3,0,0,1,-3,-3,-3,-1,-2,-1.4166666666666667,1.5642792899510294
appears in fairy tales and stories,0,1,-3,-2,0,0,2,1,-2,2,0,1,0.0,1.5954480704349312
appears in songs,0,-3,-3,-3,1,0,-1,-3,-3,2,-2,-1,-1.3333333333333333,1.775250729197189
assosciated with wisdom,3,1,-3,0,-2,-1,1,-3,-3,1,1,0,-0.4166666666666667,1.97522534195852
beautiful colours,2,1,1,-2,1,1,2,-3,-3,0,1,2,0.25,1.864744681524183
brings children,1,2,-3,-3,-3,1,-3,1,-3,-3,2,0,-0.9166666666666666,2.2343733444579583
builds nests,3,3,3,3,3,2,2,2,2,3,3,3,2.6666666666666665,0.4923659639173309
builds nests at high altitude,3,1,1,0,2,2,-1,3,-3,1,2,3,1.1666666666666667,1.80067327475704
cackles,3,0,0,-3,-2,0,-1,-2,-3,1,1,1,-0.4166666666666667,1.831955405041456
can be a greeting,1,-3,-3,-2,-3,-2,0,0,-3,1,-1,-3,-1.5,1.6236882817719773
can be aggressive,1,1,-1,-3,-1,0,1,-3,0,-2,0,-1,-0.6666666666666666,1.4354811251305468
can be bred,2,1,0,-1,-1,1,1,-1,0,3,1,1,0.5833333333333334,1.2401124093721454
can be caught,1,2,0,0,-2,2,0,-3,-1,2,-1,3,0.25,1.815338686155987
can be fed,2,0,1,0,-1,1,2,-3,-3,3,1,1,0.3333333333333333,1.8748737331221843
can be filled up,1,2,-3,-3,-2,1,1,2,-3,3,1,1,0.08333333333333333,2.1933093855190746
can fly,2,3,3,3,2,2,3,3,3,3,3,3,2.75,0.45226701686664544
can have different colors,-1,3,3,-2,2,1,2,-3,3,3,2,3,1.3333333333333333,2.1461734799546393
can open its tail,3,1,-3,-3,-2,1,-1,2,-3,2,1,1,-0.08333333333333333,2.1933093855190746
can see in the dark,2,-1,-3,-3,-1,0,1,-2,-3,0,-1,-1,-1.0,1.5954480704349312
can sing beautifully,3,3,1,2,-1,1,-1,2,-3,3,1,3,1.1666666666666667,1.9462473604038075
can store food in its bill,1,2,0,-2,0,2,0,0,-3,-3,1,0,-0.16666666666666666,1.6966991126265962
can swim,2,1,1,-2,-2,0,-2,-1,-3,0,-2,-2,-0.8333333333333334,1.585922922197518
can talk,2,0,-3,-3,-2,1,-1,1,-3,0,-1,1,-0.6666666666666666,1.775250729197189
can turn his head very far,1,1,1,-2,2,0,2,1,-3,3,2,1,0.75,1.712255291076124
can't fly,3,1,-3,-2,-1,0,-3,-1,-3,-3,0,-2,-1.1666666666666667,1.898963034411309
carries a ring,1,1,-2,-1,-3,-1,-2,-3,-3,-1,0,1,-1.0833333333333333,1.5642792899510294
cartoon figure,0,-1,-3,-3,1,1,3,-3,-3,2,1,0,-0.4166666666666667,2.151461800448216
chirps (tsjilpt),1,2,2,2,1,1,2,3,-3,1,2,2,1.3333333333333333,1.4974726182552527
clucks on trees,1,1,-2,0,-2,2,0,2,-3,1,2,1,0.25,1.712255291076124
crows,1,3,1,-3,-2,2,2,2,-3,1,1,1,0.5,2.0225995873897262
dark colour,-2,1,2,-3,0,0,2,-3,-3,0,-2,1,-0.5833333333333334,1.9286515936521478
does not lay eggs,2,0,-3,-3,-2,1,-2,-2,-3,-3,-2,-3,-1.6666666666666667,1.7232808737106584
does not live in Belgium,1,-3,-3,-3,0,1,-1,-3,-3,-3,-2,-3,-1.8333333333333333,1.642245321798694
does not migrate in the winter,2,0,-3,-2,-2,0,-1,1,-3,-3,2,1,-0.6666666666666666,1.9227505550564008
