feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
bites,-1,-3,-2,-2,0,-2,-3,3,0,1,0,1,-0.6666666666666666,1.8257418583505536
breaths under water,-3,3,3,1,3,3,3,-1,3,3,0,3,1.75,2.050498830661811
can also refer to a tent stake,3,2,-3,1,2,-3,2,3,3,1,0,2,1.0833333333333333,2.108783937953269
can be bred,1,2,1,0,2,2,2,0,2,3,0,1,1.3333333333333333,0.9847319278346619
can be cooked in different ways,-1,2,1,0,2,3,3,-2,3,3,0,0,1.1666666666666667,1.7494587907710377
can be cured,1,2,-2,-1,2,3,1,2,2,1,0,2,1.0833333333333333,1.4433756729740643
can be found in a fish shop,-1,3,2,2,3,3,3,1,-3,3,0,2,1.5,1.9306145983268455
can be trained,2,-3,-2,-1,-2,0,-3,3,-3,0,0,-2,-0.9166666666666666,1.97522534195852
can be used in a salad,0,-2,-1,0,0,2,2,2,3,1,1,1,0.75,1.4222261679238197
can be won at a fair,2,2,-3,1,1,2,2,3,-3,0,0,2,0.75,1.9598237397554634
can have different colors,-2,1,2,1,3,3,3,1,3,1,0,1,1.4166666666666667,1.5050420310248862
can kill people,1,-2,-2,-3,-2,3,-3,3,-2,1,0,-1,-0.5833333333333334,2.151461800448216
can swim,-3,3,3,3,3,3,3,-3,3,3,3,3,2.0,2.335496832484569
comes up to the surface for air,2,-3,-3,1,0,3,2,0,2,-3,1,0,0.16666666666666666,2.1248885888797826
communicates with its congeners,1,0,0,-2,-2,1,-1,0,3,2,0,2,0.3333333333333333,1.556997888323046
cumbersome,1,-2,-2,-2,-1,0,0,3,3,-1,0,-2,-0.25,1.815338686155987
dark colour,1,-2,1,-3,2,-3,0,1,2,0,0,-1,-0.16666666666666666,1.7494587907710375
does not live in Belgium,1,-3,-3,-1,-2,-2,-2,1,0,-3,0,-1,-1.25,1.4847711791873706
does not smell well,0,2,2,2,2,3,2,-3,-3,-2,0,2,0.5833333333333334,2.151461800448216
does not taste well,-1,3,-3,-1,1,-2,-2,-2,0,-3,0,0,-0.8333333333333334,1.7494587907710375
doesn't herd,1,-2,-2,0,-1,-2,-3,1,-2,-2,0,-1,-1.0833333333333333,1.3113721705515067
doesn't live on land,-3,3,3,2,3,3,3,-3,3,3,0,3,1.6666666666666667,2.348435972120917
doesn't make a sound,0,3,0,-1,2,-2,3,1,0,3,0,2,0.9166666666666666,1.6764862244009227
eats fish,0,-3,-2,-3,1,-3,0,2,-3,0,0,0,-0.9166666666666666,1.781640374554423
eats food for fish,-2,1,1,2,3,3,3,-1,3,1,1,1,1.3333333333333333,1.6143297699232972
eats people,2,-3,-2,-3,0,-3,-3,3,-1,1,0,0,-0.75,2.0943647333651407
eats plankton,2,-3,1,0,2,2,0,1,1,3,0,1,0.8333333333333334,1.5275252316519465
eats plants,1,0,-1,0,1,1,-2,1,2,2,0,-1,0.3333333333333333,1.2309149097933274
eats seals,2,-3,-3,-3,-3,-3,-3,2,-2,0,0,0,-1.3333333333333333,2.0150945537631877
endangered species,1,-1,-2,-2,1,1,-1,2,3,-1,0,1,0.16666666666666666,1.5859229221975182
frightens people,2,-3,-2,-2,0,-1,-3,3,0,1,0,2,-0.25,2.0056737702645644
has a big bill,0,0,-2,-1,-2,2,1,1,3,-1,0,0,0.08333333333333333,1.5050420310248864
has a fin on its back,-2,3,1,1,2,2,1,0,3,2,2,2,1.4166666666666667,1.3789543689024493
has a long nose in the shape of a sword,3,-1,-3,-1,1,3,1,3,3,1,0,1,0.9166666666666666,1.9286515936521476
has a mouth,-2,3,2,0,3,3,2,0,3,3,2,3,1.8333333333333333,1.6422453217986943
has a pointed mouth,1,-3,-2,0,-2,1,-2,1,3,2,0,-1,-0.16666666666666666,1.8504708655481241
has a pungent smell,1,2,2,2,2,3,3,1,3,1,0,3,1.9166666666666667,0.9962049198956219
has a tail,-3,3,3,1,3,2,2,-1,2,1,2,2,1.4166666666666667,1.781640374554423
has an airhole,2,-3,-2,-1,-1,-2,1,2,2,-1,0,1,-0.16666666666666666,1.7494587907710375
has an oval shape,0,0,-3,0,0,2,2,0,3,3,2,1,0.8333333333333334,1.696699112626596
has bones,-2,3,3,3,3,3,2,1,3,3,2,3,2.25,1.4847711791873706
has eight arms,3,-3,-3,-3,-2,-1,-3,3,3,-3,0,2,-0.5833333333333334,2.6443192398846707
has eyes,-2,3,3,-2,3,3,3,-3,3,3,2,3,1.5833333333333333,2.391588796113782
has fins,-3,3,3,2,3,3,3,-3,3,3,2,3,1.8333333333333333,2.2896340848319503
has gills,-2,3,3,3,3,3,3,0,3,3,2,3,2.25,1.6025547785276542
has large eyes,0,-2,-3,-2,1,-1,-2,-3,3,-1,0,0,-0.8333333333333334,1.7494587907710375
has large theeth,0,-3,-2,-2,-1,-2,-2,3,3,1,0,0,-0.4166666666666667,1.97522534195852
has prickles,1,-3,-3,-3,-3,1,-3,2,3,-1,0,0,-0.75,2.220769727328383
has scales,-3,3,2,2,3,3,3,1,3,3,0,2,1.8333333333333333,1.80067327475704
has sharp teeth,1,-2,-2,-2,0,1,-1,3,1,2,0,1,0.16666666666666666,1.6422453217986943
has suckers,2,-3,-3,-1,-2,2,1,2,2,-2,0,0,-0.16666666666666666,1.9924098397912435
has teeth,-2,0,3,-2,2,0,-1,3,3,3,0,2,0.9166666666666666,1.97522534195852
has tentacles,2,-3,-3,-2,-3,1,1,3,1,-1,0,0,-0.3333333333333333,2.059714602177749
heavy,-1,0,-1,0,-1,-3,-1,3,-1,0,0,-2,-0.5833333333333334,1.4433756729740645
herds,1,3,2,-3,2,1,3,1,3,2,1,3,1.5833333333333333,1.6764862244009227
hides easily,1,-2,-3,-3,-2,-2,-3,2,3,1,0,0,-0.6666666666666666,2.1033883198882757
is a carnivore,0,-3,-3,-1,0,-2,0,3,0,-1,0,-2,-0.75,1.6583123951777
is a character in Free Willy,3,-3,-3,0,1,-2,1,3,3,1,0,1,0.4166666666666667,2.151461800448216
is a delicacy,-1,-3,0,1,1,1,2,1,3,3,0,1,0.75,1.6583123951777
is a fish,-3,3,3,3,3,3,3,1,3,3,3,3,2.3333333333333335,1.7752507291971888
is a freshwater fish,0,2,1,-2,3,2,1,1,3,2,0,1,1.1666666666666667,1.403458930534474
is a pet,0,0,0,-1,3,2,3,3,0,1,0,0,0.9166666666666666,1.4433756729740645
is a salt-water fish,0,2,1,0,3,2,2,1,2,2,0,2,1.4166666666666667,0.996204919895622
is a type of whale,2,-3,-3,-1,-1,-2,1,3,3,-3,0,1,-0.25,2.261335084333227
is also referred to as eel,3,2,-3,-2,0,3,1,3,3,-1,0,1,0.8333333333333334,2.0816659994661326
is an animal,-3,3,3,1,3,2,3,-3,3,3,2,3,1.6666666666666667,2.2696949467968492
is an animal of prey,0,1,-2,-2,0,-3,-3,3,-2,0,0,-1,-0.75,1.764549903980152
is baked,-1,2,-1,-1,2,2,1,2,3,1,0,1,0.9166666666666666,1.378954368902449
