exemplar,aardappel,ajuin,asperges,aubergine,augurken,biet,bloemkool,bonen,champignons,courgette,erwten,kervel,komkommer,look,maïs,paprika,peterselie,prei,radijs,rode kool,schorseneren,selder,sla,spinazie,spruiten,tomaat,waterkers,witloof,witte kool,wortel
aardappel,20.0,7.0,4.0,6.0,5.0,6.0,6.0,7.0,5.0,7.0,6.0,7.0,5.0,8.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,9.0,4.0,4.0,7.0,3.0,5.0,7.0,6.0
ajuin,7.0,20.0,4.0,5.0,5.0,6.0,5.0,7.0,4.0,6.0,4.0,7.0,5.0,5.0,7.0,6.0,14.0,1.0,6.0,6.0,5.0,4.0,8.0,5.0,5.0,5.0,6.0,7.0,5.0,7.0
asperges,4.0,4.0,20.0,14.0,7.0,7.0,5.0,5.0,7.0,9.0,4.0,6.0,7.0,12.0,6.0,7.0,6.0,5.0,6.0,4.0,9.0,7.0,6.0,4.0,14.0,5.0,2.0,5.0,6.0,4.0
aubergine,6.0,5.0,14.0,20.0,7.0,10.0,7.0,6.0,7.0,5.0,9.0,8.0,5.0,9.0,5.0,6.0,7.0,4.0,5.0,5.0,9.0,5.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,5.0
augurken,5.0,5.0,7.0,7.0,20.0,6.0,14.0,6.0,5.0,12.0,5.0,16.0,6.0,7.0,11.0,15.0,6.0,4.0,9.0,10.0,11.0,6.0,6.0,8.0,10.0,5.0,8.0,12.0,10.0,5.0
biet,6.0,6.0,7.0,10.0,6.0,20.0,11.0,6.0,7.0,12.0,6.0,11.0,6.0,2.0,16.0,11.0,6.0,5.0,5.0,16.0,10.0,5.0,7.0,5.0,5.0,10.0,16.0,13.0,10.0,7.0
bloemkool,6.0,5.0,5.0,7.0,14.0,11.0,20.0,6.0,3.0,8.0,6.0,13.0,7.0,5.0,11.0,9.0,5.0,4.0,10.0,9.0,8.0,6.0,5.0,4.0,7.0,5.0,6.0,7.0,9.0,4.0
bonen,7.0,7.0,5.0,6.0,6.0,6.0,6.0,20.0,7.0,7.0,4.0,7.0,5.0,15.0,3.0,6.0,7.0,4.0,12.0,5.0,6.0,6.0,15.0,16.0,7.0,10.0,7.0,4.0,5.0,15.0
champignons,5.0,4.0,7.0,7.0,5.0,7.0,3.0,7.0,20.0,4.0,4.0,6.0,6.0,15.0,6.0,5.0,5.0,6.0,7.0,4.0,4.0,4.0,5.0,14.0,8.0,12.0,10.0,5.0,14.0,7.0
courgette,7.0,6.0,9.0,5.0,12.0,12.0,8.0,7.0,4.0,20.0,6.0,11.0,8.0,6.0,10.0,14.0,1.0,5.0,6.0,11.0,7.0,5.0,5.0,4.0,7.0,13.0,6.0,12.0,10.0,4.0
erwten,6.0,4.0,4.0,9.0,5.0,6.0,6.0,4.0,4.0,6.0,20.0,4.0,4.0,6.0,6.0,3.0,4.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,7.0,4.0,2.0,4.0,7.0,4.0
kervel,7.0,7.0,6.0,8.0,16.0,11.0,13.0,7.0,6.0,11.0,4.0,20.0,9.0,6.0,11.0,16.0,5.0,4.0,8.0,9.0,13.0,5.0,8.0,5.0,12.0,14.0,14.0,12.0,9.0,6.0
komkommer,5.0,5.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,8.0,4.0,9.0,20.0,7.0,12.0,9.0,3.0,8.0,4.0,10.0,10.0,6.0,10.0,4.0,5.0,7.0,8.0,8.0,14.0,5.0
look,8.0,5.0,12.0,9.0,7.0,2.0,5.0,15.0,15.0,6.0,6.0,6.0,7.0,20.0,6.0,5.0,6.0,5.0,5.0,6.0,9.0,5.0,5.0,15.0,11.0,12.0,4.0,7.0,7.0,7.0
maïs,6.0,7.0,6.0,5.0,11.0,16.0,11.0,3.0,6.0,10.0,6.0,11.0,12.0,6.0,20.0,9.0,6.0,6.0,5.0,12.0,9.0,5.0,5.0,7.0,7.0,14.0,15.0,14.0,11.0,4.0
paprika,5.0,6.0,7.0,6.0,15.0,11.0,9.0,6.0,5.0,14.0,3.0,16.0,9.0,5.0,9.0,20.0,4.0,4.0,7.0,10.0,12.0,8.0,5.0,4.0,10.0,8.0,9.0,10.0,6.0,7.0
peterselie,5.0,14.0,6.0,7.0,6.0,6.0,5.0,7.0,5.0,1.0,4.0,5.0,3.0,6.0,6.0,4.0,20.0,4.0,6.0,10.0,5.0,5.0,7.0,2.0,5.0,7.0,3.0,3.0,6.0,5.0
prei,5.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,6.0,4.0,8.0,5.0,6.0,4.0,4.0,20.0,4.0,3.0,5.0,4.0,5.0,4.0,7.0,4.0,7.0,2.0,1.0,5.0
radijs,6.0,6.0,6.0,5.0,9.0,5.0,10.0,12.0,7.0,6.0,6.0,8.0,4.0,5.0,5.0,7.0,6.0,4.0,20.0,5.0,4.0,5.0,12.0,8.0,5.0,4.0,4.0,7.0,6.0,12.0
rode kool,6.0,6.0,4.0,5.0,10.0,16.0,9.0,5.0,4.0,11.0,5.0,9.0,10.0,6.0,12.0,10.0,10.0,3.0,5.0,20.0,10.0,3.0,6.0,4.0,4.0,8.0,12.0,13.0,11.0,8.0
schorseneren,5.0,5.0,9.0,9.0,11.0,10.0,8.0,6.0,4.0,7.0,5.0,13.0,10.0,9.0,9.0,12.0,5.0,5.0,4.0,10.0,20.0,9.0,9.0,6.0,13.0,14.0,9.0,12.0,12.0,5.0
selder,5.0,4.0,7.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,8.0,5.0,4.0,5.0,3.0,9.0,20.0,7.0,6.0,5.0,7.0,4.0,4.0,4.0,5.0
sla,9.0,8.0,6.0,7.0,6.0,7.0,5.0,15.0,5.0,5.0,6.0,8.0,10.0,5.0,5.0,5.0,7.0,5.0,12.0,6.0,9.0,7.0,20.0,9.0,3.0,5.0,7.0,4.0,6.0,12.0
spinazie,4.0,5.0,4.0,7.0,8.0,5.0,4.0,16.0,14.0,4.0,6.0,5.0,4.0,15.0,7.0,4.0,2.0,4.0,8.0,4.0,6.0,6.0,9.0,20.0,6.0,6.0,6.0,7.0,7.0,4.0
spruiten,4.0,5.0,14.0,7.0,10.0,5.0,7.0,7.0,8.0,7.0,7.0,12.0,5.0,11.0,7.0,10.0,5.0,7.0,5.0,4.0,13.0,5.0,3.0,6.0,20.0,8.0,4.0,6.0,5.0,4.0
