exemplar,log(lemmaFreq)
alligator,0.9
blindworm,1.4
boa,2.51
caiman,1.2
chameleon,1.41
cobra,1.6
crocodile,2.37
dinosaur,1.51
frog,2.57
gecko,1.11
iguana,1.67
lizard,2.38
monitor lizard,0.0
python,1.23
salamander,2.02
snake,3.06
toad,3.42
tortoise,2.39
turtle,0.3
viper,2.11
