exemplar,log(lemmaFreq)
bathing suit,1.54
beanie,2.48
belt,2.97
blouse,2.56
boots,3.05
bra,2.29
cap,2.9
coat,3.32
dress,3.33
dungarees,0.0
hat,3.24
jeans,2.26
mittens,1.41
panties,1.53
pants,3.42
pullover,2.27
pyjamas,2.55
scarf,2.62
shirt,3.0
shoes,3.46
shorts,0.0
skirt,3.12
socks,2.76
suit,2.72
sweater,1.51
t-shirt,2.0
tie,0.95
top,2.93
tracksuit,0.9
