feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
aangetrokken door blinkende dingen,1,1,-2,-2,1,1,-1,-3,-2,-2,1,1,-0.5,1.6236882817719773
aaseter,2,1,2,-3,-1,1,-1,1,-3,1,1,1,0.16666666666666666,1.7494587907710373
bedreigde diersoort,1,3,0,0,-2,1,2,-3,-2,-2,0,-2,-0.3333333333333333,1.8748737331221843
blauwgrijs,-2,0,1,-3,0,-2,1,-3,-3,0,-2,0,-1.0833333333333333,1.5642792899510294
bouwt nesten,3,3,3,3,3,2,2,2,2,3,3,3,2.6666666666666665,0.4923659639173309
braakt braakballen,1,1,-3,-2,0,1,2,2,-3,2,1,1,0.25,1.864744681524183
brengt kindjes,1,2,-3,-3,-3,1,-3,1,-3,-3,2,0,-0.9166666666666666,2.2343733444579583
broedt andere eieren uit,1,1,-3,-2,2,-1,2,3,-3,0,2,1,0.25,2.050498830661811
bruin/zwart van kleur,0,1,2,-3,0,-1,1,-1,-3,0,-2,1,-0.4166666666666667,1.6213537179739277
dief,1,1,-1,-3,-3,-2,1,-3,-3,-3,0,-2,-1.4166666666666667,1.729862492345632
draagt ring,1,1,-2,-1,-3,-1,-2,-3,-3,-1,0,1,-1.0833333333333333,1.5642792899510294
drijft op het water,1,0,1,-3,-1,1,0,2,-3,-3,1,1,-0.25,1.815338686155987
eet bessen,2,3,2,1,2,1,1,-2,-3,3,2,2,1.1666666666666667,1.8504708655481243
eet brood,1,3,2,1,1,1,1,1,-3,0,1,2,0.9166666666666666,1.4433756729740645
eet fruit,1,3,1,1,1,0,1,-2,-3,2,1,2,0.6666666666666666,1.6696942198734437
eet graan,1,3,1,-1,1,2,2,1,-2,3,-1,2,1.0,1.5954480704349312
eet insecten,2,3,2,-1,2,1,1,1,-1,3,2,2,1.4166666666666667,1.3113721705515067
eet kikkers,2,1,-2,-1,-1,0,1,1,-3,0,1,1,0.0,1.4770978917519928
eet kleine dieren,2,1,1,0,2,0,3,1,2,1,2,1,1.3333333333333333,0.8876253645985945
eet muizen,2,-1,-2,-3,-2,1,-2,-1,-3,-3,0,1,-1.0833333333333333,1.729862492345632
eet vis,2,0,0,-3,0,1,2,1,-3,0,0,1,0.08333333333333333,1.6213537179739277
eet wormen,3,2,2,1,2,2,3,3,-2,0,2,2,1.6666666666666667,1.4354811251305468
eet zaad,1,3,2,1,1,2,3,2,1,3,1,3,1.9166666666666667,0.90033663737852
er zijn verschillende soorten,3,3,3,1,3,2,3,-3,3,3,3,3,2.25,1.764549903980152
filtert met zijn snavel eten uit het water,1,1,0,-2,-2,2,1,1,-3,3,1,1,0.3333333333333333,1.775250729197189
fluit,2,2,2,3,1,2,1,-1,-3,3,1,3,1.3333333333333333,1.775250729197189
gebruikt in wedstrijden,1,1,-2,-3,-2,-3,2,-3,-3,1,1,-2,-1.0,2.0
geel,0,-3,1,-1,-2,1,-3,-3,-3,0,-2,-1,-1.3333333333333333,1.5569978883230458
gegeten op feestmalen,1,1,-3,-3,-1,1,0,-2,-3,2,1,1,-0.4166666666666667,1.880924981991251
gevaarlijk,1,-2,-2,-2,-2,-2,1,-3,-3,-3,0,-3,-1.6666666666666667,1.497472618255253
grijs,-2,1,2,-2,0,-2,-1,-3,-3,-1,-2,1,-1.0,1.651445647689541
grijs-wit,-2,0,-3,-3,1,-2,-1,-3,-3,0,-2,0,-1.5,1.4459976109624424
heeft 2 ogen,3,3,3,-1,3,1,3,-3,3,3,3,3,2.0,2.0
heeft een donslaag,2,3,2,-2,1,0,2,1,-1,3,1,2,1.1666666666666667,1.5275252316519468
heeft een gele snavel,3,1,1,-1,-2,2,-1,3,-3,1,2,1,0.5833333333333334,1.928651593652148
heeft een grote spanwijdte van de vleugels,3,1,1,-2,1,2,1,3,-3,2,1,1,0.9166666666666666,1.7816403745544227
heeft een grote staart,2,3,0,1,0,1,-1,-2,-3,0,0,0,0.08333333333333333,1.6213537179739275
heeft een kam,1,1,-3,-3,-2,1,-1,-3,-3,1,1,1,-0.75,1.9128750375000738
heeft een kromme bek,3,1,0,-3,-1,2,0,3,-3,0,1,1,0.3333333333333333,1.9694638556693238
heeft een lange nek,1,1,-2,-3,-2,0,-2,-3,-3,-3,2,-1,-1.25,1.815338686155987
heeft een puntige bek,3,1,2,1,1,2,2,2,-3,3,2,1,1.4166666666666667,1.5642792899510296
heeft een rood borstje,2,0,-1,1,-2,2,0,2,-3,-3,2,0,0.0,1.9069251784911847
heeft een snavel,3,3,3,1,2,3,3,3,3,3,3,3,2.75,0.621581560508061
heeft een staart,2,3,2,0,2,2,-3,1,1,3,3,3,1.5833333333333333,1.729862492345632
heeft grote bek,3,2,-2,-3,0,0,1,1,-3,0,1,-1,-0.08333333333333333,1.880924981991251
heeft grote klauwen,2,3,1,-3,-2,-2,1,1,-3,0,2,1,0.08333333333333333,2.0652243256245835
heeft grote ogen,1,2,-3,-3,0,0,1,-3,-3,-3,1,-1,-0.9166666666666666,1.97522534195852
heeft klauwen,2,3,1,-3,-2,-2,1,1,-3,3,2,2,0.4166666666666667,2.2746961169005466
heeft korte poten,2,1,2,-1,1,0,0,2,-3,-2,-1,1,0.16666666666666666,1.642245321798694
heeft lange poten,1,3,0,-2,-2,0,1,-1,-3,0,0,1,-0.16666666666666666,1.6422453217986943
heeft mooie staart,1,3,1,1,1,1,-2,1,-3,0,2,1,0.5833333333333334,1.6213537179739277
heeft mooie veren,2,3,1,1,2,2,2,2,-3,0,2,3,1.4166666666666667,1.6213537179739277
heeft oog op veer,1,0,-3,-3,-2,2,-1,1,-3,2,1,0,-0.4166666666666667,1.928651593652148
heeft rode kwab hangen,2,-1,-3,-3,-2,0,-1,-1,-3,-3,1,1,-1.0833333333333333,1.7816403745544227
heeft scherpe klauwen,3,3,2,-3,0,-1,2,1,-3,2,1,2,0.75,2.0943647333651407
heeft snavel met zak aan,1,1,-3,-2,-2,1,0,3,-3,-2,0,1,-0.4166666666666667,1.928651593652148
heeft twee poten,3,3,3,1,3,2,3,0,3,3,3,3,2.5,1.0
heeft vele kleuren,0,1,1,-1,1,1,2,-3,2,0,1,2,0.5833333333333334,1.4433756729740643
heeft veren,3,3,3,3,2,2,3,3,3,3,3,3,2.8333333333333335,0.38924947208076144
heeft vleugels,3,3,3,3,2,2,3,2,3,3,3,3,2.75,0.45226701686664544
heeft zwemvliezen,2,2,-3,-3,-2,0,1,-3,-3,0,1,1,-0.5833333333333334,2.0652243256245835
in een kippenhok,1,1,-2,-3,-2,1,0,0,-3,3,1,1,-0.16666666666666666,1.898963034411309
in kooi,1,2,1,-1,1,2,1,1,-3,0,1,2,0.6666666666666666,1.4354811251305466
in vijver,1,0,-2,-3,-2,1,-2,0,-3,-2,-2,-1,-1.25,1.4222261679238197
is akelig,0,-3,-3,-3,-2,0,-1,-3,-3,-3,-2,-2,-2.0833333333333335,1.164500152881315
is bruin,0,0,1,-3,0,-2,1,-2,-3,0,-2,1,-0.75,1.5447859516333116
is de baas in het kippenhok,1,1,-3,-3,-2,2,-2,2,-3,-3,1,0,-0.75,2.0943647333651407
is dom,1,1,-3,-2,-3,-1,0,-3,-3,-3,-3,-1,-1.6666666666666667,1.6143297699232975
is donker van kleur,-2,1,2,-3,0,0,2,-3,-3,0,-2,1,-0.5833333333333334,1.9286515936521478
is een dier,3,3,3,1,3,2,3,-1,3,3,3,3,2.4166666666666665,1.2401124093721456
is een huisdier,1,0,1,-3,-1,-1,1,-3,-3,1,0,1,-0.5,1.6787441193290353
is een roofvogel,3,1,1,-3,-1,3,-1,3,-3,3,1,1,0.6666666666666666,2.229281716090851
is een trekvogel,2,1,1,-1,2,2,-1,3,-3,3,2,1,1.0,1.8090680674665818
is een vleeseter,1,2,-2,-3,-2,0,-2,-2,3,-3,-1,1,-0.6666666666666666,2.0150945537631877
is eetbaar,1,0,1,-3,-1,2,1,-2,-2,2,1,1,0.08333333333333333,1.6764862244009227
is grappig,-3,1,0,-3,-3,-1,-2,-3,-3,-3,-2,0,-1.8333333333333333,1.4668044012461754
is grijs en zwart en wit,0,0,-3,-3,0,-1,-1,-3,-3,-3,-2,0,-1.5833333333333333,1.378954368902449
is groen,-2,-3,-3,-3,0,-2,-2,-3,-3,0,-2,-1,-2.0,1.1281521496355325
is groot,0,-1,0,-3,0,-1,-1,-3,-3,-2,-1,0,-1.25,1.2154310870109943
is groter dan een kip,0,1,-3,-2,-1,1,2,-3,-3,-3,0,0,-0.9166666666666666,1.8319554050414564
is klein,1,1,2,-2,0,1,2,-3,-3,0,-1,1,-0.08333333333333333,1.7816403745544227
is lekker,2,2,-1,-2,0,1,-2,-3,-3,-3,1,1,-0.5833333333333334,1.9752253419585197
is lelijk,-2,-3,-3,0,-3,-2,-1,-3,-3,-3,-3,-2,-2.3333333333333335,0.984731927834662
is lief,-2,2,-1,0,-2,-2,0,-3,-3,-3,-2,1,-1.25,1.6583123951777
is mooi,-1,3,1,0,1,0,1,-3,-3,1,-2,2,0.0,1.9069251784911847
is niet gevaarlijk,1,1,2,-1,-1,1,1,-3,-3,0,-1,3,0.0,1.8586407545691703
is schattig,-2,0,1,-2,-1,-2,0,-3,-3,0,-1,0,-1.0833333333333333,1.3113721705515065
is slim,1,0,0,-1,-2,-1,-1,-3,-3,-3,-1,1,-1.0833333333333333,1.4433756729740643
is snel,2,2,1,0,2,3,2,-2,-2,1,2,2,1.0833333333333333,1.6213537179739277
is symbool voor vrede,1,1,-3,0,-2,2,1,1,-3,0,2,1,0.08333333333333333,1.781640374554423
is wit,-2,1,0,-2,0,-2,-1,-3,-3,-1,-2,0,-1.25,1.2880570286640687
is zeer mensenschuw,1,1,1,-1,-2,2,3,1,-2,-3,-2,2,0.08333333333333333,1.97522534195852
is zeer vroeg wakker,1,3,2,-2,2,2,3,-3,-3,3,2,3,1.0833333333333333,2.3532698077098573
jaagt,1,2,1,-2,0,0,2,-1,1,0,0,1,0.4166666666666667,1.1645001528813148
kakelt,3,0,0,-3,-2,0,-1,-2,-3,1,1,1,-0.4166666666666667,1.831955405041456
kan agressief zijn,1,1,-1,-3,-1,0,1,-3,0,-2,0,-1,-0.6666666666666666,1.4354811251305468
kan een groet zijn,1,-3,-3,-2,-3,-2,0,0,-3,1,-1,-3,-1.5,1.6236882817719773
kan goed duiken,2,1,0,-3,-2,1,-2,-2,-3,-2,-2,-1,-1.0833333333333333,1.6764862244009227
kan je vangen,1,2,0,0,-2,2,0,-3,-1,2,-1,3,0.25,1.815338686155987
kan je voederen,2,0,1,0,-1,1,2,-3,-3,3,1,1,0.3333333333333333,1.8748737331221843
kan mooi fluiten,3,3,1,2,-1,1,-1,2,-3,3,1,3,1.1666666666666667,1.9462473604038075
kan niet vliegen,3,1,-3,-2,-1,0,-3,-1,-3,-3,0,-2,-1.1666666666666667,1.898963034411309
kan opgevuld worden,1,2,-3,-3,-2,1,1,2,-3,3,1,1,0.08333333333333333,2.1933093855190746
kan praten,2,0,-3,-3,-2,1,-1,1,-3,0,-1,1,-0.6666666666666666,1.775250729197189
kan slecht vliegen,3,0,-3,0,-1,1,-2,0,-3,-3,-3,-2,-1.0833333333333333,1.9286515936521478
kan staart openzetten,3,1,-3,-3,-2,1,-1,2,-3,2,1,1,-0.08333333333333333,2.1933093855190746
kan verschillende kleuren hebben,-1,3,3,-2,2,1,2,-3,3,3,2,3,1.3333333333333333,2.1461734799546393
kan vliegen,2,3,3,3,2,2,3,3,3,3,3,3,2.75,0.45226701686664544
kan worden gekweekt,2,1,0,-1,-1,1,1,-1,0,3,1,1,0.5833333333333334,1.2401124093721454
kan zijn kop heel ver draaien,1,1,1,-2,2,0,2,1,-3,3,2,1,0.75,1.712255291076124
kan zwemmen,2,1,1,-2,-2,0,-2,-1,-3,0,-2,-2,-0.8333333333333334,1.585922922197518
kleine snavel,3,2,1,1,-1,1,-3,1,-3,0,1,3,0.5,1.9771421064483223
koekoeksklok,1,1,-3,-3,-2,1,0,3,-3,-3,2,-3,-0.75,2.3011854652449344
komt veel voor,2,3,2,-1,3,1,3,-3,-3,3,3,3,1.3333333333333333,2.3484359721209165
komt voor in belgië,-1,1,0,-3,3,0,-1,1,-3,3,-2,2,0.0,2.088931871468374
komt voor in de tuin,2,3,2,-2,1,2,2,0,-2,3,1,3,1.25,1.764549903980152
komt voor in liedjes,0,-3,-3,-3,1,0,-1,-3,-3,2,-2,-1,-1.3333333333333333,1.775250729197189
komt voor in reclame of als merk,1,1,-3,-3,-3,-2,0,-3,-3,-3,0,-3,-1.75,1.712255291076124
komt voor in sprookjes en verhalen,0,1,-3,-2,0,0,2,1,-2,2,0,1,0.0,1.5954480704349312
kraait,1,3,1,-3,-2,2,2,2,-3,1,1,1,0.5,2.0225995873897262
kraait 's morgens,1,1,-3,0,-2,2,-2,3,-3,1,1,1,0.0,2.0
kraaloogjes,3,3,2,-2,1,3,1,-2,-3,-3,1,2,0.5,2.354878881270658
krijgt kuikens,3,3,3,1,-2,2,2,3,1,2,2,2,1.8333333333333333,1.403458930534474
kwaakt,1,1,-2,-3,-1,1,-1,2,-3,-3,1,-1,-0.6666666666666666,1.8257418583505538
lange snavel,3,2,0,1,-2,3,1,2,-3,1,1,1,0.8333333333333334,1.80067327475704
leeft aan de zee,1,1,-2,-3,-1,1,-1,1,-3,0,1,1,-0.3333333333333333,1.6143297699232972
leeft alleen,1,1,0,-3,-3,-2,-1,-2,-3,0,0,1,-0.9166666666666666,1.6213537179739277
leeft in Afrika,1,1,-3,-3,1,1,-2,-3,-3,3,1,1,-0.4166666666666667,2.193309385519074
leeft in Europa,1,2,0,-3,1,0,2,0,-3,3,-1,1,0.25,1.864744681524183
leeft in bomen,3,1,2,1,1,2,2,1,-3,1,2,3,1.3333333333333333,1.5569978883230458
leeft in de bergen,1,0,-3,-3,-1,-2,-1,0,-3,-3,1,-1,-1.25,1.5447859516333116
leeft in de natuur,2,3,3,1,2,2,3,-3,2,3,2,3,1.9166666666666667,1.6764862244009227
leeft in de zoo,0,2,1,-3,0,2,0,-3,-3,3,0,2,0.08333333333333333,2.108783937953269
leeft in groep,2,2,1,0,2,2,1,0,-1,0,1,1,0.9166666666666666,0.996204919895622
leeft in het bos,3,1,0,1,1,2,3,1,-2,-3,1,3,0.9166666666666666,1.880924981991251
leeft in het wild,2,2,3,1,0,1,1,-2,-3,3,2,3,1.0833333333333333,1.928651593652148
leeft in koude gebieden,1,1,-3,-3,-2,-1,-1,-3,-3,0,-2,0,-1.3333333333333333,1.5569978883230458
leeft in tropische gebieden,1,1,-3,-3,0,0,1,-3,-3,0,0,1,-0.6666666666666666,1.775250729197189
leeft in velden,2,1,1,-3,-1,2,-1,2,-3,0,1,1,0.16666666666666666,1.80067327475704
leeft in warme landen,2,0,-1,-3,2,0,1,-3,-2,-3,2,1,-0.3333333333333333,2.0150945537631877
leeft in water,2,1,1,-3,-1,-2,-1,-2,0,-2,-1,-1,-0.75,1.4847711791873706
leeft niet in België,1,-3,-3,-3,0,1,-1,-3,-3,-3,-2,-3,-1.8333333333333333,1.642245321798694
leeft ook in de stad,1,2,1,0,1,0,1,-3,-1,3,0,1,0.5,1.5075567228888183
leeft op de boerderij,1,-3,2,-3,-1,0,1,-2,-3,2,1,1,-0.3333333333333333,1.9694638556693238
leeft op het land,2,1,1,-2,1,0,1,1,-3,0,0,-1,0.08333333333333333,1.4433756729740645
leeft soms in kerktorens,1,1,-3,-2,-2,1,1,2,-1,1,0,1,0.0,1.5954480704349312
leeft tussen de mensen,2,1,0,0,-3,0,-2,1,-3,0,1,0,-0.25,1.6025547785276542
leeft vooral aan de kust,1,0,-3,-2,-2,0,0,1,-3,-3,1,0,-0.8333333333333334,1.642245321798694
legt eieren,3,3,3,2,2,2,3,1,3,3,3,3,2.5833333333333335,0.6685579234215214
legt eieren in het nest van andere vogels,1,1,-3,-3,-1,1,-1,-1,-3,0,2,1,-0.5,1.7837651700316894
legt geen eieren,2,0,-3,-3,-2,1,-2,-2,-3,-3,-2,-3,-1.6666666666666667,1.7232808737106584
legt grote eieren,1,1,-3,1,-2,0,1,0,-3,-2,-2,1,-0.5833333333333334,1.6764862244009227
lijkt gemeen,-1,0,-3,-2,-3,-2,0,-3,-3,-3,-3,-2,-2.0833333333333335,1.164500152881315
maakt een 'oehoe'-geluid,1,1,-3,-3,-2,3,1,3,-3,1,1,1,0.08333333333333333,2.2343733444579583
maakt een koerend geluid,1,3,-1,0,-1,1,-1,1,-3,0,-1,1,0.0,1.5374122295716148
maakt gaten in bomen,2,0,-3,0,-2,2,0,3,-3,-3,2,1,-0.08333333333333333,2.1933093855190746
maakt geluid,1,3,3,1,2,1,3,-3,2,3,2,3,1.75,1.712255291076124
maakt heel vervelend geluid,1,-3,0,0,0,1,-1,2,-3,0,1,1,-0.08333333333333333,1.5642792899510294
maakt herkenbaar geluid,2,1,-2,-1,2,1,2,-2,1,3,2,2,0.9166666666666666,1.6764862244009224
maakt nesten op grote hoogte,3,1,1,0,2,2,-1,3,-3,1,2,3,1.1666666666666667,1.80067327475704
maakt scherp geluid,-1,0,2,0,2,1,2,1,-3,1,2,1,0.6666666666666666,1.497472618255253
maakt veel lawaai,1,-2,1,0,1,0,2,-3,-3,1,1,1,0.0,1.7056057308448835
maakt veel vuil,-2,1,-3,-2,0,-2,-1,-3,-3,-1,-1,-2,-1.5833333333333333,1.2401124093721456
maakt vreemd geluid,1,1,0,0,0,1,0,-3,1,0,1,0,0.16666666666666666,1.1146408580454255
maakt wakker,1,1,1,1,0,1,2,-1,-3,3,1,1,0.6666666666666666,1.497472618255253
mannelijke kip,1,1,-3,-3,-2,1,-2,2,-3,3,1,0,-0.3333333333333333,2.1461734799546397
