feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
bestaat al lang,-3,0,-2,0,1,0,-3,0,3,1,2,2,0.08333333333333333,1.928651593652148
bestaat in verschillende formaten,-1,1,-1,0,-2,0,-3,1,1,2,2,1,0.08333333333333333,1.5642792899510296
bestaat in verschillende groottes,-1,1,-2,0,-2,0,-3,2,1,2,2,1,0.08333333333333333,1.7298624923456323
bestaat in verschillende kleuren,-3,-1,-3,0,-3,0,-3,-1,1,2,-3,1,-1.0833333333333333,1.880924981991251
bestaat in verschillende lengtes,-2,-1,-2,0,-3,0,-3,0,1,2,2,1,-0.4166666666666667,1.7816403745544227
bestaat in verschillende maten,-3,1,-1,0,-2,0,-3,0,1,2,2,1,-0.16666666666666666,1.7494587907710375
bestaat in verschillende soorten,-2,1,-1,0,2,0,-3,0,1,2,2,1,0.25,1.6025547785276542
bestaat in verschillende vormen,-1,2,-1,0,0,0,-3,1,1,2,2,1,0.3333333333333333,1.497472618255253
bestaat uit verschillende materialen,-1,2,-1,0,0,0,-3,1,1,2,2,1,0.3333333333333333,1.497472618255253
bevat kogels,-1,3,2,-1,1,1,3,2,2,0,2,-3,0.9166666666666666,1.8319554050414562
bevindt zich in een museum,-3,0,-2,-1,-3,-1,-2,-1,1,-1,-1,2,-1.0,1.4770978917519928
bevindt zich op een schip,-3,-1,-2,-1,-3,-1,-2,0,-2,-1,-3,-3,-1.8333333333333333,1.0298573010888745
daar hak je hout mee,-3,1,-2,0,-3,1,-2,-1,1,-1,-3,-3,-1.25,1.6583123951777
dient om een boomhut mee te maken,-3,-3,-3,-3,-3,-1,-3,-2,-2,-3,-3,-3,-2.6666666666666665,0.6513389472789297
dient om iets op te hangen,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-2.9166666666666665,0.28867513459481287
dient om je te beschermen,0,2,1,1,2,2,-2,-2,-1,2,2,2,0.75,1.6025547785276542
dient om te boksen,-3,2,0,-3,-3,0,2,-2,-1,-3,-3,-3,-1.4166666666666667,1.9752253419585197
dient om te gaan wandelen,-3,-3,-2,-3,-3,0,-3,-2,-2,-3,-3,-3,-2.5,0.9045340337332909
dient om te schieten,-1,3,2,-3,2,3,3,2,2,0,2,-3,1.0,2.215646837627989
dient om te snijden,-3,1,1,0,0,2,2,0,1,0,2,-3,0.25,1.712255291076124
dient voor rond de vingers,-3,1,-3,-3,-3,-1,-3,-1,-2,0,-3,-3,-2.0,1.4142135623730951
gaat snel,-3,-3,-1,-3,-3,0,-3,0,1,0,-3,-3,-1.75,1.6025547785276542
gebruikt buskruit,-3,3,2,-3,1,2,3,1,2,0,-2,-3,0.25,2.378884383296277
gebruikt door mannen,1,-2,1,1,0,0,-3,1,-1,1,-3,1,-0.25,1.6025547785276542
gebruikt een vergunning,-2,3,1,1,1,-2,2,0,2,0,1,1,0.6666666666666666,1.497472618255253
gebruikt om te klimmen,-3,0,-2,-2,-3,0,-3,-1,-2,-1,-3,-3,-1.9166666666666667,1.164500152881315
geeft een knal,-3,2,2,-3,0,1,3,1,1,1,2,-3,0.3333333333333333,2.1461734799546393
geeft een terugslag,-3,2,2,-3,0,2,3,1,1,0,-3,-3,-0.08333333333333333,2.3143164446679725
gemaakt uit hout,-3,-3,-2,-3,-3,0,-3,-1,1,0,2,1,-1.1666666666666667,1.8989630344113089
gemaakt uit metaal,-1,-3,1,-3,-1,0,-3,1,1,0,2,1,-0.4166666666666667,1.7816403745544227
gemaakt uit plastic,-3,-3,-2,-3,-3,-1,-3,-1,-3,-3,1,-3,-2.25,1.2880570286640687
gemaakt uit steen,-3,-3,-1,-3,-3,0,-3,-1,1,0,-3,-3,-1.8333333333333333,1.5275252316519465
gemaakt uit vezels,-3,-3,-3,-3,-3,0,-3,-1,-3,0,-3,-3,-2.3333333333333335,1.2309149097933272
gemaakt van kunststof,-3,-3,-1,-3,-3,0,-3,-1,1,0,1,-3,-1.5,1.6787441193290353
heeft een Y-vorm,-3,0,-2,-3,-3,0,-3,-2,1,-2,-2,-3,-1.8333333333333333,1.403458930534474
heeft een donkere kleur,-3,-3,1,-3,0,0,-3,-1,1,-1,-3,-3,-1.5,1.6787441193290353
heeft een elastiek,-3,-2,-2,-3,-3,-3,-2,0,1,-2,-3,-3,-2.0833333333333335,1.3113721705515067
heeft een handvat,-3,-1,-1,-3,-2,-3,-3,0,1,1,-3,1,-1.3333333333333333,1.7232808737106582
heeft een lemmet,-3,3,1,-3,-2,3,2,0,1,0,-3,-2,-0.25,2.3011854652449344
heeft een lont,-3,3,1,-3,-2,3,3,1,2,0,-1,-3,0.08333333333333333,2.4293034292807376
heeft een loop,-2,3,2,-3,0,3,3,2,2,0,2,-3,0.75,2.3011854652449344
heeft een negatieve connotatie,-3,-2,2,1,2,-2,1,3,3,1,2,1,0.75,2.0056737702645644
heeft een pin,-2,1,1,-3,-2,0,-2,0,2,0,-3,-3,-0.9166666666666666,1.781640374554423
heeft een punt,-2,2,-2,-3,-1,0,-3,0,1,1,2,-2,-0.5833333333333334,1.8319554050414564
heeft een steel,-3,0,-2,-3,-3,0,-3,-1,-2,0,-3,1,-1.5833333333333333,1.5050420310248864
heeft een stok,-3,0,0,-3,-3,0,-3,-1,-3,0,-3,-3,-1.8333333333333333,1.4668044012461754
heeft een trekker,-3,2,1,-3,-1,1,3,0,-3,0,2,-3,-0.3333333333333333,2.229281716090851
heeft kanonkogels,-3,3,1,-3,-2,3,3,0,2,0,1,-3,0.16666666666666666,2.4058010698889443
heeft rupsbanden,-3,2,-1,-3,-3,0,1,-1,2,0,-3,-3,-1.0,2.0
heeft wielen,-3,2,-1,-3,-3,0,-2,-1,-2,0,-3,-3,-1.5833333333333333,1.6213537179739275
het is een voorwerp,-3,-3,-1,2,3,0,-3,1,0,2,3,2,0.25,2.3011854652449344
het weegt niet veel,-3,-3,-1,-3,-3,0,-3,-2,0,0,-3,-3,-2.0,1.348399724926484
hoort bij een harnas,-3,1,0,-3,0,2,2,2,1,0,-1,-3,-0.16666666666666666,1.9462473604038073
hoort bij een paard,-3,-3,-1,-3,-1,0,-2,-2,-2,0,-3,-3,-1.9166666666666667,1.164500152881315
is agressief,1,-3,1,-3,3,1,1,-2,3,3,2,2,0.75,2.220769727328383
is bloederig,-2,1,1,-3,1,1,1,-2,-1,3,-2,-3,-0.4166666666666667,1.97522534195852
is bruin,-3,-3,1,-3,-3,0,-3,-1,-2,0,-3,-3,-1.9166666666666667,1.5050420310248864
is dik,-3,-3,-1,-3,-2,0,-3,-2,-1,0,-3,-3,-2.0,1.2060453783110545
is dun,-3,-3,-2,-3,-2,0,-3,-2,-1,0,-3,-3,-2.0833333333333335,1.164500152881315
is duur,-3,-2,-2,-3,0,0,-3,0,1,0,-3,-3,-1.5,1.5666989036012806
is een geweer,-3,3,2,-3,2,3,3,3,3,1,1,-3,1.0,2.522624895547565
is een halve cirkel,-3,-2,-3,-3,-3,0,-3,-3,-1,-1,-3,-3,-2.3333333333333335,1.0730867399773198
is een machtsmiddel,1,-1,2,2,2,1,2,1,1,2,2,2,1.4166666666666667,0.9003366373785202
is een mes,-3,3,1,-3,1,2,2,-1,3,1,-2,-3,0.08333333333333333,2.3532698077098573
is een onderdeel van de schildpad,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2.9166666666666665,0.28867513459481275
is een vervoersmiddel,-3,1,-2,-3,-3,-1,-3,-3,-1,1,-3,-3,-1.9166666666666667,1.5642792899510296
is een verzamelobject,-1,1,-2,-3,1,-3,-2,-1,-2,1,-3,1,-1.0833333333333333,1.6764862244009227
is een voertuig,-3,1,-1,-3,-2,-1,-3,-1,-1,1,-3,-3,-1.5833333333333333,1.5050420310248864
is een werktuig,-3,1,-2,1,0,-2,-3,1,-1,1,-3,2,-0.6666666666666666,1.8748737331221843
is geladen,-3,3,2,-3,0,2,3,0,2,1,1,-1,0.5833333333333334,2.0652243256245835
is gemaakt van een tak,-3,-2,-2,-3,-1,-3,-3,-2,3,0,-1,-3,-1.6666666666666667,1.775250729197189
is gemaakt van staal,-3,-2,1,-3,0,0,-3,-1,-1,0,2,1,-0.75,1.712255291076124
is gereedschap,-3,-3,-2,2,1,-2,-2,0,-2,0,-3,2,-1.0,1.9069251784911847
is geurloos,-3,-3,-2,-3,-3,0,-3,-1,-1,1,-3,1,-1.6666666666666667,1.6143297699232975
is gevaarlijk,3,2,2,1,3,1,2,3,3,3,3,3,2.4166666666666665,0.792961461098759
is gevlochten,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-3,-3,-2.75,0.45226701686664544
is gewelddadig,2,-3,2,2,3,1,2,2,2,3,3,2,1.75,1.6025547785276542
is grijs,-3,-3,1,-3,-3,0,-3,-1,-1,0,-3,-3,-1.8333333333333333,1.5275252316519465
is groen,-3,-3,-2,-3,-2,0,-3,0,-2,-2,-3,-3,-2.1666666666666665,1.1146408580454255
is groot,-3,2,-1,-3,-1,0,-3,-2,-2,0,-3,-3,-1.5833333333333333,1.6213537179739275
is handig,-3,2,-1,-3,0,0,-3,-2,0,0,-3,-1,-1.1666666666666667,1.6422453217986943
is hard,-3,2,1,2,0,0,-3,-2,0,0,-2,1,-0.3333333333333333,1.775250729197189
is illegaal,1,3,0,-3,2,0,1,0,0,0,-1,1,0.3333333333333333,1.497472618255253
is kaki,-3,0,0,-3,-1,1,-3,1,-1,0,-3,-3,-1.25,1.6583123951777
is klein,-3,2,-2,-3,0,0,-3,-2,-2,0,-3,-3,-1.5833333333333333,1.6764862244009222
is kort,-3,2,-2,-3,-3,0,-3,-2,-2,0,-3,-3,-1.8333333333333333,1.6422453217986943
is koud,-3,-2,1,-3,-2,0,-3,-2,-2,0,-3,-1,-1.6666666666666667,1.3706888336846839
is krachtig,-3,2,1,-3,0,0,-2,2,1,2,-3,1,-0.16666666666666666,2.0375267241229382
is krom,-3,-1,-1,-3,-2,0,-3,-1,-2,0,-3,-3,-1.8333333333333333,1.1934162828797101
is lang,-3,2,-1,-3,-2,0,-3,-2,-2,0,-3,-3,-1.6666666666666667,1.6143297699232975
is langwerpig,-3,2,-1,-3,-2,0,-3,-2,-2,0,-3,-3,-1.6666666666666667,1.6143297699232975
is middeleeuws,-3,2,-2,-3,-2,0,-3,-1,-1,0,-3,-3,-1.5833333333333333,1.6213537179739275
is niet eetbaar,-3,-3,-2,-3,-3,0,-3,2,-3,3,-2,1,-1.3333333333333333,2.229281716090851
is niet voor kinderen,-1,-3,1,-3,3,0,-3,3,1,3,-2,3,0.16666666666666666,2.516611478423583
is niet zomaar te koop,0,3,1,-3,3,0,-1,1,2,-1,-1,1,0.4166666666666667,1.7816403745544227
is nuttig,-2,-2,0,2,0,0,-3,-1,0,0,-3,1,-0.6666666666666666,1.556997888323046
is ovaal,-3,-3,-2,-3,-3,0,-3,-2,-2,-3,-3,-3,-2.5,0.9045340337332909
is primitief,-3,1,-1,-3,1,0,-3,-2,1,0,-3,1,-0.9166666666666666,1.781640374554423
is rond,-3,-3,-1,-3,-3,0,-3,-2,-2,0,-3,-3,-2.1666666666666665,1.1934162828797101
is scherp,-1,3,-1,-3,1,0,2,-1,1,0,1,-1,0.08333333333333333,1.6213537179739277
is smal,-3,-2,-1,-3,-2,0,-3,-2,-1,0,-3,-3,-1.9166666666666667,1.164500152881315
is sterk,-3,1,0,-3,0,0,-3,0,1,2,-3,1,-0.5833333333333334,1.880924981991251
is te zien op tv,-2,-3,-1,0,1,0,0,2,1,1,-3,-1,-0.4166666666666667,1.6213537179739277
is van de oertijd,-3,1,-2,-3,0,0,-3,2,2,0,-3,-1,-0.8333333333333334,1.9462473604038073
is van ijzer,-2,2,1,-3,0,0,-2,0,1,0,2,-3,-0.3333333333333333,1.775250729197189
is van leer,-3,-3,-2,-3,-3,0,-3,-1,-3,0,-3,-3,-2.25,1.2154310870109943
is van rubber,-3,2,-1,-3,-2,0,-3,-1,-2,0,-3,-3,-1.5833333333333333,1.6213537179739277
is verboden,1,3,0,-3,2,0,1,0,0,1,1,-1,0.4166666666666667,1.5050420310248864
is zilverkleurig,-3,1,1,-3,0,0,-2,0,-1,0,-3,-3,-1.0833333333333333,1.6213537179739277
is zwaar,-3,1,-1,-3,0,0,-3,-2,0,0,-3,-3,-1.4166666666666667,1.5642792899510294
is zwart,-3,1,1,-3,-2,0,-3,-2,0,0,-3,-3,-1.4166666666666667,1.6764862244009227
je kan er dingen mee vastbinden,-3,0,-2,0,-3,0,-2,0,1,0,-3,-3,-1.25,1.5447859516333116
je kan er iemand mee doden,0,3,3,2,3,3,3,3,3,1,3,3,2.5,1.0
je kan er mee touwtrekken,-3,-3,-3,-3,-2,0,-3,-1,0,-1,-3,-3,-2.0833333333333335,1.2401124093721456
je kan ermee spelen,-3,-3,-2,0,-1,0,-3,-2,-3,1,-1,-3,-1.6666666666666667,1.435481125130547
kan als verdediging werken,2,2,2,2,2,1,1,0,1,3,2,2,1.6666666666666667,0.7784989441615229
kan als wapen gebruikt worden,-3,2,3,3,3,2,3,3,3,3,3,3,2.3333333333333335,1.723280873710658
kan breken,-3,0,-2,0,0,0,-3,-1,-1,-1,-3,-1,-1.25,1.2154310870109943
kan een regenboog zijn,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-2.75,0.8660254037844386
kan je iemand mee bedreigen,2,-3,2,2,3,3,2,2,3,3,1,2,1.8333333333333333,1.6422453217986943
kan je iemand mee slaan,-3,1,1,0,0,2,-2,1,1,1,2,2,0.5,1.5666989036012806
kan je knopen,-3,-2,-3,-3,-3,0,-3,-1,1,-1,-3,-3,-2.0,1.4142135623730951
kan je mee sjorren,-3,-3,-3,-3,-3,0,-3,-2,-2,1,-3,-3,-2.25,1.3568010505999362
kan je zelf maken,-3,0,0,1,0,0,-3,0,2,1,-2,-1,-0.4166666666666667,1.5642792899510294
kan levens redden,-2,0,1,2,0,0,0,-2,1,1,1,1,0.25,1.2154310870109943
kan ontploffen,-2,3,2,2,0,2,3,1,3,1,-3,-3,0.75,2.261335084333227
kan pijn doen,2,0,3,2,3,1,1,2,3,3,2,3,2.0833333333333335,0.9962049198956219
