exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
arend,3,2,3,2,4,2,3,3,2,3,4,3,2,3,2,1,2,3,3,2,3,2,2,3,3,2,2,3,2.571428571,0.690065559,28
duif,3,4,4,4,4,4,4,4,3,5,5,5,4,4,3,3,5,5,4,4,4,3,2,3,4,5,5,4,3.964285714,0.792658109,28
eend,3,3,4,5,5,4,4,4,4,3,4,5,4,4,3,3,3,4,4,4,3,3,2,4,4,5,4,4,3.785714286,0.738223235,28
ekster,2,2,4,4,4,3,3,3,3,3,4,3,3,4,3,2,2,3,3,2,4,2,2,3,3,4,2,3,2.964285714,0.744468135,28
fazant,3,3,4,2,4,3,3,3,3,4,4,3,3,3,3,1,2,3,3,2,3,2,1,2,3,2,4,3,2.821428571,0.818923025,28
gier,2,2,3,2,4,2,3,3,2,3,4,2,2,3,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2.285714286,0.712696645,28
haan,4,4,4,4,4,3,5,3,4,3,4,5,2,4,3,1,4,4,4,3,4,2,2,3,3,4,3,3,3.428571429,0.920087412,28
kalkoen,3,3,3,3,4,3,4,3,3,4,5,5,3,4,3,1,2,3,3,3,2,3,2,3,4,5,4,3,3.25,0.927960727,28
kanarie,3,3,3,3,4,3,3,3,3,4,5,5,4,4,3,1,3,4,3,4,2,2,2,3,3,3,4,4,3.25,0.887151079,28
kip,4,4,4,5,5,4,5,4,4,4,5,5,4,4,3,2,4,5,4,5,5,4,4,4,5,5,4,4,4.25,0.700528901,28
koekoek,2,2,4,2,4,2,3,3,2,3,4,3,2,3,2,2,2,3,3,3,4,2,1,2,2,2,4,3,2.642857143,0.826159599,28
kraai,2,2,3,4,4,3,3,3,3,3,4,4,3,3,2,2,3,3,3,2,5,2,2,4,3,4,3,3,3.035714286,0.792658109,28
mees,2,2,4,2,4,3,4,3,3,3,4,4,4,3,2,1,3,3,3,2,5,2,2,3,2,2,2,2,2.821428571,0.944911183,28
meeuw,2,3,3,2,5,4,4,3,3,3,4,4,3,4,3,1,2,3,3,4,2,2,2,3,3,4,4,3,3.071428571,0.899735411,28
merel,2,3,4,4,5,3,3,3,3,3,5,3,4,4,3,3,4,4,3,2,4,2,2,3,3,5,2,3,3.285714286,0.896790279,28
mus,3,3,4,4,5,4,4,4,3,3,4,5,4,4,3,2,3,4,3,3,4,2,2,4,4,5,2,3,3.5,0.881917104,28
ooievaar,3,2,3,3,4,2,3,3,2,3,4,4,3,3,3,1,2,3,3,3,4,2,2,3,3,5,4,3,2.964285714,0.83808171,28
papegaai,3,3,4,2,4,2,3,3,3,3,4,5,4,4,3,1,2,3,3,3,2,2,3,3,4,4,4,3,3.107142857,0.875141712,28
parkiet,3,2,4,3,4,3,3,3,3,4,4,4,3,3,2,1,3,3,3,4,2,2,2,2,4,3,5,3,3.035714286,0.881166855,28
pauw,3,3,4,4,4,2,3,3,2,3,4,4,2,3,3,1,2,3,3,2,3,2,1,2,4,3,2,3,2.785714286,0.875897121,28
pelikaan,2,2,3,3,4,2,3,3,2,3,4,3,2,3,2,1,2,3,3,2,2,2,1,2,2,2,2,2,2.392857143,0.737326789,28
pinguïn,3,3,3,2,4,2,3,3,1,3,4,4,3,3,3,1,2,3,3,3,3,2,2,2,3,3,4,3,2.785714286,0.786795792,28
reiger,2,2,3,2,4,3,3,3,2,4,4,3,3,3,2,1,3,4,3,2,3,2,1,4,2,3,5,3,2.821428571,0.944911183,28
roodborstje,2,2,4,4,4,3,4,3,2,3,4,5,3,4,3,1,3,3,3,4,4,2,3,3,2,5,2,3,3.142857143,0.970463261,28
specht,3,3,4,3,4,2,3,3,3,3,3,4,3,3,2,2,2,3,3,2,4,2,1,3,2,2,3,3,2.785714286,0.738223235,28
struisvogel,3,2,3,2,4,2,3,3,2,3,4,4,4,3,2,1,2,3,3,2,2,2,2,3,3,3,3,3,2.714285714,0.76289618,28
uil,3,2,4,4,4,2,3,3,2,3,4,4,3,3,3,1,2,3,3,3,4,2,2,3,3,3,5,3,3.0,0.860662966,28
valk,2,2,3,4,4,2,3,3,2,3,4,3,2,3,2,2,2,3,3,2,3,2,1,2,2,2,2,3,2.535714286,0.744468135,28
zwaan,2,3,3,3,4,3,3,3,3,3,4,4,3,3,3,1,2,3,3,3,3,3,2,3,3,5,4,3,3.035714286,0.744468135,28
zwaluw,3,2,4,4,5,2,3,3,2,3,4,3,3,3,3,1,3,3,3,2,4,2,3,2,3,4,4,3,3.0,0.860662966,28
