exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
aalbes,2,2,3,1,2,2,2,1,1,2,2,1,4,3,3,2,2,3,3,2,3,2,3,3,3,2,3,3,2.321428571,0.772373515,28
aardbei,4,4,4,4,4,4,4,3,5,4,5,3,4,5,3,5,3,4,4,3,4,3,4,4,4,5,5,4,4.0,0.666666667,28
abrikoos,2,3,3,3,3,3,4,2,3,3,3,4,4,3,4,3,3,4,4,4,3,3,3,2,4,4,2,3,3.178571429,0.669636243,28
ananas,4,3,4,3,4,4,4,3,5,3,4,3,5,4,4,4,3,3,4,4,3,4,4,2,4,5,5,4,3.785714286,0.738223235,28
appel,4,4,4,4,5,4,5,4,5,5,5,4,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,4.607142857,0.497347461,28
banaan,4,4,4,4,4,4,5,3,5,4,5,4,5,5,5,4,3,5,4,5,4,4,4,5,4,4,5,4,4.285714286,0.599823607,28
bosbes,4,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3.035714286,0.42879183,28
braambessen,4,2,3,4,2,3,3,1,3,2,4,3,4,3,3,3,2,4,3,2,3,2,4,4,3,3,3,2,2.928571429,0.813250061,28
citroen,4,3,4,4,3,3,4,3,4,4,5,3,5,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,3.714285714,0.599823607,28
clementine,4,4,4,2,3,4,5,2,4,1,3,4,5,3,4,3,4,4,5,2,4,4,3,3,4,3,4,2,3.464285714,0.999338405,28
dadels,2,2,4,2,2,2,3,2,2,1,2,3,4,2,2,2,2,4,3,2,3,2,2,5,3,3,2,2,2.5,0.881917104,28
druif,3,3,4,4,4,4,4,3,5,3,4,4,5,5,4,4,5,4,5,3,4,4,4,4,4,4,3,4,3.964285714,0.63724772,28
framboos,4,3,3,4,2,4,3,2,3,3,3,3,4,4,4,3,2,4,4,3,3,3,4,4,4,4,3,3,3.321428571,0.669636243,28
kers,3,3,4,3,3,4,4,2,3,4,5,3,4,3,4,4,5,4,3,4,4,3,4,3,4,5,3,4,3.642857143,0.731020885,28
kiwi,4,3,4,4,4,3,5,3,5,3,4,3,5,5,3,4,4,3,5,3,4,3,4,5,4,4,5,4,3.928571429,0.766356045,28
kokosnoot,4,2,3,3,3,3,4,2,3,3,2,2,4,3,2,3,3,3,3,2,3,2,3,2,4,2,4,3,2.857142857,0.705233647,28
limoen,3,2,3,3,3,4,4,2,2,3,2,3,4,3,3,2,2,5,4,3,3,3,3,2,2,2,4,3,2.928571429,0.813250061,28
lychee,3,2,4,3,2,3,4,1,3,1,2,3,4,2,2,1,3,3,3,1,3,2,4,5,2,2,3,3,2.642857143,1.026114055,28
mango,2,2,4,3,3,3,3,3,4,3,4,2,4,3,3,3,3,3,4,3,3,3,4,5,3,3,3,3,3.178571429,0.669636243,28
meloen,4,2,4,3,4,4,4,3,4,3,3,3,4,3,3,3,2,5,4,3,4,3,4,5,3,4,3,4,3.5,0.745355992,28
nectarine,3,4,4,3,3,4,4,3,3,2,4,4,5,5,3,4,4,4,5,3,4,3,3,4,3,4,3,3,3.607142857,0.737326789,28
papaya,2,2,3,2,2,2,3,2,3,3,2,2,4,2,2,1,2,3,3,2,2,2,3,4,2,2,2,2,2.357142857,0.678466993,28
passievrucht,4,2,3,3,3,3,4,1,4,3,4,3,4,3,5,3,3,3,4,3,4,3,3,4,3,3,3,3,3.25,0.751541625,28
peer,3,3,4,4,3,3,5,3,3,3,4,3,5,4,5,4,3,4,5,4,4,3,4,5,4,5,4,3,3.821428571,0.772373515,28
perzik,3,3,4,3,3,3,4,2,2,3,3,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,3,3,3.392857143,0.628890011,28
pompelmoes,4,3,3,4,2,3,4,1,3,3,5,3,4,3,3,3,2,3,5,3,4,3,4,5,3,3,3,4,3.321428571,0.904866326,28
pompoen,3,2,4,4,3,3,4,2,4,3,2,3,4,4,3,4,4,4,4,3,4,3,3,3,3,4,3,3,3.321428571,0.669636243,28
pruim,2,3,3,3,3,2,4,2,4,3,3,3,4,4,2,2,2,4,4,3,3,3,4,3,3,5,3,4,3.142857143,0.803431793,28
sinaasappel,4,3,4,4,4,4,5,4,5,4,4,4,5,5,5,4,5,5,5,4,4,4,4,5,4,4,5,4,4.321428571,0.547964005,28
vijg,2,2,3,3,2,2,3,3,3,4,2,2,4,3,2,2,2,3,3,3,3,2,2,3,3,3,3,3,2.678571429,0.611832186,28
