exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
accordeon,20.0,18.0,14.0,14.0,20.0,12.0,20.0,20.0,16.0,16.0,14.0,16.0,20.0,16.0,20.0,13.0,14.0,12.0,14.0,19.0,19.0,20.0,7.0,16.0,4.0,20.0,14.0,17.0,15.89285714,4.039978784,28
banjo,20.0,19.0,16.0,12.0,16.0,16.0,20.0,19.0,14.0,17.0,11.0,16.0,17.0,16.0,20.0,10.0,12.0,13.0,9.0,15.0,19.0,18.0,3.0,16.0,10.0,16.0,9.0,17.0,14.85714286,4.107033585,28
basgitaar,20.0,20.0,14.0,16.0,14.0,19.0,20.0,20.0,20.0,17.0,14.0,18.0,20.0,17.0,20.0,12.0,15.0,16.0,13.0,19.0,20.0,20.0,16.0,17.0,20.0,20.0,16.0,17.0,17.5,2.560381916,28
cello,20.0,20.0,16.0,19.0,15.0,19.0,20.0,20.0,20.0,16.0,13.0,18.0,19.0,16.0,20.0,16.0,15.0,20.0,10.0,14.0,20.0,20.0,7.0,18.0,17.0,20.0,19.0,17.0,17.28571429,3.286979283,28
cimbalen,20.0,18.0,10.0,7.0,14.0,8.0,20.0,16.0,17.0,17.0,7.0,18.0,18.0,13.0,20.0,7.0,12.0,12.0,13.0,19.0,20.0,20.0,2.0,13.0,16.0,19.0,8.0,17.0,14.32142857,5.092140432,28
contrabas,20.0,19.0,18.0,16.0,17.0,18.0,20.0,20.0,20.0,16.0,14.0,18.0,19.0,17.0,20.0,16.0,11.0,19.0,12.0,19.0,20.0,18.0,5.0,19.0,11.0,19.0,16.0,17.0,16.92857143,3.526918406,28
doedelzak,20.0,20.0,12.0,17.0,18.0,9.0,20.0,20.0,17.0,15.0,6.0,15.0,18.0,15.0,20.0,13.0,17.0,12.0,17.0,17.0,19.0,20.0,4.0,15.0,7.0,19.0,5.0,17.0,15.14285714,4.896818965,28
drumstel,20.0,20.0,12.0,14.0,17.0,15.0,20.0,16.0,20.0,18.0,17.0,20.0,20.0,19.0,20.0,11.0,20.0,19.0,14.0,19.0,20.0,19.0,18.0,15.0,20.0,20.0,15.0,17.0,17.67857143,2.695037572,28
dwarsfluit,20.0,20.0,16.0,19.0,20.0,18.0,20.0,20.0,20.0,16.0,15.0,19.0,19.0,19.0,20.0,18.0,19.0,20.0,14.0,19.0,20.0,20.0,10.0,20.0,14.0,20.0,12.0,17.0,18.0,2.748737084,28
fagot,20.0,14.0,16.0,20.0,16.0,16.0,20.0,20.0,18.0,11.0,,17.0,15.0,13.0,20.0,14.0,14.0,18.0,7.0,19.0,17.0,15.0,4.0,17.0,3.0,20.0,16.0,17.0,15.44444444,4.602117684,27
