exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
schorseneren,12.0,20.0,18.0,8.0,14.0,18.0,7.0,17.0,18.0,18.0,16.0,14.0,9.0,19.0,12.0,17.0,20.0,14.0,19.0,15.0,10.0,19.0,12.0,13.0,7.0,7.0,20.0,18.0,14.67857143,4.34659144,28
selder,18.0,20.0,19.0,2.0,13.0,18.0,20.0,17.0,18.0,20.0,16.0,15.0,15.0,18.0,20.0,20.0,20.0,16.0,20.0,16.0,18.0,18.0,15.0,14.0,10.0,14.0,20.0,18.0,16.71428571,3.866830867,28
sla,20.0,20.0,20.0,15.0,19.0,18.0,20.0,20.0,18.0,20.0,19.0,20.0,18.0,19.0,20.0,19.0,20.0,18.0,20.0,17.0,20.0,16.0,20.0,20.0,18.0,18.0,20.0,16.0,18.85714286,1.458418365,28
spinazie,19.0,20.0,19.0,15.0,18.0,18.0,20.0,20.0,18.0,20.0,18.0,15.0,15.0,12.0,19.0,20.0,20.0,18.0,20.0,16.0,17.0,17.0,20.0,20.0,16.0,15.0,20.0,19.0,18.0,2.160246899,28
spruiten,16.0,20.0,19.0,1.0,15.0,18.0,20.0,20.0,18.0,20.0,18.0,13.0,15.0,18.0,20.0,20.0,20.0,18.0,20.0,15.0,13.0,15.0,20.0,19.0,15.0,16.0,20.0,18.0,17.14285714,3.913076707,28
tomaat,20.0,20.0,20.0,13.0,18.0,18.0,18.0,13.0,18.0,1.0,17.0,20.0,19.0,19.0,17.0,20.0,1.0,18.0,20.0,18.0,20.0,20.0,20.0,20.0,18.0,19.0,20.0,20.0,17.32142857,4.974405391,28
waterkers,17.0,20.0,15.0,3.0,8.0,18.0,13.0,20.0,6.0,7.0,10.0,8.0,8.0,15.0,10.0,9.0,20.0,12.0,20.0,12.0,17.0,11.0,8.0,17.0,14.0,4.0,16.0,13.0,12.53571429,5.044117534,28
witloof,20.0,20.0,20.0,14.0,15.0,18.0,20.0,17.0,18.0,19.0,18.0,18.0,15.0,18.0,19.0,20.0,20.0,18.0,20.0,17.0,15.0,20.0,20.0,19.0,11.0,7.0,20.0,19.0,17.67857143,3.079845732,28
witte kool,17.0,20.0,20.0,9.0,13.0,18.0,20.0,17.0,18.0,20.0,17.0,15.0,16.0,18.0,16.0,20.0,20.0,18.0,20.0,16.0,16.0,19.0,15.0,14.0,13.0,12.0,20.0,18.0,16.96428571,2.87366256,28
wortel,18.0,20.0,19.0,15.0,17.0,18.0,20.0,17.0,18.0,20.0,18.0,20.0,19.0,20.0,20.0,20.0,20.0,18.0,20.0,18.0,20.0,19.0,20.0,20.0,17.0,18.0,20.0,19.0,18.85714286,1.325373063,28
