exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
aardappel,1.0,20.0,17.0,18.0,4.0,18.0,16.0,11.0,9.0,1.0,8.0,4.0,14.0,6.0,14.0,9.0,20.0,11.0,18.0,19.0,10.0,9.0,1.0,19.0,4.0,5.0,8.0,6.0,10.71428571,6.317859124,28
ajuin,13.0,10.0,19.0,7.0,10.0,18.0,6.0,7.0,12.0,12.0,11.0,8.0,18.0,7.0,20.0,11.0,20.0,18.0,20.0,14.0,11.0,17.0,15.0,7.0,5.0,11.0,16.0,18.0,12.89285714,4.833059653,28
asperges,18.0,20.0,19.0,1.0,16.0,18.0,20.0,14.0,18.0,18.0,16.0,14.0,11.0,13.0,20.0,19.0,20.0,18.0,20.0,18.0,18.0,19.0,17.0,18.0,7.0,11.0,20.0,19.0,16.42857143,4.442459874,28
aubergine,20.0,20.0,19.0,4.0,11.0,18.0,20.0,20.0,18.0,11.0,15.0,14.0,6.0,14.0,20.0,18.0,20.0,11.0,20.0,17.0,17.0,20.0,20.0,8.0,9.0,13.0,19.0,18.0,15.71428571,4.821688216,28
augurken,12.0,20.0,16.0,2.0,9.0,18.0,20.0,17.0,7.0,9.0,14.0,4.0,9.0,6.0,13.0,10.0,20.0,12.0,20.0,12.0,15.0,11.0,9.0,18.0,9.0,9.0,20.0,18.0,12.82142857,5.263807743,28
biet,15.0,20.0,16.0,3.0,8.0,18.0,19.0,13.0,13.0,12.0,16.0,16.0,12.0,12.0,16.0,6.0,16.0,12.0,19.0,12.0,11.0,12.0,20.0,16.0,17.0,14.0,15.0,14.0,14.03571429,3.98592099,28
bloemkool,20.0,20.0,20.0,13.0,17.0,18.0,20.0,13.0,18.0,20.0,18.0,18.0,19.0,17.0,18.0,20.0,20.0,18.0,20.0,15.0,17.0,19.0,20.0,20.0,17.0,10.0,20.0,19.0,18.0,2.538591035,28
bonen,19.0,20.0,19.0,16.0,14.0,18.0,20.0,20.0,18.0,19.0,18.0,19.0,17.0,14.0,20.0,20.0,20.0,18.0,20.0,17.0,17.0,16.0,15.0,20.0,17.0,14.0,20.0,18.0,17.96428571,2.00890873,28
champignons,14.0,1.0,16.0,4.0,17.0,18.0,1.0,13.0,16.0,19.0,14.0,20.0,5.0,19.0,20.0,10.0,17.0,13.0,19.0,11.0,12.0,11.0,20.0,18.0,11.0,11.0,12.0,17.0,13.53571429,5.527588335,28
courgette,20.0,20.0,19.0,2.0,16.0,18.0,20.0,19.0,18.0,14.0,16.0,20.0,6.0,13.0,17.0,16.0,20.0,13.0,20.0,14.0,18.0,17.0,8.0,15.0,10.0,17.0,20.0,16.0,15.78571429,4.581420957,28
erwten,,20.0,19.0,15.0,13.0,18.0,20.0,19.0,18.0,19.0,18.0,17.0,15.0,19.0,18.0,20.0,20.0,18.0,20.0,17.0,16.0,14.0,11.0,7.0,15.0,18.0,20.0,20.0,17.18518519,3.150543751,27
kervel,,1.0,19.0,2.0,9.0,18.0,20.0,17.0,18.0,13.0,15.0,15.0,13.0,11.0,20.0,10.0,20.0,14.0,20.0,13.0,15.0,17.0,10.0,11.0,8.0,9.0,14.0,12.0,13.48148148,5.079145676,27
komkommer,18.0,20.0,19.0,8.0,18.0,18.0,6.0,17.0,18.0,12.0,18.0,20.0,16.0,17.0,17.0,17.0,20.0,15.0,20.0,18.0,20.0,16.0,16.0,15.0,16.0,17.0,20.0,19.0,16.82142857,3.367090968,28
look,9.0,1.0,17.0,1.0,7.0,17.0,20.0,8.0,5.0,3.0,7.0,4.0,6.0,6.0,9.0,7.0,20.0,12.0,17.0,13.0,14.0,8.0,2.0,13.0,9.0,6.0,13.0,11.0,9.464285714,5.473722701,28
maïs,12.0,10.0,15.0,1.0,14.0,16.0,19.0,13.0,11.0,5.0,11.0,20.0,7.0,13.0,15.0,12.0,20.0,12.0,18.0,13.0,11.0,13.0,10.0,19.0,8.0,10.0,19.0,16.0,12.96428571,4.590506652,28
paprika,18.0,1.0,19.0,16.0,18.0,18.0,20.0,14.0,9.0,15.0,17.0,20.0,13.0,14.0,18.0,15.0,20.0,14.0,20.0,18.0,18.0,14.0,14.0,10.0,8.0,11.0,18.0,14.0,15.14285714,4.3692044,28
peterselie,5.0,1.0,19.0,5.0,7.0,18.0,20.0,20.0,6.0,12.0,15.0,8.0,7.0,18.0,8.0,5.0,20.0,16.0,20.0,13.0,17.0,5.0,5.0,18.0,5.0,15.0,16.0,12.0,12.0,6.152385867,28
prei,20.0,20.0,20.0,10.0,18.0,18.0,20.0,19.0,18.0,20.0,17.0,16.0,19.0,19.0,20.0,20.0,20.0,18.0,20.0,18.0,20.0,19.0,20.0,19.0,13.0,15.0,17.0,18.0,18.25,2.366823156,28
radijs,15.0,20.0,16.0,4.0,10.0,18.0,20.0,14.0,18.0,14.0,15.0,8.0,13.0,15.0,18.0,14.0,20.0,12.0,20.0,14.0,15.0,14.0,15.0,8.0,16.0,5.0,20.0,16.0,14.53571429,4.350241737,28
rode kool,20.0,20.0,17.0,17.0,13.0,18.0,20.0,13.0,18.0,19.0,17.0,18.0,14.0,16.0,17.0,19.0,20.0,18.0,20.0,15.0,16.0,18.0,17.0,10.0,13.0,17.0,18.0,20.0,17.07142857,2.580964095,28
