exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
aalbes,15.0,9.0,16.0,14.0,19.0,8.0,5.0,15.0,17.0,17.0,9.0,17.0,10.0,5.0,6.0,20.0,9.0,17.0,16.0,10.0,15.0,8.0,14.0,9.0,16.0,3.0,9.0,1.0,11.75,5.146915653,28
aardbei,20.0,13.0,20.0,19.0,20.0,15.0,16.0,20.0,17.0,20.0,18.0,17.0,20.0,17.0,20.0,20.0,20.0,20.0,20.0,18.0,20.0,17.0,16.0,18.0,18.0,15.0,17.0,20.0,18.25,1.993043457,28
abrikoos,17.0,14.0,20.0,16.0,20.0,14.0,16.0,16.0,17.0,20.0,19.0,14.0,14.0,15.0,15.0,20.0,15.0,19.0,20.0,13.0,13.0,9.0,15.0,9.0,17.0,13.0,18.0,20.0,16.0,3.138765976,28
ananas,19.0,20.0,20.0,17.0,20.0,16.0,17.0,20.0,17.0,18.0,19.0,14.0,16.0,11.0,20.0,20.0,19.0,19.0,20.0,13.0,19.0,14.0,16.0,11.0,17.0,19.0,15.0,20.0,17.35714286,2.765050207,28
appel,20.0,16.0,20.0,19.0,20.0,19.0,15.0,20.0,17.0,20.0,20.0,19.0,20.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.0,20.0,17.0,18.0,18.0,19.0,20.0,19.03571429,1.400585667,28
banaan,20.0,20.0,20.0,19.0,20.0,18.0,17.0,20.0,17.0,20.0,18.0,19.0,20.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,17.0,19.0,17.0,19.0,20.0,19.0,20.0,19.14285714,1.112697281,28
bosbes,17.0,20.0,20.0,15.0,20.0,9.0,16.0,17.0,17.0,18.0,14.0,17.0,15.0,8.0,12.0,20.0,13.0,19.0,20.0,12.0,10.0,12.0,15.0,6.0,16.0,11.0,13.0,17.0,14.96428571,3.920337692,28
braambessen,17.0,14.0,20.0,14.0,20.0,12.0,6.0,19.0,17.0,20.0,14.0,17.0,15.0,10.0,13.0,20.0,12.0,20.0,19.0,11.0,17.0,12.0,15.0,6.0,17.0,7.0,4.0,15.0,14.39285714,4.669358634,28
citroen,20.0,18.0,20.0,14.0,20.0,8.0,18.0,20.0,17.0,13.0,13.0,13.0,10.0,13.0,16.0,17.0,20.0,18.0,20.0,12.0,16.0,10.0,12.0,13.0,16.0,10.0,10.0,20.0,15.25,3.845391662,28
clementine,20.0,17.0,18.0,17.0,20.0,14.0,15.0,14.0,17.0,17.0,17.0,14.0,15.0,10.0,12.0,20.0,17.0,20.0,20.0,15.0,17.0,13.0,15.0,4.0,16.0,15.0,14.0,20.0,15.82142857,3.507173299,28
