exemplar,missing,mean,std,nonmissing
adder,0,5.14,1.67,35
alligator,0,5.63,1.39,32
boa,0,5.53,1.36,30
cobra,0,5.67,1.57,33
dinosaurus,0,5.86,1.16,29
gekko,10,4.27,2.14,22
hagedis,0,5.31,1.73,35
hazelworm,5,2.68,1.8,25
kaaiman,2,3.91,2.11,35
kameleon,0,5.37,1.5,35
kikker,0,6.45,0.9,33
krokodil,0,6.32,1.17,34
leguaan,0,5.03,2.16,30
pad,0,5.47,1.41,32
python,2,5.53,1.66,30
salamander,0,5.29,1.79,31
schildpad,0,6.52,0.87,33
slang,0,6.28,0.98,25
varaan,3,3.7,2.2,23
waterschildpad,0,5.63,1.33,30
