exemplar,missing,mean,std,nonmissing
alligator,0,5.63,1.39,32
blindworm,5,2.68,1.8,25
boa,0,5.53,1.36,30
caiman,2,3.91,2.11,35
chameleon,0,5.37,1.5,35
cobra,0,5.67,1.57,33
crocodile,0,6.32,1.17,34
dinosaur,0,5.86,1.16,29
frog,0,6.45,0.9,33
gecko,10,4.27,2.14,22
iguana,0,5.03,2.16,30
lizard,0,5.31,1.73,35
monitor lizard,3,3.7,2.2,23
python,2,5.53,1.66,30
salamander,0,5.29,1.79,31
snake,0,6.28,0.98,25
toad,0,5.47,1.41,32
tortoise,0,6.52,0.87,33
turtle,0,5.63,1.33,30
viper,0,5.14,1.67,35
