exemplar,aalbes,aardbei,abrikoos,ananas,appel,banaan,bosbes,braambessen,citroen,clementine,dadels,druif,framboos,kers,kiwi,kokosnoot,limoen,lychee,mango,meloen,nectarine,papaya,passievrucht,peer,perzik,pompelmoes,pompoen,pruim,sinaasappel,vijg
aalbes,1.0,0.5166666666666667,0.36,0.27666666666666667,0.32666666666666666,0.3066666666666667,0.7366666666666666,0.77,0.35,0.35333333333333333,0.3566666666666667,0.5599999999999999,0.5933333333333334,0.7233333333333334,0.44666666666666666,0.3433333333333333,0.36333333333333334,0.4633333333333334,0.31666666666666665,0.29333333333333333,0.35333333333333333,0.39666666666666667,0.4133333333333334,0.27666666666666667,0.3,0.3,0.23666666666666666,0.42333333333333334,0.2966666666666667,0.43
aardbei,0.5166666666666667,1.0,0.35277777777777775,0.3194444444444445,0.3416666666666667,0.36666666666666664,0.5333333333333333,0.5722222222222222,0.3638888888888889,0.3611111111111111,0.425,0.4527777777777778,0.6194444444444445,0.6277777777777778,0.4138888888888889,0.24444444444444446,0.33529411764705885,0.4470588235294118,0.36944444444444446,0.3611111111111111,0.3861111111111111,0.3205882352941177,0.3638888888888889,0.2972222222222222,0.35277777777777775,0.30833333333333335,0.225,0.37222222222222223,0.33055555555555555,0.4333333333333333
abrikoos,0.36,0.35277777777777775,1.0,0.37222222222222223,0.5361111111111111,0.3111111111111111,0.3555555555555555,0.3277777777777778,0.48888888888888893,0.5722222222222222,0.5416666666666667,0.41944444444444445,0.36944444444444446,0.3888888888888889,0.425,0.3555555555555555,0.46944444444444444,0.4764705882352941,0.513888888888889,0.49444444444444446,0.6833333333333333,0.6117647058823529,0.48611111111111105,0.5222222222222223,0.75,0.4527777777777778,0.3,0.7555555555555555,0.5166666666666667,0.5472222222222223
ananas,0.27666666666666667,0.3194444444444445,0.37222222222222223,1.0,0.3138888888888889,0.39722222222222225,0.2694444444444445,0.28055555555555556,0.3611111111111111,0.2861111111111111,0.26666666666666666,0.25833333333333336,0.2833333333333333,0.275,0.3611111111111111,0.5666666666666667,0.31666666666666665,0.4147058823529412,0.3555555555555555,0.4527777777777778,0.3888888888888889,0.4764705882352941,0.35,0.3472222222222222,0.39166666666666666,0.38055555555555554,0.38333333333333336,0.3,0.41944444444444445,0.2972222222222222
appel,0.32666666666666666,0.3416666666666667,0.5361111111111111,0.3138888888888889,1.0,0.38055555555555554,0.32222222222222224,0.29444444444444445,0.4638888888888889,0.44722222222222224,0.38055555555555554,0.38055555555555554,0.31666666666666665,0.3416666666666667,0.48611111111111105,0.33611111111111114,0.4416666666666667,0.34411764705882353,0.47777777777777775,0.4611111111111111,0.5833333333333333,0.43235294117647055,0.39722222222222225,0.6527777777777778,0.525,0.4416666666666667,0.4111111111111111,0.513888888888889,0.5888888888888889,0.4333333333333333
banaan,0.3066666666666667,0.36666666666666664,0.3111111111111111,0.39722222222222225,0.38055555555555554,1.0,0.27222222222222225,0.25833333333333336,0.3194444444444445,0.31666666666666665,0.32222222222222224,0.3055555555555555,0.2777777777777778,0.2972222222222222,0.33611111111111114,0.2833333333333333,0.34444444444444444,0.2647058823529412,0.32222222222222224,0.3638888888888889,0.3611111111111111,0.3176470588235294,0.32222222222222224,0.3888888888888889,0.36666666666666664,0.29444444444444445,0.2611111111111111,0.2972222222222222,0.4027777777777778,0.2972222222222222
bosbes,0.7366666666666666,0.5333333333333333,0.3555555555555555,0.2694444444444445,0.32222222222222224,0.27222222222222225,1.0,0.8861111111111111,0.2777777777777778,0.39722222222222225,0.3888888888888889,0.5722222222222222,0.7388888888888889,0.6722222222222223,0.4333333333333333,0.25,0.2638888888888889,0.4117647058823529,0.2833333333333333,0.30277777777777776,0.3388888888888889,0.37941176470588234,0.3194444444444445,0.3194444444444445,0.34444444444444444,0.325,0.25555555555555554,0.43611111111111106,0.3194444444444445,0.42777777777777776
braambessen,0.77,0.5722222222222222,0.3277777777777778,0.28055555555555556,0.29444444444444445,0.25833333333333336,0.8861111111111111,1.0,0.325,0.3638888888888889,0.4333333333333333,0.5305555555555556,0.8194444444444444,0.7277777777777777,0.5027777777777778,0.29166666666666663,0.3235294117647059,0.36470588235294116,0.28055555555555556,0.24722222222222223,0.325,0.35625,0.33611111111111114,0.29166666666666663,0.3472222222222222,0.30277777777777776,0.23888888888888887,0.4111111111111111,0.2833333333333333,0.35277777777777775
citroen,0.35,0.3638888888888889,0.48888888888888893,0.3611111111111111,0.4638888888888889,0.3194444444444445,0.2777777777777778,0.325,1.0,0.611111111111111,0.38333333333333336,0.375,0.35277777777777775,0.3277777777777778,0.42777777777777776,0.35277777777777775,0.6911764705882353,0.6,0.46944444444444444,0.525,0.5611111111111111,0.3941176470588236,0.5277777777777778,0.39166666666666666,0.4333333333333333,0.6,0.37222222222222223,0.4444444444444445,0.6777777777777778,0.4305555555555555
clementine,0.35333333333333333,0.3611111111111111,0.5722222222222222,0.2861111111111111,0.44722222222222224,0.31666666666666665,0.39722222222222225,0.3638888888888889,0.611111111111111,1.0,0.32222222222222224,0.49444444444444446,0.31666666666666665,0.3,0.3611111111111111,0.3277777777777778,0.5055555555555555,0.3264705882352941,0.4305555555555555,0.325,0.5166666666666667,0.44117647058823534,0.38055555555555554,0.3138888888888889,0.5083333333333333,0.47777777777777775,0.3416666666666667,0.45,0.625,0.325
