exemplar,alligator,blindworm,boa,caiman,chameleon,cobra,crocodile,dinosaur,frog,gecko,iguana,lizard,monitor lizard,python,salamander,snake,toad,tortoise,turtle,viper
iguana,0.6368421052631579,0.40555555555555556,0.5157894736842106,0.6088235294117647,0.7052631578947368,0.5473684210526316,0.618421052631579,0.5868421052631578,0.4947368421052632,0.6833333333333333,1.0,0.7342105263157894,0.765625,0.5157894736842106,0.7052631578947368,0.5342105263157895,0.525,0.4947368421052632,0.5052631578947369,0.4894736842105263
lizard,0.5825,0.49444444444444446,0.5425,0.6166666666666667,0.7150000000000001,0.48,0.6224999999999999,0.64,0.58,0.7866666666666666,0.7342105263157894,1.0,0.703125,0.49749999999999994,0.8074999999999999,0.55,0.5184210526315789,0.53,0.5,0.5675
monitor lizard,0.69375,0.36666666666666664,0.51875,0.6071428571428571,0.684375,0.4625,0.653125,0.66875,0.45,0.65,0.765625,0.703125,1.0,0.53125,0.621875,0.45625,0.4633333333333334,0.49375,0.459375,0.41875
python,0.55,0.5526315789473684,0.8525,0.5222222222222223,0.48250000000000004,0.8474999999999999,0.4925,0.41500000000000004,0.4175,0.49000000000000005,0.5157894736842106,0.49749999999999994,0.53125,1.0,0.485,0.915,0.4131578947368421,0.4375,0.3975,0.7725
salamander,0.5549999999999999,0.4916666666666667,0.5349999999999999,0.5694444444444444,0.7,0.55,0.5575,0.515,0.6,0.73,0.7052631578947368,0.8074999999999999,0.621875,0.485,1.0,0.615,0.5973684210526315,0.52,0.5725,0.5775
snake,0.5875,0.6361111111111111,0.9324999999999999,0.5055555555555555,0.5125,0.9425000000000001,0.45499999999999996,0.44000000000000006,0.4625,0.49333333333333335,0.5342105263157895,0.55,0.45625,0.915,0.615,1.0,0.5078947368421052,0.4175,0.4625,0.845
toad,0.4789473684210527,0.4235294117647059,0.4473684210526316,0.42058823529411765,0.4894736842105263,0.4052631578947368,0.43684210526315786,0.4394736842105263,0.9052631578947368,0.5428571428571429,0.525,0.5184210526315789,0.4633333333333334,0.4131578947368421,0.5973684210526315,0.5078947368421052,1.0,0.5657894736842105,0.5526315789473684,0.5210526315789473
tortoise,0.515,0.3611111111111111,0.4325,0.5055555555555555,0.5275000000000001,0.41500000000000004,0.475,0.495,0.515,0.4666666666666667,0.4947368421052632,0.53,0.49375,0.4375,0.52,0.4175,0.5657894736842105,1.0,0.9275,0.4225
turtle,0.4875,0.35833333333333334,0.44749999999999995,0.49444444444444446,0.385,0.4225,0.5075000000000001,0.505,0.5650000000000001,0.4333333333333333,0.5052631578947369,0.5,0.459375,0.3975,0.5725,0.4625,0.5526315789473684,0.9275,1.0,0.40499999999999997
viper,0.505,0.6583333333333333,0.82,0.46944444444444444,0.45499999999999996,0.77,0.46749999999999997,0.385,0.45999999999999996,0.45999999999999996,0.4894736842105263,0.5675,0.41875,0.7725,0.5775,0.845,0.5210526315789473,0.4225,0.40499999999999997,1.0
