exemplar,aalbes,aardbei,abrikoos,ananas,appel,banaan,bosbes,braambessen,citroen,clementine,dadels,druif,framboos,kers,kiwi,kokosnoot,limoen,lychee,mango,meloen,nectarine,papaya,passievrucht,peer,perzik,pompelmoes,pompoen,pruim,sinaasappel,vijg
aalbes,1.0,0.5166666666666667,0.36,0.27666666666666667,0.32666666666666666,0.3066666666666667,0.7366666666666666,0.77,0.35,0.35333333333333333,0.3566666666666667,0.5599999999999999,0.5933333333333334,0.7233333333333334,0.44666666666666666,0.3433333333333333,0.36333333333333334,0.4633333333333334,0.31666666666666665,0.29333333333333333,0.35333333333333333,0.41785714285714287,0.4133333333333334,0.27666666666666667,0.3,0.3,0.23666666666666666,0.42333333333333334,0.2966666666666667,0.43
aardbei,0.5166666666666667,1.0,0.36,0.31333333333333335,0.35,0.38,0.5433333333333333,0.5433333333333333,0.38333333333333336,0.37666666666666665,0.42333333333333334,0.4766666666666667,0.6266666666666667,0.6033333333333333,0.41,0.2566666666666667,0.35,0.44666666666666666,0.37333333333333335,0.37666666666666665,0.4133333333333334,0.35,0.37333333333333335,0.31333333333333335,0.36333333333333334,0.3433333333333333,0.22666666666666666,0.38666666666666666,0.32999999999999996,0.43666666666666665
abrikoos,0.36,0.36,1.0,0.3933333333333333,0.54,0.33999999999999997,0.37666666666666665,0.33333333333333337,0.5,0.5733333333333334,0.55,0.43,0.39,0.4166666666666667,0.42666666666666664,0.37666666666666665,0.47333333333333333,0.4666666666666667,0.5,0.5166666666666667,0.7033333333333334,0.625,0.45666666666666667,0.5166666666666667,0.7733333333333333,0.44333333333333336,0.29333333333333333,0.7566666666666666,0.53,0.5733333333333334
ananas,0.27666666666666667,0.31333333333333335,0.3933333333333333,1.0,0.32999999999999996,0.41,0.27666666666666667,0.30333333333333334,0.37333333333333335,0.3066666666666667,0.27666666666666667,0.27999999999999997,0.29333333333333333,0.29333333333333333,0.37,0.5633333333333334,0.31666666666666665,0.42000000000000004,0.3466666666666667,0.4633333333333334,0.41,0.5035714285714286,0.3433333333333333,0.38,0.39666666666666667,0.37666666666666665,0.3933333333333333,0.31333333333333335,0.42000000000000004,0.32666666666666666
appel,0.32666666666666666,0.35,0.54,0.32999999999999996,1.0,0.42333333333333334,0.32999999999999996,0.30333333333333334,0.4833333333333333,0.4766666666666667,0.41,0.4,0.32999999999999996,0.37,0.51,0.35,0.45666666666666667,0.33333333333333337,0.49000000000000005,0.48,0.6066666666666667,0.42142857142857143,0.42000000000000004,0.6666666666666667,0.5366666666666666,0.44000000000000006,0.38666666666666666,0.54,0.6066666666666667,0.4533333333333333
banaan,0.3066666666666667,0.38,0.33999999999999997,0.41,0.42333333333333334,1.0,0.2966666666666667,0.26666666666666666,0.35,0.33333333333333337,0.35333333333333333,0.3466666666666667,0.31333333333333335,0.32999999999999996,0.3566666666666667,0.30333333333333334,0.36666666666666664,0.27666666666666667,0.33333333333333337,0.38666666666666666,0.39,0.325,0.33999999999999997,0.4133333333333334,0.37666666666666665,0.3,0.29333333333333333,0.31,0.42000000000000004,0.33666666666666667
bosbes,0.7366666666666666,0.5433333333333333,0.37666666666666665,0.27666666666666667,0.32999999999999996,0.2966666666666667,1.0,0.8733333333333333,0.2966666666666667,0.4166666666666667,0.37,0.6233333333333333,0.75,0.67,0.44666666666666666,0.26,0.29,0.44666666666666666,0.29,0.32666666666666666,0.35333333333333333,0.41785714285714287,0.32999999999999996,0.33333333333333337,0.32999999999999996,0.33333333333333337,0.2733333333333333,0.45666666666666667,0.3466666666666667,0.44666666666666666
braambessen,0.77,0.5433333333333333,0.33333333333333337,0.30333333333333334,0.30333333333333334,0.26666666666666666,0.8733333333333333,1.0,0.33999999999999997,0.38333333333333336,0.44333333333333336,0.5700000000000001,0.8566666666666667,0.78,0.48666666666666664,0.31666666666666665,0.35,0.39666666666666667,0.2733333333333333,0.26666666666666666,0.3466666666666667,0.36428571428571427,0.33999999999999997,0.32,0.36,0.32333333333333336,0.24666666666666667,0.4133333333333334,0.30333333333333334,0.3433333333333333
citroen,0.35,0.38333333333333336,0.5,0.37333333333333335,0.4833333333333333,0.35,0.2966666666666667,0.33999999999999997,1.0,0.63,0.4066666666666666,0.36666666666666664,0.36333333333333334,0.36666666666666664,0.42000000000000004,0.37,0.7366666666666666,0.5766666666666667,0.45666666666666667,0.5433333333333333,0.5733333333333334,0.41785714285714287,0.5166666666666667,0.37333333333333335,0.45999999999999996,0.6366666666666666,0.38333333333333336,0.4633333333333334,0.7066666666666667,0.45666666666666667
clementine,0.35333333333333333,0.37666666666666665,0.5733333333333334,0.3066666666666667,0.4766666666666667,0.33333333333333337,0.4166666666666667,0.38333333333333336,0.63,1.0,0.31666666666666665,0.5166666666666667,0.3066666666666667,0.29,0.36,0.33999999999999997,0.5133333333333334,0.33666666666666667,0.4133333333333334,0.3433333333333333,0.5,0.44642857142857145,0.38333333333333336,0.32666666666666666,0.5033333333333333,0.4966666666666667,0.37333333333333335,0.45,0.6566666666666666,0.3566666666666667
dadels,0.3566666666666667,0.42333333333333334,0.55,0.27666666666666667,0.41,0.35333333333333333,0.37,0.44333333333333336,0.4066666666666666,0.31666666666666665,1.0,0.53,0.4,0.4133333333333334,0.4333333333333333,0.31,0.3933333333333333,0.5700000000000001,0.38,0.4066666666666666,0.43666666666666665,0.38571428571428573,0.44666666666666666,0.4833333333333333,0.4033333333333333,0.39,0.25,0.6433333333333333,0.4,0.76
druif,0.5599999999999999,0.4766666666666667,0.43,0.27999999999999997,0.4,0.3466666666666667,0.6233333333333333,0.5700000000000001,0.36666666666666664,0.5166666666666667,0.53,1.0,0.5766666666666667,0.6766666666666666,0.45,0.32,0.36333333333333334,0.5533333333333333,0.39,0.36,0.4033333333333333,0.47857142857142854,0.43,0.3566666666666667,0.43,0.48666666666666664,0.2533333333333333,0.5700000000000001,0.33999999999999997,0.6033333333333333
framboos,0.5933333333333334,0.6266666666666667,0.39,0.29333333333333333,0.32999999999999996,0.31333333333333335,0.75,0.8566666666666667,0.36333333333333334,0.3066666666666667,0.4,0.5766666666666667,1.0,0.6566666666666666,0.42000000000000004,0.2833333333333333,0.3933333333333333,0.5133333333333334,0.38,0.32333333333333336,0.3466666666666667,0.5,0.38333333333333336,0.38,0.44666666666666666,0.3433333333333333,0.2566666666666667,0.4033333333333333,0.3566666666666667,0.42000000000000004
kers,0.7233333333333334,0.6033333333333333,0.4166666666666667,0.29333333333333333,0.37,0.32999999999999996,0.67,0.78,0.36666666666666664,0.29,0.4133333333333334,0.6766666666666666,0.6566666666666666,1.0,0.42333333333333334,0.31,0.35,0.4633333333333334,0.33999999999999997,0.37,0.4,0.4642857142857143,0.4066666666666666,0.37333333333333335,0.45666666666666667,0.29333333333333333,0.24333333333333332,0.5033333333333333,0.3933333333333333,0.45
kiwi,0.44666666666666666,0.41,0.42666666666666664,0.37,0.51,0.3566666666666667,0.44666666666666666,0.48666666666666664,0.42000000000000004,0.36,0.4333333333333333,0.45,0.42000000000000004,0.42333333333333334,1.0,0.4633333333333334,0.4633333333333334,0.51,0.44000000000000006,0.39,0.47000000000000003,0.5678571428571428,0.5366666666666666,0.4666666666666667,0.5700000000000001,0.4166666666666667,0.2866666666666667,0.5133333333333334,0.4133333333333334,0.48666666666666664
