exemplar,log(lemmaFreq)
aalbes,1.2
aardbei,2.31
abrikoos,1.97
ananas,1.99
appel,3.0
banaan,2.42
bosbes,1.79
braambessen,1.0
citroen,2.68
clementine,2.42
dadels,1.87
druif,3.0
framboos,1.86
kers,2.33
kiwi,1.94
kokosnoot,1.78
limoen,1.38
lychee,0.0
mango,1.72
meloen,2.15
nectarine,0.0
papaya,1.18
passievrucht,0.85
peer,2.63
perzik,2.23
pompelmoes,0.9
pompoen,1.92
pruim,2.52
sinaasappel,2.55
vijg,2.07
