exemplar,(hot air) balloon,airplane,bicycle,boat,bus,car,carriage,cart,go-cart,helicopter,hovercraft,jeep,kick scooter,motorbike (moto),rocket,scooter (bromfiets),scooter (brommer),skateboard,sled,submarine,subway train,taxi,tractor,trailer,train,tram,truck (camion),truck (vrachtwagen),van,zeppelin
hovercraft,0.43928571428571433,0.4428571428571429,0.21428571428571427,0.7821428571428571,0.36428571428571427,0.30357142857142855,0.31785714285714284,0.26785714285714285,0.25357142857142856,0.36428571428571427,1.0,0.32142857142857145,0.21071428571428572,0.28928571428571426,0.35714285714285715,0.2357142857142857,0.28214285714285714,0.2642857142857143,0.35,0.5392857142857144,0.2785714285714286,0.3107142857142857,0.2928571428571428,0.3321428571428572,0.3392857142857143,0.35,0.37142857142857144,0.3107142857142857,0.25357142857142856,0.45714285714285713
jeep,0.2571428571428572,0.32857142857142857,0.3142857142857143,0.32857142857142857,0.5,0.8607142857142858,0.48571428571428565,0.43928571428571433,0.44642857142857145,0.3107142857142857,0.32142857142857145,1.0,0.30357142857142855,0.4714285714285714,0.26071428571428573,0.4321428571428571,0.39642857142857146,0.30357142857142855,0.28928571428571426,0.3107142857142857,0.31785714285714284,0.65,0.5571428571428572,0.40714285714285714,0.3821428571428572,0.32142857142857145,0.6178571428571429,0.6,0.6142857142857143,0.22857142857142856
kick scooter,0.2357142857142857,0.19642857142857142,0.6535714285714286,0.23928571428571427,0.3142857142857143,0.3321428571428572,0.325,0.42142857142857143,0.5285714285714286,0.21785714285714283,0.21071428571428572,0.30357142857142855,1.0,0.4607142857142857,0.225,0.45,0.4607142857142857,0.7178571428571429,0.5035714285714286,0.23214285714285715,0.25357142857142856,0.26071428571428573,0.25357142857142856,0.3,0.26785714285714285,0.30714285714285716,0.25357142857142856,0.20714285714285716,0.275,0.21428571428571427
motorbike (moto),0.26785714285714285,0.3142857142857143,0.6928571428571428,0.26071428571428573,0.38571428571428573,0.5035714285714286,0.30357142857142855,0.33571428571428574,0.4428571428571429,0.32142857142857145,0.28928571428571426,0.4714285714285714,0.4607142857142857,1.0,0.30357142857142855,0.8535714285714286,0.8928571428571429,0.38571428571428573,0.32857142857142857,0.25357142857142856,0.28928571428571426,0.45,0.40714285714285714,0.30714285714285716,0.30714285714285716,0.29642857142857143,0.37142857142857144,0.42142857142857143,0.34285714285714286,0.30357142857142855
rocket,0.42857142857142855,0.6,0.23928571428571427,0.28214285714285714,0.3321428571428572,0.27142857142857146,0.23928571428571427,0.22142857142857145,0.22857142857142856,0.4428571428571429,0.35714285714285715,0.26071428571428573,0.225,0.30357142857142855,1.0,0.24285714285714283,0.2642857142857143,0.25357142857142856,0.20357142857142857,0.39642857142857146,0.2928571428571428,0.2642857142857143,0.24285714285714283,0.2571428571428572,0.35714285714285715,0.2785714285714286,0.275,0.31785714285714284,0.24285714285714283,0.41785714285714287
scooter (bromfiets),0.275,0.2642857142857143,0.7033333333333334,0.2633333333333333,0.38333333333333336,0.4766666666666667,0.32857142857142857,0.35,0.49000000000000005,0.2833333333333333,0.2357142857142857,0.4321428571428571,0.45,0.8535714285714286,0.24285714285714283,1.0,0.9266666666666667,0.3321428571428572,0.2857142857142857,0.24333333333333332,0.30714285714285716,0.3892857142857143,0.37142857142857144,0.31,0.28928571428571426,0.3464285714285714,0.36333333333333334,0.32857142857142857,0.42000000000000004,0.2785714285714286
scooter (brommer),0.275,0.3107142857142857,0.7133333333333334,0.2866666666666667,0.3933333333333333,0.44333333333333336,0.35357142857142854,0.36428571428571427,0.4166666666666667,0.2866666666666667,0.28214285714285714,0.39642857142857146,0.4607142857142857,0.8928571428571429,0.2642857142857143,0.9266666666666667,1.0,0.37142857142857144,0.2928571428571428,0.22999999999999998,0.29642857142857143,0.39285714285714285,0.425,0.29333333333333333,0.33571428571428574,0.37857142857142856,0.38,0.33571428571428574,0.36,0.2357142857142857
skateboard,0.22142857142857145,0.26071428571428573,0.45,0.26071428571428573,0.275,0.3142857142857143,0.35714285714285715,0.38571428571428573,0.5392857142857144,0.23214285714285715,0.2642857142857143,0.30357142857142855,0.7178571428571429,0.38571428571428573,0.25357142857142856,0.3321428571428572,0.37142857142857144,1.0,0.6,0.21785714285714283,0.24285714285714283,0.3321428571428572,0.2571428571428572,0.2785714285714286,0.21785714285714283,0.25357142857142856,0.26071428571428573,0.24285714285714283,0.25,0.21785714285714283
sled,0.2571428571428572,0.24285714285714283,0.34285714285714286,0.25357142857142856,0.29642857142857143,0.4,0.5642857142857143,0.5714285714285714,0.49642857142857144,0.25357142857142856,0.35,0.28928571428571426,0.5035714285714286,0.32857142857142857,0.20357142857142857,0.2857142857142857,0.2928571428571428,0.6,1.0,0.21428571428571427,0.3107142857142857,0.4,0.275,0.35357142857142854,0.2857142857142857,0.30714285714285716,0.2785714285714286,0.2642857142857143,0.24642857142857144,0.2357142857142857
submarine,0.29642857142857143,0.3321428571428572,0.22666666666666666,0.6866666666666666,0.2833333333333333,0.31666666666666665,0.25357142857142856,0.26785714285714285,0.22666666666666666,0.2733333333333333,0.5392857142857144,0.3107142857142857,0.23214285714285715,0.25357142857142856,0.39642857142857146,0.24333333333333332,0.22999999999999998,0.21785714285714283,0.21428571428571427,1.0,0.3821428571428572,0.26071428571428573,0.2642857142857143,0.30333333333333334,0.34285714285714286,0.28214285714285714,0.33666666666666667,0.28928571428571426,0.27666666666666667,0.39642857142857146
subway train,0.2642857142857143,0.33571428571428574,0.29642857142857143,0.3107142857142857,0.5928571428571429,0.3678571428571428,0.4321428571428571,0.35357142857142854,0.29642857142857143,0.2857142857142857,0.2785714285714286,0.31785714285714284,0.25357142857142856,0.28928571428571426,0.2928571428571428,0.30714285714285716,0.29642857142857143,0.24285714285714283,0.3107142857142857,0.3821428571428572,1.0,0.41785714285714287,0.275,0.425,0.7892857142857144,0.8142857142857143,0.43571428571428567,0.41785714285714287,0.3821428571428572,0.25357142857142856
taxi,0.2785714285714286,0.41785714285714287,0.3321428571428572,0.30357142857142855,0.575,0.9035714285714287,0.5464285714285715,0.49642857142857144,0.39285714285714285,0.30714285714285716,0.3107142857142857,0.65,0.26071428571428573,0.45,0.2642857142857143,0.3892857142857143,0.39285714285714285,0.3321428571428572,0.4,0.26071428571428573,0.41785714285714287,1.0,0.4035714285714286,0.41785714285714287,0.43571428571428567,0.46785714285714286,0.5,0.5178571428571429,0.5821428571428571,0.275
tractor,0.2357142857142857,0.275,0.29642857142857143,0.2857142857142857,0.45714285714285713,0.5142857142857143,0.4607142857142857,0.45357142857142857,0.39285714285714285,0.3,0.2928571428571428,0.5571428571428572,0.25357142857142856,0.40714285714285714,0.24285714285714283,0.37142857142857144,0.425,0.2571428571428572,0.275,0.2642857142857143,0.275,0.4035714285714286,1.0,0.4107142857142857,0.3821428571428572,0.31785714285714284,0.5571428571428572,0.6071428571428571,0.5142857142857143,0.28214285714285714
trailer,0.27142857142857146,0.2785714285714286,0.32,0.4,0.54,0.48666666666666664,0.525,0.5285714285714286,0.3,0.2733333333333333,0.3321428571428572,0.40714285714285714,0.3,0.30714285714285716,0.2571428571428572,0.31,0.29333333333333333,0.2785714285714286,0.35357142857142854,0.30333333333333334,0.425,0.41785714285714287,0.4107142857142857,1.0,0.43928571428571433,0.375,0.5700000000000001,0.49642857142857144,0.5599999999999999,0.3464285714285714
train,0.25357142857142856,0.42142857142857143,0.3678571428571428,0.38571428571428573,0.6392857142857143,0.425,0.48571428571428565,0.42142857142857143,0.30714285714285716,0.3142857142857143,0.3392857142857143,0.3821428571428572,0.26785714285714285,0.30714285714285716,0.35714285714285715,0.28928571428571426,0.33571428571428574,0.21785714285714283,0.2857142857142857,0.34285714285714286,0.7892857142857144,0.43571428571428567,0.3821428571428572,0.43928571428571433,1.0,0.8214285714285714,0.4607142857142857,0.5214285714285715,0.44642857142857145,0.3678571428571428
tram,0.26071428571428573,0.32857142857142857,0.3464285714285714,0.2857142857142857,0.7142857142857143,0.39285714285714285,0.5,0.40714285714285714,0.3142857142857143,0.30714285714285716,0.35,0.32142857142857145,0.30714285714285716,0.29642857142857143,0.2785714285714286,0.3464285714285714,0.37857142857142856,0.25357142857142856,0.30714285714285716,0.28214285714285714,0.8142857142857143,0.46785714285714286,0.31785714285714284,0.375,0.8214285714285714,1.0,0.44642857142857145,0.41785714285714287,0.43571428571428567,0.28928571428571426
truck (camion),0.30357142857142855,0.36428571428571427,0.2866666666666667,0.4033333333333333,0.6866666666666666,0.6266666666666667,0.45,0.43928571428571433,0.32999999999999996,0.27999999999999997,0.37142857142857144,0.6178571428571429,0.25357142857142856,0.37142857142857144,0.275,0.36333333333333334,0.38,0.26071428571428573,0.2785714285714286,0.33666666666666667,0.43571428571428567,0.5,0.5571428571428572,0.5700000000000001,0.4607142857142857,0.44642857142857145,1.0,0.9464285714285714,0.8300000000000001,0.3321428571428572
truck (vrachtwagen),0.3142857142857143,0.39285714285714285,0.2928571428571428,0.37142857142857144,0.6428571428571429,0.6642857142857144,0.4428571428571429,0.45357142857142857,0.37857142857142856,0.32142857142857145,0.3107142857142857,0.6,0.20714285714285716,0.42142857142857143,0.31785714285714284,0.32857142857142857,0.33571428571428574,0.24285714285714283,0.2642857142857143,0.28928571428571426,0.41785714285714287,0.5178571428571429,0.6071428571428571,0.49642857142857144,0.5214285714285715,0.41785714285714287,0.9464285714285714,1.0,0.7857142857142857,0.35357142857142854
van,0.2857142857142857,0.3464285714285714,0.2966666666666667,0.32333333333333336,0.63,0.7033333333333334,0.46785714285714286,0.4642857142857143,0.38333333333333336,0.2866666666666667,0.25357142857142856,0.6142857142857143,0.275,0.34285714285714286,0.24285714285714283,0.42000000000000004,0.36,0.25,0.24642857142857144,0.27666666666666667,0.3821428571428572,0.5821428571428571,0.5142857142857143,0.5599999999999999,0.44642857142857145,0.43571428571428567,0.8300000000000001,0.7857142857142857,1.0,0.2857142857142857
zeppelin,0.8285714285714286,0.6785714285714286,0.25,0.39642857142857146,0.375,0.30714285714285716,0.2857142857142857,0.24642857142857144,0.24642857142857144,0.5678571428571428,0.45714285714285713,0.22857142857142856,0.21428571428571427,0.30357142857142855,0.41785714285714287,0.2785714285714286,0.2357142857142857,0.21785714285714283,0.2357142857142857,0.39642857142857146,0.25357142857142856,0.275,0.28214285714285714,0.3464285714285714,0.3678571428571428,0.28928571428571426,0.3321428571428572,0.35357142857142854,0.2857142857142857,1.0
