exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
(hot air) balloon,3,3,1,4,3,3,3,3,3,3,3,3,3,5,2,3,3,3,3,1,2,3,2,4,3,3,2,3,2.857142857,0.803431793,28
airplane,3,3,1,3,4,4,4,3,4,4,3,4,3,5,3,3,3,3,4,2,3,3,3,5,3,5,3,4,3.392857143,0.875141712,28
bicycle,4,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,4.75,0.440958552,28
boat,3,3,2,3,4,3,4,3,3,3,3,3,3,5,3,3,4,3,4,1,2,3,3,4,4,5,3,4,3.25,0.844371342,28
bus,4,5,4,3,4,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4,4,5,5,5,4,5,4.535714286,0.576203594,28
car,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4.821428571,0.390021028,28
carriage,3,1,1,3,3,2,2,2,2,3,2,2,3,4,3,3,2,3,3,1,1,2,3,3,2,2,2,4,2.392857143,0.831744517,28
cart,3,3,1,3,3,2,3,2,2,3,4,3,3,5,5,3,2,4,3,1,2,2,2,4,3,2,1,3,2.75,1.040833,28
go-cart,4,2,2,3,2,4,3,3,4,3,3,3,3,5,5,3,2,3,2,1,3,2,2,4,2,3,2,3,2.892857143,0.956044541,28
helicopter,3,2,2,3,3,4,4,3,2,4,4,3,3,5,3,3,3,3,3,1,2,3,2,5,2,4,3,3,3.035714286,0.922241346,28
hovercraft,3,2,1,2,2,2,1,2,2,2,1,2,3,4,2,3,2,2,3,1,3,2,2,2,2,2,1,2,2.071428571,0.71639899,28
jeep,4,2,1,4,4,2,3,3,3,3,3,4,3,5,4,3,2,2,3,1,5,3,3,4,4,4,2,4,3.142857143,1.044005311,28
kick scooter,4,3,1,3,2,3,4,3,4,3,3,3,3,3,4,3,3,3,3,1,2,2,2,4,2,3,2,4,2.857142857,0.84827868,28
motorbike (brommer),4,4,1,3,4,3,5,4,5,3,4,4,3,5,4,3,4,4,4,3,4,3,3,4,3,4,3,3,3.607142857,0.831744517,28
motorbike (moto),4,4,1,3,3,3,4,3,2,3,3,3,3,5,4,3,4,4,3,4,5,2,3,4,4,3,2,4,3.321428571,0.904866326,28
rocket,3,2,1,3,3,2,2,2,2,3,2,3,3,5,3,3,2,4,3,1,3,2,3,4,2,3,2,3,2.642857143,0.869835477,28
scooter,4,3,1,3,4,3,2,2,3,3,3,3,3,5,4,4,4,4,4,4,3,3,3,4,3,3,3,2,3.214285714,0.832539304,28
skateboard,3,2,1,3,3,2,2,3,3,3,3,3,3,5,3,3,2,3,4,2,4,2,3,5,2,4,2,3,2.892857143,0.916486274,28
sled,3,2,1,4,2,2,3,2,2,3,3,3,3,4,4,3,2,3,3,1,2,3,2,4,2,3,2,3,2.642857143,0.826159599,28
submarine,3,2,1,3,3,2,3,2,2,3,3,3,3,4,2,3,3,3,3,1,2,2,2,4,2,3,1,3,2.535714286,0.792658109,28
subway train,3,1,1,3,2,2,1,2,2,3,2,2,3,4,2,3,2,2,3,2,1,2,2,3,2,2,2,1,2.142857143,0.755928946,28
taxi,3,2,1,3,4,4,3,2,2,4,3,4,3,4,3,3,4,4,4,1,5,3,2,4,2,3,3,3,3.071428571,0.978607152,28
tractor,3,2,1,3,3,2,4,3,2,4,4,3,3,5,5,3,3,3,4,1,3,4,2,5,2,3,2,4,3.071428571,1.08622934,28
trailer,3,3,1,3,3,2,3,3,3,3,3,3,3,5,4,3,2,4,3,1,5,3,3,4,3,3,4,4,3.107142857,0.916486274,28
train,5,4,3,3,4,5,5,4,5,5,3,5,4,5,5,4,4,4,5,3,4,5,3,5,4,5,5,5,4.321428571,0.772373515,28
tram,3,3,1,3,3,3,3,3,5,3,2,3,3,5,4,3,3,3,4,3,4,3,2,5,3,3,2,4,3.178571429,0.904866326,28
truck (camion),4,4,2,3,4,5,4,4,4,4,4,4,2,5,5,3,3,3,3,3,3,3,3,4,3,4,4,5,3.642857143,0.826159599,28
truck (vrachtwagen),4,3,2,3,4,5,3,2,3,4,4,4,3,5,5,3,4,3,4,2,4,3,3,4,4,4,4,3,3.535714286,0.83808171,28
van,5,4,1,4,3,3,2,3,3,4,3,4,3,5,4,4,3,3,4,3,3,3,2,4,3,4,2,5,3.357142857,0.951189731,28
zeppelin,3,2,1,3,2,2,1,2,2,2,2,2,3,3,2,3,2,2,2,1,1,1,2,2,2,2,1,2,1.964285714,0.63724772,28
