feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
doet zweten,-3,3,2,3,3,2,3,3,1,3,3,3,2.1666666666666665,1.7494587907710373
er zijn verschillende soorten van,1,0,-3,0,1,-1,0,2,2,2,0,1,0.4166666666666667,1.4433756729740643
heeft spelregels,-3,3,2,2,3,3,3,3,3,2,3,3,2.25,1.712255291076124
heeft veel media-aandacht,0,3,1,1,3,-1,3,2,-1,2,2,2,1.4166666666666667,1.4433756729740645
is duur,-2,2,-2,1,-2,-1,1,1,-2,1,-2,2,-0.25,1.712255291076124
is een fysieke activiteit,-3,3,3,2,3,3,3,3,2,2,2,3,2.1666666666666665,1.696699112626596
is een hobby,-3,3,2,2,3,2,1,3,2,1,2,3,1.75,1.6583123951777
is een individuele sport,2,1,0,0,1,1,2,0,-2,1,0,1,0.5833333333333334,1.0836246694508316
is een olympische discipline,1,0,-3,1,3,1,3,3,2,2,1,1,1.25,1.6583123951777
is eeuwen oud,1,3,-2,-2,1,-2,3,3,-2,3,-2,2,0.5,2.3159525823376357
is gezond,-3,3,3,3,3,3,3,3,2,2,2,3,2.25,1.712255291076124
is goed voor de conditie,-2,3,3,3,3,3,3,3,2,3,2,3,2.4166666666666665,1.4433756729740645
is leuk,-3,3,2,2,3,3,3,3,1,2,2,3,2.0,1.7056057308448835
is ontspannend,-3,3,2,2,3,3,3,3,-1,3,3,3,2.0,1.954016841836789
is populair,-3,3,3,1,3,2,1,3,1,2,2,3,1.75,1.712255291076124
is vermoeiend,-3,3,2,3,3,2,2,3,2,1,2,3,1.9166666666666667,1.6764862244009224
kan blessures opleveren,0,3,-2,1,-1,1,2,0,3,2,1,1,0.9166666666666666,1.5050420310248864
kan een beroep zijn,-3,3,2,-2,3,1,3,3,1,0,3,3,1.4166666666666667,2.108783937953269
kan in competitie worden beoefend,-3,3,3,2,3,2,3,2,2,2,2,3,2.0,1.651445647689541
kan verslavend werken,1,1,-2,-1,-2,1,2,-2,-1,1,1,-1,-0.16666666666666666,1.4668044012461754
spieren ontwikkelen,-2,3,-2,-2,-3,0,1,0,-2,1,2,-3,-0.5833333333333334,2.0207259421636903
supporters moedigen de spelers aan,-3,1,0,1,3,1,3,2,2,2,2,1,1.25,1.6025547785276542
vereist concentratie / geestelijke inspanning,1,2,-2,0,0,1,2,0,0,3,1,1,0.75,1.2880570286640687
vergt aangepaste kledij,-1,2,0,1,2,2,3,3,-1,2,2,1,1.3333333333333333,1.3706888336846836
vergt een goede conditie,-2,1,0,-3,2,0,2,0,1,1,1,0,0.25,1.4847711791873706
vergt motivatie,1,2,1,0,0,1,2,2,1,2,2,2,1.3333333333333333,0.7784989441615229
vergt specifieke technieken,-2,2,2,2,3,2,3,0,2,2,2,3,1.75,1.4222261679238197
vergt veel training,-3,0,-3,-2,-3,1,1,1,-2,1,1,-1,-0.75,1.764549903980152
veroorzaakt vetverbranding,3,3,2,3,0,2,3,2,2,1,2,2,2.0833333333333335,0.90033663737852
wordt binnen gespeeld,-1,1,1,-1,1,2,2,0,-2,1,0,2,0.5,1.3142574813455419
wordt buiten beoefend,-2,1,1,1,3,2,2,2,-1,1,2,2,1.1666666666666667,1.4034589305344742
wordt gespeeld in clubverband,2,2,1,2,2,2,1,3,1,2,2,3,1.9166666666666667,0.6685579234215215
wordt vaak in groepsverband gedaan,-1,3,3,2,3,2,3,3,-1,2,2,1,1.8333333333333333,1.4668044012461754
