feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
angstaanjagend,0,2,1,2,0,1,0,1,-1,1,-2,1,0.5,1.1677484162422844
eet insecten,1,2,2,-1,2,1,0,1,2,3,1,0,1.1666666666666667,1.1146408580454257
er zijn verschillende soorten,3,2,3,3,-1,3,3,1,1,3,3,0,2.0,1.4142135623730951
gaat dood,-2,0,-3,2,-3,1,1,-1,0,-2,0,-1,-0.6666666666666666,1.6143297699232972
gevaarlijk,2,2,1,0,0,3,2,1,1,2,2,0,1.3333333333333333,0.9847319278346619
heeft een lange tong,-1,1,1,0,0,2,0,2,1,2,-2,0,0.5,1.243163121016122
heeft een staart,1,2,3,2,0,2,1,1,2,3,0,0,1.4166666666666667,1.0836246694508316
heeft geen poten,1,1,0,1,1,0,-2,1,1,1,-2,0,0.25,1.1381803659589922
heeft longen,-2,0,1,3,-2,1,1,-2,1,-1,1,-1,0.0,1.5954480704349312
heeft schubben,1,1,1,2,2,2,0,1,1,2,2,1,1.3333333333333333,0.6513389472789296
heeft tanden,2,2,1,3,0,0,0,1,1,2,1,0,1.0833333333333333,0.996204919895622
heeft vier poten,1,1,3,2,-2,0,3,1,2,1,0,0,1.0,1.4142135623730951
houdt winterslaap,0,0,1,0,2,1,1,1,2,-1,1,1,0.75,0.8660254037844386
is een dier,3,3,3,3,0,3,3,2,3,3,3,3,2.6666666666666665,0.8876253645985945
is een exotisch dier,1,1,0,-1,0,1,1,0,2,2,3,0,0.8333333333333334,1.1146408580454255
is een schildpad,-3,0,-3,0,1,-1,-1,0,0,2,-3,0,-0.6666666666666666,1.6143297699232972
is gewerveld,1,1,1,3,2,2,2,3,2,0,1,1,1.5833333333333333,0.90033663737852
is glibberig,1,1,-2,1,2,0,2,1,1,3,-2,3,0.9166666666666666,1.6213537179739277
is griezelig,1,1,-3,-2,-3,1,1,1,-2,-1,0,1,-0.4166666666666667,1.6764862244009227
is groen,0,1,1,1,1,1,-1,1,1,1,0,0,0.5833333333333334,0.6685579234215215
is lelijk,-1,3,-1,0,-3,0,2,-1,1,-1,1,0,0.0,1.5954480704349312
is vies,0,2,-3,0,-3,1,3,0,-3,-2,1,0,-0.3333333333333333,2.015094553763188
kan bijten,2,1,-3,-1,-2,0,1,0,1,-2,1,1,-0.08333333333333333,1.5642792899510294
kan gevaarlijk zijn,2,1,-3,0,-2,2,1,0,-1,1,1,1,0.25,1.5447859516333116
kan giftig zijn,3,3,1,1,0,0,2,2,1,2,2,1,1.5,1.0
koudbloedig,2,2,3,3,3,3,3,2,3,3,3,0,2.5,0.9045340337332909
leeft in de zoo,3,1,3,-1,0,0,2,0,1,-1,-2,0,0.5,1.5666989036012806
leeft in water,1,1,0,1,0,1,0,2,2,-2,0,0,0.5,1.087114613009218
leeft op het land,2,1,1,2,-3,0,3,1,1,3,2,0,1.0833333333333333,1.6213537179739275
leeft op het land en in het water,2,1,0,0,1,3,3,2,2,0,3,0,1.4166666666666667,1.2401124093721456
legt eieren,2,2,3,3,1,3,3,2,2,3,3,0,2.25,0.9653072991634227
soort slang,1,2,0,-1,1,0,2,2,1,2,-3,0,0.5833333333333334,1.5050420310248864
soort van krokodil,1,0,1,-1,2,1,2,1,0,2,1,1,0.9166666666666666,0.90033663737852
stamt af van de dinosauriërs,1,2,3,-1,3,2,3,1,-1,1,3,0,1.4166666666666667,1.5050420310248867
wordt soms als huisdier gehouden,-2,1,-3,-1,-2,0,1,-3,1,1,1,1,-0.4166666666666667,1.6764862244009227
