feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
bepaalt je sociale status,1,2,1,1,1,1,2,2,2,2,1,2,1.5,0.5222329678670935
bron van stress / frustraties,2,2,-1,0,1,-1,0,2,3,3,1,2,1.1666666666666667,1.403458930534474
er zijn verschillende soorten van,-1,0,-3,0,1,-1,0,0,1,2,0,1,0.0,1.2792042981336627
heb je een speciale outfit voor nodig,-1,1,-2,1,0,0,1,-1,1,1,0,0,0.08333333333333333,0.996204919895622
heeft sterke invloed op de rest van je leven,3,2,-1,2,-1,2,1,1,2,2,0,2,1.25,1.2880570286640687
is bij wet geregeld,1,0,-3,1,0,1,1,-2,0,1,1,-2,-0.08333333333333333,1.443375672974064
is een activiteit,1,1,1,1,2,2,2,1,1,1,1,1,1.25,0.45226701686664544
is een job,3,3,2,2,2,3,3,3,2,3,3,1,2.5,0.674199862463242
is iets dat je elke dag uitoefent,3,2,2,1,1,3,3,2,1,2,2,2,2.0,0.7385489458759964
is iets voor volwassenen,3,2,1,1,-1,2,1,3,2,3,2,1,1.6666666666666667,1.1547005383792517
is verschillend voor mannen en vrouwen,-2,-1,-3,-1,1,1,0,0,-1,0,1,-2,-0.5833333333333334,1.3113721705515067
is voordelig voor staat/economie,1,1,2,0,1,1,1,0,-1,2,2,1,0.9166666666666666,0.90033663737852
moet je graag doen om het vol te houden,1,1,-1,1,0,0,2,1,3,2,2,-1,0.9166666666666666,1.2401124093721454
neemt veel tijd in beslag,3,2,2,1,1,2,2,1,1,2,2,2,1.75,0.621581560508061
oefen je je hele leven uit,3,1,-2,1,-1,0,1,0,1,1,-3,0,0.16666666666666666,1.5859229221975182
oefen je niet thuis uit,2,2,-2,0,0,0,1,1,1,-1,-3,0,0.08333333333333333,1.5050420310248867
oefen je uit,1,1,2,1,2,3,3,2,3,2,1,2,1.9166666666666667,0.7929614610987591
verdien je geld mee,3,3,3,3,3,3,3,2,3,3,2,3,2.8333333333333335,0.38924947208076144
vereist opleiding,2,3,3,2,1,1,2,0,1,2,2,3,1.8333333333333333,0.9374368665610922
vereist specifieke kennis,2,2,3,2,2,1,2,2,2,2,2,2,2.0,0.4264014327112209
vereist specifieke vaardigheden,2,2,2,2,2,1,2,2,2,2,2,2,1.9166666666666667,0.28867513459481287
