exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
koffiezet,0.21000000000000002,0.16799999999999998,0.296,0.22599999999999998,0.378,0.198,0.246,0.146,0.418,0.16799999999999998,1.0,0.304,0.272,0.148,0.294,0.324,0.16799999999999998,0.186,0.21400000000000002,0.162,0.382,0.144,0.118,0.182,0.175,0.42800000000000005,0.268,0.302,0.176,0.516,0.156,0.16399999999999998,0.238
kom,0.22599999999999998,0.49800000000000005,0.144,0.284,0.20400000000000001,0.198,0.33199999999999996,0.18,0.422,0.294,0.304,1.0,0.202,0.178,0.24,0.294,0.146,0.20400000000000001,0.322,0.5,0.6980000000000001,0.16999999999999998,0.136,0.20400000000000001,0.23958333333333334,0.47400000000000003,0.162,0.48600000000000004,0.21200000000000002,0.238,0.32,0.5740000000000001,0.324
lepel,0.268,0.398,0.176,0.162,0.146,0.142,0.246,0.156,0.23399999999999999,0.42800000000000005,0.272,0.202,1.0,0.592,0.156,0.286,0.21800000000000003,0.176,0.128,0.238,0.21600000000000003,0.2,0.316,0.148,0.5291666666666667,0.296,0.892,0.154,0.642,0.20400000000000001,0.16599999999999998,0.23199999999999998,0.2
mes,0.356,0.354,0.174,0.22999999999999998,0.23199999999999998,0.144,0.20800000000000002,0.158,0.196,0.282,0.148,0.178,0.592,1.0,0.186,0.21400000000000002,0.196,0.13799999999999998,0.18,0.22999999999999998,0.202,0.374,0.614,0.178,0.39166666666666666,0.25,0.41600000000000004,0.128,0.5559999999999999,0.11000000000000001,0.18,0.152,0.21800000000000003
microgolf,0.19,0.238,0.356,0.136,0.45999999999999996,0.38,0.21000000000000002,0.156,0.362,0.18,0.294,0.24,0.156,0.186,1.0,0.21000000000000002,0.154,0.176,0.658,0.33199999999999996,0.262,0.142,0.128,0.11599999999999999,0.11875,0.268,0.132,0.13999999999999999,0.2,0.386,0.192,0.26,0.12
mixer,0.252,0.192,0.22999999999999998,0.20400000000000001,0.21200000000000002,0.244,0.154,0.142,0.198,0.732,0.324,0.294,0.286,0.21400000000000002,0.21000000000000002,1.0,0.21800000000000003,0.144,0.20400000000000001,0.20600000000000002,0.21800000000000003,0.274,0.248,0.172,0.32291666666666663,0.174,0.21400000000000002,0.176,0.29,0.22599999999999998,0.186,0.16799999999999998,0.22799999999999998
notenkraker,0.34199999999999997,0.13,0.158,0.162,0.162,0.15,0.144,0.136,0.122,0.268,0.16799999999999998,0.146,0.21800000000000003,0.196,0.154,0.21800000000000003,1.0,0.144,0.154,0.142,0.152,0.21600000000000003,0.302,0.16,0.20208333333333334,0.146,0.2,0.122,0.202,0.244,0.21800000000000003,0.144,0.142
onderlegger,0.21000000000000002,0.378,0.21200000000000002,0.158,0.13799999999999998,0.1,0.194,0.312,0.202,0.23199999999999998,0.186,0.20400000000000001,0.176,0.13799999999999998,0.176,0.144,0.144,1.0,0.176,0.24,0.238,0.16399999999999998,0.128,0.16599999999999998,0.18958333333333333,0.244,0.146,0.144,0.176,0.142,0.178,0.15,0.146
oven,0.176,0.188,0.374,0.13,0.536,0.33199999999999996,0.152,0.20800000000000002,0.352,0.15,0.21400000000000002,0.322,0.128,0.18,0.658,0.20400000000000001,0.154,0.176,1.0,0.404,0.324,0.126,0.146,0.252,0.15,0.144,0.144,0.19,0.236,0.388,0.20400000000000001,0.368,0.128
pan,0.148,0.344,0.262,0.198,0.43,0.172,0.242,0.15,0.40800000000000003,0.20800000000000002,0.162,0.5,0.238,0.22999999999999998,0.33199999999999996,0.20600000000000002,0.142,0.24,0.404,1.0,0.734,0.22599999999999998,0.142,0.19,0.20416666666666666,0.23199999999999998,0.16399999999999998,0.27799999999999997,0.22999999999999998,0.358,0.16999999999999998,0.572,0.258
pot,0.24,0.422,0.16799999999999998,0.32,0.296,0.188,0.32,0.192,0.6639999999999999,0.20800000000000002,0.382,0.6980000000000001,0.21600000000000003,0.202,0.262,0.21800000000000003,0.152,0.238,0.324,0.734,1.0,0.182,0.11000000000000001,0.20600000000000002,0.22708333333333336,0.42000000000000004,0.196,0.42000000000000004,0.194,0.378,0.18,0.554,0.27799999999999997
rasp,0.2,0.194,0.16399999999999998,0.136,0.13999999999999999,0.132,0.172,0.16,0.21000000000000002,0.252,0.144,0.16999999999999998,0.2,0.374,0.142,0.274,0.21600000000000003,0.16399999999999998,0.126,0.22599999999999998,0.182,1.0,0.352,0.132,0.2875,0.176,0.154,0.238,0.294,0.172,0.176,0.16,0.404
schaar,0.36,0.144,0.13,0.128,0.16799999999999998,0.16599999999999998,0.20400000000000001,0.136,0.144,0.244,0.118,0.136,0.316,0.614,0.128,0.248,0.302,0.128,0.146,0.142,0.11000000000000001,0.352,1.0,0.202,0.23541666666666666,0.22400000000000003,0.21000000000000002,0.124,0.388,0.156,0.16599999999999998,0.15,0.184
schort,0.13999999999999999,0.176,0.142,0.12,0.244,0.12,0.16999999999999998,0.45199999999999996,0.13,0.202,0.182,0.20400000000000001,0.148,0.178,0.11599999999999999,0.172,0.16,0.16599999999999998,0.252,0.19,0.20600000000000002,0.132,0.202,1.0,0.15833333333333333,0.15,0.13999999999999999,0.154,0.146,0.178,0.13799999999999998,0.21200000000000002,0.11599999999999999
spatel,0.18333333333333332,0.12708333333333333,0.15,0.17708333333333331,0.16041666666666668,0.14791666666666667,0.18958333333333333,0.17083333333333334,0.24166666666666664,0.4375,0.175,0.23958333333333334,0.5291666666666667,0.39166666666666666,0.11875,0.32291666666666663,0.20208333333333334,0.18958333333333333,0.15,0.20416666666666666,0.22708333333333336,0.2875,0.23541666666666666,0.15833333333333333,1.0,0.20416666666666666,0.3625,0.18541666666666667,0.39791666666666664,0.14583333333333331,0.1625,0.20625,0.22083333333333335
tas,0.126,0.344,0.158,0.32799999999999996,0.134,0.156,0.666,0.144,0.27599999999999997,0.186,0.42800000000000005,0.47400000000000003,0.296,0.25,0.268,0.174,0.146,0.244,0.144,0.23199999999999998,0.42000000000000004,0.176,0.22400000000000003,0.15,0.20416666666666666,1.0,0.3,0.21800000000000003,0.194,0.39,0.20400000000000001,0.264,0.126
theelepel,0.198,0.31,0.134,0.16999999999999998,0.10600000000000001,0.12,0.202,0.162,0.27999999999999997,0.324,0.268,0.162,0.892,0.41600000000000004,0.132,0.21400000000000002,0.2,0.146,0.144,0.16399999999999998,0.196,0.154,0.21000000000000002,0.13999999999999999,0.3625,0.3,1.0,0.144,0.492,0.23399999999999999,0.21600000000000003,0.152,0.188
vergiet,0.16799999999999998,0.294,0.156,0.18,0.162,0.158,0.16599999999999998,0.21800000000000003,0.33199999999999996,0.188,0.302,0.48600000000000004,0.154,0.128,0.13999999999999999,0.176,0.122,0.144,0.19,0.27799999999999997,0.42000000000000004,0.238,0.124,0.154,0.18541666666666667,0.21800000000000003,0.144,1.0,0.22599999999999998,0.238,0.194,0.32999999999999996,0.5820000000000001
vork,0.27,0.372,0.184,0.188,0.186,0.136,0.21800000000000003,0.178,0.16399999999999998,0.434,0.176,0.21200000000000002,0.642,0.5559999999999999,0.2,0.29,0.202,0.176,0.236,0.22999999999999998,0.194,0.294,0.388,0.146,0.39791666666666664,0.194,0.492,0.22599999999999998,1.0,0.156,0.154,0.296,0.20800000000000002
waterkoker,0.20800000000000002,0.16799999999999998,0.324,0.272,0.384,0.22599999999999998,0.346,0.18,0.46399999999999997,0.16999999999999998,0.516,0.238,0.20400000000000001,0.11000000000000001,0.386,0.22599999999999998,0.244,0.142,0.388,0.358,0.378,0.172,0.156,0.178,0.14583333333333331,0.39,0.23399999999999999,0.238,0.156,1.0,0.23399999999999999,0.286,0.156
weegschaal,0.196,0.27,0.174,0.148,0.174,0.178,0.16,0.16599999999999998,0.194,0.16399999999999998,0.156,0.32,0.16599999999999998,0.18,0.192,0.186,0.21800000000000003,0.178,0.20400000000000001,0.16999999999999998,0.18,0.176,0.16599999999999998,0.13799999999999998,0.1625,0.20400000000000001,0.21600000000000003,0.194,0.154,0.23399999999999999,1.0,0.22400000000000003,0.23399999999999999
wok,0.156,0.34199999999999997,0.158,0.188,0.27799999999999997,0.20400000000000001,0.21600000000000003,0.13799999999999998,0.36,0.196,0.16399999999999998,0.5740000000000001,0.23199999999999998,0.152,0.26,0.16799999999999998,0.144,0.15,0.368,0.572,0.554,0.16,0.15,0.21200000000000002,0.20625,0.264,0.152,0.32999999999999996,0.296,0.286,0.22400000000000003,1.0,0.254
zeef,0.19,0.236,0.156,0.144,0.134,0.10200000000000001,0.18,0.2,0.27999999999999997,0.22599999999999998,0.238,0.324,0.2,0.21800000000000003,0.12,0.22799999999999998,0.142,0.146,0.128,0.258,0.27799999999999997,0.404,0.184,0.11599999999999999,0.22083333333333335,0.126,0.188,0.5820000000000001,0.20800000000000002,0.156,0.23399999999999999,0.254,1.0
