exemplar,beha,bloes,broek,das,hemd,hoed,jas,jeans,jogging,kleed,kostuum,laarzen,muts,pet,pyjama,riem,rok,salopet,schoenen,short,sjaal,slip,sokken,sweater,t-shirt,topje,trui,wanten,zwempak
beha,1.0,0.34375,0.19375,0.21666666666666665,0.18125,0.10833333333333332,0.17083333333333334,0.20625,0.19166666666666668,0.32083333333333336,0.19375,0.12916666666666668,0.14375,0.15208333333333332,0.2625,0.17916666666666667,0.23541666666666666,0.21739130434782608,0.12291666666666667,0.20625,0.20625,0.475,0.26875,0.22291666666666665,0.27708333333333335,0.4520833333333333,0.25625,0.18541666666666667,0.32083333333333336
bloes,0.34375,1.0,0.3625,0.24583333333333335,0.6895833333333333,0.19375,0.32916666666666666,0.225,0.2875,0.34375,0.4,0.19583333333333333,0.2125,0.21041666666666664,0.37916666666666665,0.29166666666666663,0.24375,0.28695652173913044,0.16666666666666669,0.25416666666666665,0.21041666666666664,0.20208333333333334,0.19375,0.46875,0.48125,0.4791666666666667,0.4979166666666667,0.13333333333333333,0.18125
broek,0.19375,0.3625,1.0,0.26458333333333334,0.3770833333333333,0.23125,0.25,0.7270833333333333,0.6083333333333333,0.31875,0.4895833333333333,0.24583333333333335,0.23958333333333334,0.19583333333333333,0.4125,0.39791666666666664,0.4104166666666667,0.5260869565217392,0.30208333333333337,0.56875,0.21458333333333335,0.32708333333333334,0.2520833333333333,0.28958333333333336,0.24375,0.30416666666666664,0.24791666666666665,0.16875,0.2125
das,0.21666666666666665,0.24583333333333335,0.26458333333333334,1.0,0.3875,0.28125,0.23541666666666666,0.22291666666666665,0.13125,0.1375,0.4895833333333333,0.22291666666666665,0.17708333333333331,0.21875,0.19583333333333333,0.33333333333333337,0.15833333333333333,0.1673913043478261,0.15833333333333333,0.175,0.4354166666666667,0.2125,0.25,0.18541666666666667,0.20625,0.14166666666666666,0.20416666666666666,0.19166666666666668,0.14375
hemd,0.18125,0.6895833333333333,0.3770833333333333,0.3875,1.0,0.2875,0.3729166666666667,0.30833333333333335,0.22708333333333336,0.26458333333333334,0.4979166666666667,0.17291666666666666,0.24375,0.19791666666666669,0.41875,0.25,0.22916666666666666,0.25,0.21666666666666665,0.2520833333333333,0.1625,0.2625,0.20625,0.4208333333333333,0.4604166666666667,0.39166666666666666,0.4583333333333333,0.20625,0.19791666666666669
hoed,0.10833333333333332,0.19375,0.23125,0.28125,0.2875,1.0,0.35416666666666663,0.2,0.13958333333333334,0.2,0.27708333333333335,0.24375,0.58125,0.625,0.17916666666666667,0.22708333333333336,0.21666666666666665,0.2608695652173913,0.25833333333333336,0.22291666666666665,0.29375,0.16875,0.22916666666666666,0.20416666666666666,0.17708333333333331,0.14166666666666666,0.1875,0.3145833333333333,0.14583333333333331
jas,0.17083333333333334,0.32916666666666666,0.25,0.23541666666666666,0.3729166666666667,0.35416666666666663,1.0,0.27708333333333335,0.30416666666666664,0.25833333333333336,0.3875,0.2625,0.31875,0.24166666666666664,0.25416666666666665,0.21458333333333335,0.19166666666666668,0.3021739130434783,0.23958333333333334,0.18958333333333333,0.44375,0.13125,0.20208333333333334,0.33125,0.36041666666666666,0.25,0.4291666666666667,0.3104166666666667,0.18333333333333332
jeans,0.20625,0.225,0.7270833333333333,0.22291666666666665,0.30833333333333335,0.2,0.27708333333333335,1.0,0.4020833333333333,0.28541666666666665,0.19791666666666669,0.17291666666666666,0.26666666666666666,0.21458333333333335,0.23541666666666666,0.33125,0.33125,0.41521739130434787,0.22083333333333335,0.46875,0.20416666666666666,0.25833333333333336,0.26458333333333334,0.3,0.3,0.3375,0.3,0.16458333333333333,0.14166666666666666
jogging,0.19166666666666668,0.2875,0.6083333333333333,0.13125,0.22708333333333336,0.13958333333333334,0.30416666666666664,0.4020833333333333,1.0,0.23333333333333334,0.27708333333333335,0.16875,0.19791666666666669,0.22083333333333335,0.4458333333333333,0.14375,0.175,0.3282608695652174,0.3416666666666667,0.39791666666666664,0.2625,0.1875,0.29375,0.39791666666666664,0.38958333333333334,0.32708333333333334,0.36458333333333337,0.17083333333333334,0.23958333333333334
kleed,0.32083333333333336,0.34375,0.31875,0.1375,0.26458333333333334,0.2,0.25833333333333336,0.28541666666666665,0.23333333333333334,1.0,0.4375,0.1875,0.15625,0.14583333333333331,0.3458333333333333,0.15,0.5354166666666667,0.24130434782608695,0.20416666666666666,0.3145833333333333,0.21875,0.28541666666666665,0.15208333333333332,0.275,0.24583333333333335,0.36458333333333337,0.27291666666666664,0.175,0.24583333333333335
kostuum,0.19375,0.4,0.4895833333333333,0.4895833333333333,0.4979166666666667,0.27708333333333335,0.3875,0.19791666666666669,0.27708333333333335,0.4375,1.0,0.23958333333333334,0.1625,0.15625,0.3458333333333333,0.35625,0.23541666666666666,0.2608695652173913,0.3125,0.19583333333333333,0.21458333333333335,0.15833333333333333,0.28541666666666665,0.23541666666666666,0.26041666666666663,0.21458333333333335,0.275,0.16458333333333333,0.26041666666666663
laarzen,0.12916666666666668,0.19583333333333333,0.24583333333333335,0.22291666666666665,0.17291666666666666,0.24375,0.2625,0.17291666666666666,0.16875,0.1875,0.23958333333333334,1.0,0.25625,0.20416666666666666,0.1875,0.17083333333333334,0.14791666666666667,0.21739130434782608,0.5916666666666667,0.175,0.22708333333333336,0.16666666666666669,0.36041666666666666,0.21041666666666664,0.15,0.17291666666666666,0.23125,0.27291666666666664,0.11666666666666667
muts,0.14375,0.2125,0.23958333333333334,0.17708333333333331,0.24375,0.58125,0.31875,0.26666666666666666,0.19791666666666669,0.15625,0.1625,0.25625,1.0,0.6958333333333333,0.275,0.19375,0.17083333333333334,0.22391304347826088,0.1875,0.17916666666666667,0.44375,0.20625,0.20416666666666666,0.2125,0.22916666666666666,0.14791666666666667,0.33541666666666664,0.425,0.18333333333333332
pet,0.15208333333333332,0.21041666666666664,0.19583333333333333,0.21875,0.19791666666666669,0.625,0.24166666666666664,0.21458333333333335,0.22083333333333335,0.14583333333333331,0.15625,0.20416666666666666,0.6958333333333333,1.0,0.15208333333333332,0.22083333333333335,0.23541666666666666,0.22826086956521738,0.1875,0.24583333333333335,0.275,0.18541666666666667,0.18125,0.21458333333333335,0.20625,0.18125,0.17291666666666666,0.20625,0.11666666666666667
pyjama,0.2625,0.37916666666666665,0.4125,0.19583333333333333,0.41875,0.17916666666666667,0.25416666666666665,0.23541666666666666,0.4458333333333333,0.3458333333333333,0.3458333333333333,0.1875,0.275,0.15208333333333332,1.0,0.14166666666666666,0.19583333333333333,0.33043478260869563,0.13958333333333334,0.3458333333333333,0.1375,0.30833333333333335,0.22291666666666665,0.27708333333333335,0.4229166666666667,0.3375,0.27083333333333337,0.17708333333333331,0.19791666666666669
riem,0.17916666666666667,0.29166666666666663,0.39791666666666664,0.33333333333333337,0.25,0.22708333333333336,0.21458333333333335,0.33125,0.14375,0.15,0.35625,0.17083333333333334,0.19375,0.22083333333333335,0.14166666666666666,1.0,0.25833333333333336,0.2673913043478261,0.23125,0.2520833333333333,0.26458333333333334,0.21041666666666664,0.16666666666666669,0.1875,0.25833333333333336,0.17708333333333331,0.22916666666666666,0.20208333333333334,0.15625
rok,0.23541666666666666,0.24375,0.4104166666666667,0.15833333333333333,0.22916666666666666,0.21666666666666665,0.19166666666666668,0.33125,0.175,0.5354166666666667,0.23541666666666666,0.14791666666666667,0.17083333333333334,0.23541666666666666,0.19583333333333333,0.25833333333333336,1.0,0.2152173913043478,0.20416666666666666,0.36041666666666666,0.19166666666666668,0.26875,0.2520833333333333,0.25,0.3104166666666667,0.37083333333333335,0.26458333333333334,0.17291666666666666,0.225
salopet,0.21739130434782608,0.28695652173913044,0.5260869565217392,0.1673913043478261,0.25,0.2608695652173913,0.3021739130434783,0.41521739130434787,0.3282608695652174,0.24130434782608695,0.2608695652173913,0.21739130434782608,0.22391304347826088,0.22826086956521738,0.33043478260869563,0.2673913043478261,0.2152173913043478,1.0,0.2717391304347826,0.4413043478260869,0.25,0.2217391304347826,0.2652173913043478,0.2760869565217391,0.3173913043478261,0.25434782608695655,0.22391304347826088,0.1934782608695652,0.23260869565217393
schoenen,0.12291666666666667,0.16666666666666669,0.30208333333333337,0.15833333333333333,0.21666666666666665,0.25833333333333336,0.23958333333333334,0.22083333333333335,0.3416666666666667,0.20416666666666666,0.3125,0.5916666666666667,0.1875,0.1875,0.13958333333333334,0.23125,0.20416666666666666,0.2717391304347826,1.0,0.23958333333333334,0.21875,0.16041666666666668,0.4958333333333333,0.20833333333333334,0.18541666666666667,0.18958333333333333,0.25416666666666665,0.24166666666666664,0.1625
short,0.20625,0.25416666666666665,0.56875,0.175,0.2520833333333333,0.22291666666666665,0.18958333333333333,0.46875,0.39791666666666664,0.3145833333333333,0.19583333333333333,0.175,0.17916666666666667,0.24583333333333335,0.3458333333333333,0.2520833333333333,0.36041666666666666,0.4413043478260869,0.23958333333333334,1.0,0.23958333333333334,0.4479166666666667,0.21666666666666665,0.27083333333333337,0.3770833333333333,0.39583333333333337,0.21458333333333335,0.2375,0.25625
sjaal,0.20625,0.21041666666666664,0.21458333333333335,0.4354166666666667,0.1625,0.29375,0.44375,0.20416666666666666,0.2625,0.21875,0.21458333333333335,0.22708333333333336,0.44375,0.275,0.1375,0.26458333333333334,0.19166666666666668,0.25,0.21875,0.23958333333333334,1.0,0.18333333333333332,0.225,0.26875,0.20833333333333334,0.16458333333333333,0.2791666666666667,0.45,0.15625
slip,0.475,0.20208333333333334,0.32708333333333334,0.2125,0.2625,0.16875,0.13125,0.25833333333333336,0.1875,0.28541666666666665,0.15833333333333333,0.16666666666666669,0.20625,0.18541666666666667,0.30833333333333335,0.21041666666666664,0.26875,0.2217391304347826,0.16041666666666668,0.4479166666666667,0.18333333333333332,1.0,0.325,0.20625,0.2,0.22083333333333335,0.19791666666666669,0.17291666666666666,0.32291666666666663
sokken,0.26875,0.19375,0.2520833333333333,0.25,0.20625,0.22916666666666666,0.20208333333333334,0.26458333333333334,0.29375,0.15208333333333332,0.28541666666666665,0.36041666666666666,0.20416666666666666,0.18125,0.22291666666666665,0.16666666666666669,0.2520833333333333,0.2652173913043478,0.4958333333333333,0.21666666666666665,0.225,0.325,1.0,0.20208333333333334,0.14375,0.17708333333333331,0.20625,0.275,0.14375
sweater,0.22291666666666665,0.46875,0.28958333333333336,0.18541666666666667,0.4208333333333333,0.20416666666666666,0.33125,0.3,0.39791666666666664,0.275,0.23541666666666666,0.21041666666666664,0.2125,0.21458333333333335,0.27708333333333335,0.1875,0.25,0.2760869565217391,0.20833333333333334,0.27083333333333337,0.26875,0.20625,0.20208333333333334,1.0,0.4416666666666667,0.36666666666666664,0.6604166666666667,0.24166666666666664,0.18333333333333332
t-shirt,0.27708333333333335,0.48125,0.24375,0.20625,0.4604166666666667,0.17708333333333331,0.36041666666666666,0.3,0.38958333333333334,0.24583333333333335,0.26041666666666663,0.15,0.22916666666666666,0.20625,0.4229166666666667,0.25833333333333336,0.3104166666666667,0.3173913043478261,0.18541666666666667,0.3770833333333333,0.20833333333333334,0.2,0.14375,0.4416666666666667,1.0,0.13333333333333333,0.20625,0.15,0.27083333333333337
topje,0.4520833333333333,0.4791666666666667,0.30416666666666664,0.14166666666666666,0.39166666666666666,0.14166666666666666,0.25,0.3375,0.32708333333333334,0.36458333333333337,0.21458333333333335,0.17291666666666666,0.14791666666666667,0.18125,0.3375,0.17708333333333331,0.37083333333333335,0.25434782608695655,0.18958333333333333,0.39583333333333337,0.16458333333333333,0.22083333333333335,0.17708333333333331,0.36666666666666664,0.13333333333333333,1.0,0.51875,0.24583333333333335,0.32916666666666666
trui,0.25625,0.4979166666666667,0.24791666666666665,0.20416666666666666,0.4583333333333333,0.1875,0.4291666666666667,0.3,0.36458333333333337,0.27291666666666664,0.275,0.23125,0.33541666666666664,0.17291666666666666,0.27083333333333337,0.22916666666666666,0.26458333333333334,0.22391304347826088,0.25416666666666665,0.21458333333333335,0.2791666666666667,0.19791666666666669,0.20625,0.6604166666666667,0.20625,0.51875,1.0,0.51875,0.5416666666666667
wanten,0.18541666666666667,0.13333333333333333,0.16875,0.19166666666666668,0.20625,0.3145833333333333,0.3104166666666667,0.16458333333333333,0.17083333333333334,0.175,0.16458333333333333,0.27291666666666664,0.425,0.20625,0.17708333333333331,0.20208333333333334,0.17291666666666666,0.1934782608695652,0.24166666666666664,0.2375,0.45,0.17291666666666666,0.275,0.24166666666666664,0.15,0.24583333333333335,0.51875,1.0,0.15
zwempak,0.32083333333333336,0.18125,0.2125,0.14375,0.19791666666666669,0.14583333333333331,0.18333333333333332,0.14166666666666666,0.23958333333333334,0.24583333333333335,0.26041666666666663,0.11666666666666667,0.18333333333333332,0.11666666666666667,0.19791666666666669,0.15625,0.225,0.23260869565217393,0.1625,0.25625,0.15625,0.32291666666666663,0.14375,0.18333333333333332,0.27083333333333337,0.32916666666666666,0.5416666666666667,0.15,1.0
