exemplar,beha,bloes,broek,das,hemd,hoed,jas,jeans,jogging,kleed,kostuum,laarzen,muts,pet,pyjama,riem,rok,salopet,schoenen,short,sjaal,slip,sokken,sweater,t-shirt,topje,trui,wanten,zwempak
beha,1.0,0.34375,0.19375,0.21666666666666665,0.18125,0.10833333333333332,0.17083333333333334,0.20625,0.19166666666666668,0.32083333333333336,0.19375,0.12916666666666668,0.14375,0.15208333333333332,0.2625,0.17916666666666667,0.23541666666666666,0.21739130434782608,0.12608695652173912,0.21304347826086958,0.21304347826086958,0.4913043478260869,0.2717391304347826,0.23043478260869565,0.2847826086956522,0.45869565217391306,0.2630434782608696,0.19130434782608696,0.3152173913043478
bloes,0.34375,1.0,0.3625,0.24583333333333335,0.6895833333333333,0.19375,0.32916666666666666,0.225,0.2875,0.34375,0.4,0.19583333333333333,0.2125,0.21041666666666664,0.37916666666666665,0.29166666666666663,0.24375,0.28695652173913044,0.17173913043478262,0.2630434782608696,0.21739130434782608,0.20869565217391303,0.2,0.4695652173913044,0.4717391304347826,0.4913043478260869,0.5,0.13695652173913045,0.18695652173913044
broek,0.19375,0.3625,1.0,0.26458333333333334,0.3770833333333333,0.23125,0.25,0.7270833333333333,0.6083333333333333,0.31875,0.4895833333333333,0.24583333333333335,0.23958333333333334,0.19583333333333333,0.4125,0.39791666666666664,0.4104166666666667,0.5260869565217392,0.3130434782608696,0.5891304347826087,0.2217391304347826,0.33695652173913043,0.2608695652173913,0.3,0.25217391304347825,0.3152173913043478,0.25652173913043474,0.17391304347826086,0.21739130434782608
das,0.21666666666666665,0.24583333333333335,0.26458333333333334,1.0,0.3875,0.28125,0.23541666666666666,0.22291666666666665,0.13125,0.1375,0.4895833333333333,0.22291666666666665,0.17708333333333331,0.21875,0.19583333333333333,0.33333333333333337,0.15833333333333333,0.1673913043478261,0.16304347826086957,0.18043478260869567,0.43478260869565216,0.21739130434782608,0.25652173913043474,0.1891304347826087,0.21304347826086958,0.14565217391304347,0.2108695652173913,0.1934782608695652,0.14782608695652172
hemd,0.18125,0.6895833333333333,0.3770833333333333,0.3875,1.0,0.2875,0.3729166666666667,0.30833333333333335,0.22708333333333336,0.26458333333333334,0.4979166666666667,0.17291666666666666,0.24375,0.19791666666666669,0.41875,0.25,0.22916666666666666,0.25,0.22391304347826088,0.2608695652173913,0.16521739130434782,0.2673913043478261,0.21304347826086958,0.41956521739130437,0.4695652173913044,0.3978260869565217,0.4695652173913044,0.21304347826086958,0.20434782608695654
hoed,0.10833333333333332,0.19375,0.23125,0.28125,0.2875,1.0,0.35416666666666663,0.2,0.13958333333333334,0.2,0.27708333333333335,0.24375,0.58125,0.625,0.17916666666666667,0.22708333333333336,0.21666666666666665,0.2608695652173913,0.2652173913043478,0.23043478260869565,0.30434782608695654,0.17391304347826086,0.2347826086956522,0.2108695652173913,0.1826086956521739,0.14565217391304347,0.1934782608695652,0.3239130434782609,0.15
jas,0.17083333333333334,0.32916666666666666,0.25,0.23541666666666666,0.3729166666666667,0.35416666666666663,1.0,0.27708333333333335,0.30416666666666664,0.25833333333333336,0.3875,0.2625,0.31875,0.24166666666666664,0.25416666666666665,0.21458333333333335,0.19166666666666668,0.3021739130434783,0.24782608695652172,0.1956521739130435,0.4608695652173913,0.13478260869565217,0.20869565217391303,0.33695652173913043,0.3652173913043478,0.25652173913043474,0.42826086956521736,0.32173913043478264,0.1891304347826087
jeans,0.20625,0.225,0.7270833333333333,0.22291666666666665,0.30833333333333335,0.2,0.27708333333333335,1.0,0.4020833333333333,0.28541666666666665,0.19791666666666669,0.17291666666666666,0.26666666666666666,0.21458333333333335,0.23541666666666666,0.33125,0.33125,0.41521739130434787,0.22826086956521738,0.48478260869565215,0.2108695652173913,0.2652173913043478,0.2739130434782609,0.3108695652173913,0.3108695652173913,0.35,0.30869565217391304,0.16956521739130434,0.14565217391304347
jogging,0.19166666666666668,0.2875,0.6083333333333333,0.13125,0.22708333333333336,0.13958333333333334,0.30416666666666664,0.4020833333333333,1.0,0.23333333333333334,0.27708333333333335,0.16875,0.19791666666666669,0.22083333333333335,0.4458333333333333,0.14375,0.175,0.3282608695652174,0.35434782608695653,0.4108695652173913,0.2717391304347826,0.1934782608695652,0.3021739130434783,0.4043478260869565,0.3978260869565217,0.3239130434782609,0.3760869565217391,0.17391304347826086,0.24782608695652172
kleed,0.32083333333333336,0.34375,0.31875,0.1375,0.26458333333333334,0.2,0.25833333333333336,0.28541666666666665,0.23333333333333334,1.0,0.4375,0.1875,0.15625,0.14583333333333331,0.3458333333333333,0.15,0.5354166666666667,0.24130434782608695,0.2108695652173913,0.3239130434782609,0.2260869565217391,0.29565217391304344,0.1565217391304348,0.2739130434782609,0.24347826086956523,0.3695652173913043,0.26956521739130435,0.18043478260869567,0.24130434782608695
