exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
blikopener,20.0,3.0,3.0,6.0,4.0,4.0,5.0,1.0,2.0,10.0,5.0,2.0,8.0,14.0,5.0,10.0,3.0,4.0,1.0,4.0,3.0,2.0,13.0,5.0,2.0,1.0,2.0,2.0,9.0,4.0,5.0,2.0,8.0
bord,3.0,20.0,3.0,1.0,2.0,1.0,10.0,5.0,12.0,2.0,2.0,18.0,10.0,4.0,1.0,5.0,1.0,4.0,3.0,13.0,10.0,2.0,6.0,5.0,2.0,8.0,8.0,15.0,5.0,3.0,3.0,10.0,1.0
broodrooster,3.0,3.0,20.0,2.0,3.0,12.0,1.0,3.0,3.0,2.0,10.0,1.0,4.0,2.0,1.0,10.0,2.0,3.0,14.0,9.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,12.0,3.0,4.0,3.0
fles,6.0,1.0,2.0,20.0,5.0,3.0,16.0,3.0,10.0,6.0,3.0,10.0,3.0,4.0,4.0,10.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,13.0,3.0,4.0,2.0,10.0,2.0,6.0,2.0
fornuis,4.0,2.0,3.0,5.0,20.0,14.0,4.0,8.0,12.0,4.0,12.0,1.0,3.0,1.0,15.0,4.0,6.0,5.0,16.0,12.0,13.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,15.0,1.0,2.0,2.0
frigo,4.0,1.0,12.0,3.0,14.0,20.0,5.0,2.0,12.0,1.0,1.0,1.0,4.0,1.0,18.0,10.0,2.0,3.0,14.0,4.0,8.0,2.0,4.0,1.0,1.0,4.0,1.0,5.0,4.0,12.0,2.0,4.0,3.0
glas,5.0,10.0,1.0,16.0,4.0,5.0,20.0,2.0,4.0,4.0,12.0,18.0,6.0,2.0,3.0,2.0,3.0,2.0,4.0,12.0,12.0,2.0,6.0,5.0,2.0,19.0,3.0,2.0,8.0,2.0,2.0,3.0,3.0
handdoek,1.0,5.0,3.0,3.0,8.0,2.0,2.0,20.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,1.0,4.0,5.0,2.0,2.0,6.0,3.0,1.0,2.0,2.0,1.0,10.0,1.0,3.0,1.0
ketel,2.0,12.0,3.0,10.0,12.0,12.0,4.0,3.0,20.0,3.0,17.0,10.0,16.0,1.0,10.0,10.0,3.0,1.0,12.0,12.0,20.0,1.0,1.0,1.0,2.0,14.0,4.0,14.0,6.0,4.0,4.0,16.0,2.0
klopper,10.0,2.0,2.0,6.0,4.0,1.0,4.0,4.0,3.0,20.0,10.0,2.0,18.0,13.0,15.0,20.0,5.0,3.0,2.0,2.0,4.0,6.0,2.0,2.0,12.0,3.0,3.0,2.0,18.0,2.0,8.0,2.0,2.0
koffiezet,5.0,2.0,10.0,3.0,12.0,1.0,12.0,3.0,17.0,10.0,20.0,12.0,4.0,5.0,12.0,10.0,2.0,3.0,4.0,1.0,13.0,3.0,1.0,2.0,3.0,12.0,10.0,1.0,2.0,18.0,2.0,5.0,4.0
kom,2.0,18.0,1.0,10.0,1.0,1.0,18.0,4.0,10.0,2.0,12.0,20.0,8.0,3.0,8.0,8.0,2.0,3.0,4.0,12.0,18.0,3.0,3.0,4.0,3.0,20.0,6.0,18.0,2.0,12.0,2.0,18.0,12.0
lepel,8.0,10.0,4.0,3.0,3.0,4.0,6.0,2.0,16.0,18.0,4.0,8.0,20.0,19.0,6.0,15.0,2.0,1.0,2.0,9.0,6.0,2.0,10.0,3.0,19.0,1.0,20.0,2.0,18.0,1.0,3.0,4.0,5.0
mes,14.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,13.0,5.0,3.0,19.0,20.0,2.0,10.0,2.0,3.0,2.0,4.0,2.0,2.0,18.0,4.0,12.0,3.0,13.0,3.0,19.0,2.0,3.0,1.0,2.0
microgolf,5.0,1.0,1.0,4.0,15.0,18.0,3.0,2.0,10.0,15.0,12.0,8.0,6.0,2.0,20.0,2.0,1.0,7.0,19.0,16.0,3.0,2.0,2.0,3.0,1.0,8.0,3.0,2.0,4.0,16.0,4.0,10.0,3.0
mixer,10.0,5.0,10.0,10.0,4.0,10.0,2.0,4.0,10.0,20.0,10.0,8.0,15.0,10.0,2.0,20.0,4.0,8.0,3.0,1.0,1.0,5.0,3.0,3.0,19.0,4.0,1.0,5.0,9.0,7.0,8.0,2.0,2.0
notenkraker,3.0,1.0,2.0,4.0,6.0,2.0,3.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,20.0,3.0,3.0,2.0,1.0,3.0,14.0,2.0,2.0,2.0,3.0,7.0,3.0,2.0,1.0,4.0,2.0
onderlegger,4.0,4.0,3.0,3.0,5.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,8.0,3.0,20.0,1.0,3.0,3.0,14.0,3.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,6.0,1.0
oven,1.0,3.0,14.0,1.0,16.0,14.0,4.0,1.0,12.0,2.0,4.0,4.0,2.0,2.0,19.0,3.0,3.0,1.0,20.0,12.0,14.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,12.0,4.0,15.0,3.0
pan,4.0,13.0,9.0,2.0,12.0,4.0,12.0,4.0,12.0,2.0,1.0,12.0,9.0,4.0,16.0,1.0,2.0,3.0,12.0,20.0,18.0,2.0,3.0,6.0,5.0,2.0,3.0,15.0,2.0,14.0,1.0,16.0,2.0
