exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
blikopener,20.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,6.0,6.0,3.0,2.0,8.0,5.0,5.0,4.0,9.0,6.0,3.0,2.0,11.0,14.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,7.0,3.0,3.0
bord,3.0,20.0,8.0,5.0,4.0,3.0,9.0,2.0,8.0,4.0,4.0,8.0,4.0,6.0,3.0,4.0,5.0,8.0,6.0,10.0,8.0,5.0,3.0,7.0,3.0,9.0,3.0,3.0,3.0,2.0,2.0,13.0,3.0
broodrooster,4.0,8.0,20.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,7.0,2.0,4.0,1.0,3.0,3.0,4.0,16.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,6.0,5.0,8.0,1.0,2.0
fles,2.0,5.0,3.0,20.0,3.0,4.0,9.0,1.0,6.0,3.0,5.0,4.0,4.0,15.0,5.0,3.0,4.0,2.0,3.0,6.0,5.0,7.0,2.0,4.0,3.0,14.0,5.0,5.0,5.0,9.0,2.0,6.0,4.0
fornuis,5.0,4.0,3.0,3.0,20.0,8.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,10.0,13.0,6.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,12.0,2.0,2.0,3.0,8.0,2.0,2.0,2.0,1.0,2.0
frigo,4.0,3.0,5.0,4.0,8.0,20.0,7.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,7.0,8.0,8.0,1.0
glas,3.0,9.0,3.0,9.0,5.0,7.0,20.0,2.0,4.0,3.0,4.0,3.0,4.0,13.0,3.0,4.0,3.0,2.0,2.0,9.0,6.0,8.0,10.0,5.0,6.0,17.0,5.0,3.0,4.0,7.0,2.0,10.0,7.0
handdoek,3.0,2.0,3.0,1.0,4.0,2.0,2.0,20.0,7.0,6.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,6.0,4.0,4.0,3.0,1.0,3.0,5.0,7.0,5.0,3.0
ketel,4.0,8.0,4.0,6.0,5.0,4.0,4.0,7.0,20.0,3.0,12.0,3.0,16.0,3.0,6.0,8.0,4.0,4.0,4.0,16.0,10.0,5.0,3.0,7.0,16.0,7.0,15.0,5.0,3.0,16.0,2.0,3.0,2.0
klopper,6.0,4.0,3.0,3.0,2.0,4.0,3.0,6.0,3.0,20.0,8.0,6.0,8.0,4.0,2.0,4.0,5.0,13.0,2.0,5.0,4.0,10.0,8.0,2.0,9.0,2.0,2.0,3.0,6.0,3.0,1.0,4.0,2.0
koffiezet,6.0,4.0,7.0,5.0,2.0,3.0,4.0,2.0,12.0,8.0,20.0,10.0,3.0,7.0,3.0,9.0,8.0,4.0,2.0,3.0,9.0,2.0,2.0,2.0,3.0,1.0,8.0,3.0,3.0,2.0,2.0,5.0,5.0
kom,3.0,8.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,6.0,10.0,20.0,3.0,6.0,2.0,2.0,3.0,2.0,4.0,7.0,12.0,3.0,2.0,10.0,2.0,4.0,5.0,6.0,9.0,2.0,9.0,9.0,3.0
lepel,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,16.0,8.0,3.0,3.0,20.0,5.0,3.0,5.0,2.0,4.0,3.0,4.0,6.0,4.0,3.0,4.0,12.0,3.0,19.0,2.0,3.0,2.0,1.0,3.0,3.0
mes,8.0,6.0,1.0,15.0,10.0,1.0,13.0,1.0,3.0,4.0,7.0,6.0,5.0,20.0,2.0,9.0,2.0,2.0,4.0,4.0,4.0,9.0,15.0,4.0,6.0,2.0,9.0,2.0,10.0,1.0,2.0,2.0,3.0
microgolf,5.0,3.0,3.0,5.0,13.0,3.0,3.0,3.0,6.0,2.0,3.0,2.0,3.0,2.0,20.0,8.0,6.0,2.0,15.0,10.0,6.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,7.0,17.0,4.0,3.0,2.0
mixer,5.0,4.0,3.0,3.0,6.0,5.0,4.0,2.0,8.0,4.0,9.0,2.0,5.0,9.0,8.0,20.0,10.0,4.0,2.0,5.0,1.0,11.0,9.0,2.0,2.0,2.0,5.0,4.0,3.0,4.0,3.0,6.0,2.0
notenkraker,4.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,8.0,3.0,2.0,2.0,6.0,10.0,20.0,3.0,2.0,2.0,2.0,3.0,9.0,1.0,5.0,4.0,3.0,2.0,9.0,8.0,6.0,2.0,2.0
onderlegger,9.0,8.0,16.0,2.0,3.0,2.0,2.0,3.0,4.0,13.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,20.0,3.0,2.0,3.0,2.0,7.0,6.0,8.0,2.0,5.0,2.0,8.0,3.0,5.0,1.0,2.0
oven,6.0,6.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,15.0,2.0,2.0,3.0,20.0,4.0,10.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,14.0,6.0,2.0,10.0,4.0
