exemplar,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
koffiezet,1.0,1.0,3.0,4.0,4.0,2.0,1.0,2.0,8.0,2.0,20.0,3.0,5.0,1.0,2.0,4.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,3.0,2.0,1.0,1.0,3.0,1.0
kom,4.0,5.0,1.0,2.0,3.0,4.0,6.0,6.0,2.0,8.0,3.0,20.0,3.0,3.0,5.0,4.0,2.0,5.0,7.0,17.0,20.0,3.0,4.0,4.0,7.0,15.0,2.0,8.0,5.0,5.0,1.0,13.0,4.0
lepel,3.0,8.0,1.0,4.0,3.0,6.0,6.0,3.0,2.0,15.0,5.0,3.0,20.0,9.0,2.0,6.0,5.0,3.0,3.0,6.0,5.0,3.0,3.0,3.0,10.0,10.0,12.0,2.0,8.0,2.0,1.0,3.0,3.0
mes,5.0,6.0,3.0,6.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,3.0,9.0,20.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,6.0,15.0,1.0,8.0,6.0,2.0,2.0,10.0,3.0,1.0,3.0,2.0
microgolf,1.0,6.0,3.0,1.0,10.0,7.0,2.0,3.0,8.0,5.0,2.0,5.0,2.0,1.0,20.0,4.0,2.0,1.0,10.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
mixer,3.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,17.0,4.0,4.0,6.0,1.0,4.0,20.0,6.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,9.0,1.0,3.0,3.0,8.0,2.0,1.0,2.0,2.0
notenkraker,7.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,6.0,20.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0
onderlegger,2.0,2.0,5.0,6.0,4.0,1.0,9.0,3.0,1.0,2.0,6.0,5.0,3.0,4.0,1.0,2.0,1.0,20.0,3.0,9.0,9.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,8.0,2.0
oven,1.0,2.0,10.0,1.0,15.0,12.0,3.0,15.0,9.0,1.0,1.0,7.0,3.0,3.0,10.0,4.0,2.0,3.0,20.0,4.0,5.0,1.0,1.0,6.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0
pan,4.0,5.0,3.0,3.0,9.0,4.0,6.0,3.0,4.0,4.0,2.0,17.0,6.0,4.0,4.0,4.0,1.0,9.0,4.0,20.0,12.0,2.0,3.0,2.0,5.0,4.0,1.0,4.0,8.0,4.0,1.0,13.0,6.0
pot,15.0,8.0,1.0,3.0,9.0,4.0,11.0,5.0,13.0,3.0,2.0,20.0,5.0,5.0,2.0,2.0,1.0,9.0,5.0,12.0,20.0,5.0,3.0,5.0,9.0,4.0,7.0,8.0,2.0,4.0,1.0,15.0,4.0
rasp,2.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,6.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,20.0,5.0,4.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,3.0,15.0
schaar,6.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,15.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,20.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0
schort,2.0,3.0,2.0,1.0,6.0,3.0,2.0,8.0,1.0,5.0,1.0,4.0,3.0,1.0,5.0,1.0,1.0,1.0,6.0,2.0,5.0,4.0,2.0,20.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0
spatel,3.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0,17.0,2.0,7.0,10.0,8.0,1.0,9.0,1.0,3.0,4.0,5.0,9.0,2.0,3.0,2.0,20.0,6.0,6.0,3.0,12.0,2.0,1.0,5.0,3.0
tas,1.0,6.0,1.0,3.0,4.0,1.0,9.0,2.0,4.0,1.0,3.0,15.0,10.0,6.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,6.0,20.0,10.0,1.0,3.0,8.0,1.0,4.0,1.0
theelepel,1.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,7.0,8.0,6.0,2.0,12.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,7.0,1.0,1.0,2.0,6.0,10.0,20.0,2.0,6.0,15.0,1.0,3.0,2.0
vergiet,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,8.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,8.0,5.0,1.0,2.0,3.0,1.0,2.0,20.0,3.0,4.0,1.0,4.0,18.0
vork,4.0,7.0,2.0,3.0,4.0,3.0,8.0,1.0,1.0,9.0,2.0,5.0,8.0,10.0,2.0,8.0,4.0,3.0,3.0,8.0,2.0,3.0,3.0,2.0,12.0,3.0,6.0,3.0,20.0,2.0,1.0,5.0,2.0
waterkoker,2.0,2.0,4.0,3.0,3.0,3.0,6.0,5.0,17.0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,8.0,15.0,4.0,2.0,20.0,1.0,3.0,3.0
weegschaal,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,4.0,4.0
wok,1.0,4.0,2.0,1.0,4.0,3.0,4.0,2.0,10.0,5.0,3.0,13.0,3.0,3.0,1.0,2.0,1.0,8.0,3.0,13.0,15.0,3.0,1.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,20.0,4.0
zeef,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,4.0,15.0,5.0,4.0,3.0,1.0,2.0,18.0,2.0,3.0,4.0,4.0,20.0
