exemplar,missing,mean,std,nonmissing
axe,0,6.07,1.31,29
bazooka,3,4.54,2.08,26
bow,0,6.33,1.07,36
canon,1,5.35,1.43,31
club,0,5.97,1.12,32
dagger,0,5.93,1.25,28
double-barreled shotgun,4,4.77,1.63,26
grenade,0,6.06,1.03,31
knuckle dusters,0,4.12,1.45,17
machine gun,1,5.09,1.93,33
pistol,0,6.45,0.89,31
rifle,0,6.06,1.03,31
rope,0,6.29,0.98,38
shield,0,5.2,1.61,30
slingshot,0,5.84,1.32,31
spear,0,6.28,1.02,32
stick,0,6.42,0.69,19
sword,0,5.86,1.48,29
tank,0,5.62,1.74,29
whip,0,5.95,1.35,38
