exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
bazooka,3,3,2,2,2,4,3,4,2,2,2,2,3,2,3,2,2,1,2,2,4,1,2,2,3,2,3,1,2.357142857,0.826159599,28
bijl,3,3,2,2,3,4,3,2,3,2,3,3,3,3,3,3,2,1,3,3,4,2,3,2,2,4,3,3,2.75,0.700528901,28
boksbeugel,1,4,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,1,2,4,4,2,3,2,2,4,2,3,2.285714286,0.854493259,28
boog,2,2,2,2,3,4,2,4,3,3,3,3,2,2,3,2,2,1,3,3,4,2,3,2,2,3,3,4,2.642857143,0.780042056,28
dolk,3,2,2,2,3,3,2,4,3,2,3,3,3,3,3,2,2,4,3,2,4,2,2,2,2,2,3,3,2.642857143,0.678466993,28
geweer,3,3,3,4,4,5,3,4,3,2,3,4,4,3,3,3,3,1,3,4,4,3,4,3,3,4,3,4,3.321428571,0.772373515,28
granaat,3,3,2,2,3,4,3,3,3,2,3,4,3,2,3,2,2,1,3,3,4,2,3,2,2,3,3,3,2.714285714,0.712696645,28
kanon,3,3,2,3,4,3,3,3,3,2,3,3,2,3,3,2,2,1,3,3,4,1,3,3,3,3,3,3,2.75,0.700528901,28
katapult,2,2,2,4,4,3,2,2,3,2,3,3,4,3,3,2,2,1,3,2,4,1,3,3,3,2,3,3,2.642857143,0.826159599,28
knuppel,2,3,2,2,3,3,2,2,2,2,3,3,4,2,3,2,3,1,3,3,4,2,2,2,2,3,2,3,2.5,0.693888666,28
mitrailleur,2,5,2,3,2,3,3,2,2,2,2,2,2,3,3,2,3,1,3,2,5,2,2,2,2,2,2,3,2.464285714,0.881166855,28
pistool,3,3,2,3,4,4,3,4,3,2,3,4,4,3,3,3,3,2,4,4,5,3,3,3,2,4,3,3,3.214285714,0.738223235,28
schild,3,3,3,2,2,3,2,3,3,3,3,3,3,2,3,2,2,1,3,3,4,4,2,2,2,3,3,3,2.678571429,0.669636243,28
speer,3,3,2,2,3,3,2,4,2,3,3,3,2,2,3,2,2,1,3,2,4,1,2,2,2,2,3,3,2.464285714,0.744468135,28
stok,4,3,4,4,4,5,4,3,3,4,4,4,5,4,3,3,3,2,4,4,5,4,4,3,4,4,3,5,3.785714286,0.738223235,28
tank,2,3,3,2,2,2,3,4,3,2,3,4,2,3,3,2,2,1,3,4,4,4,3,2,3,2,3,3,2.75,0.799305254,28
touw,4,3,3,5,4,5,2,3,4,4,3,4,4,4,3,3,2,2,4,4,5,4,4,3,4,5,3,5,3.678571429,0.904866326,28
tweeloop,1,4,2,2,2,3,3,3,2,2,2,2,2,3,3,2,1,1,2,2,4,2,2,2,1,2,2,3,2.214285714,0.786795792,28
zwaard,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,2,2,1,3,4,4,3,4,2,2,4,3,3,2.928571429,0.71639899,28
zweep,4,2,2,2,3,2,2,2,3,2,3,3,4,4,3,2,2,3,3,3,4,3,3,2,3,4,3,3,2.821428571,0.722832465,28
