exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
aardappel,5,5,5,5,5,4,5,5,5,4,4,4,4,5,5,4,5,5,3,4,5,5,4,4,4,4,5,3,4.464285714,0.63724772,28
ajuin,3,4,3,5,5,5,4,4,5,3,3,4,3,4,5,4,5,4,4,4,5,5,4,4,4,4,4,4,4.107142857,0.685256682,28
asperges,2,4,2,5,4,4,2,2,5,2,2,1,3,3,3,2,3,3,3,4,4,3,4,3,3,2,3,2,2.964285714,0.999338405,28
aubergine,2,3,2,5,3,4,3,1,5,3,2,4,2,3,3,2,4,4,3,3,4,3,3,2,3,3,2,2,2.964285714,0.961562881,28
augurken,2,4,3,4,3,4,4,2,4,3,2,1,2,3,4,3,4,3,3,4,4,3,4,3,3,2,3,2,3.071428571,0.857583661,28
biet,2,3,2,4,3,3,2,2,3,2,2,1,2,3,3,2,3,3,3,3,4,3,3,2,3,2,2,2,2.571428571,0.690065559,28
bloemkool,3,4,3,5,5,4,3,4,5,4,4,3,4,4,5,3,4,4,4,4,5,5,4,3,4,3,4,2,3.892857143,0.785954749,28
bonen,3,4,3,5,4,4,3,4,5,3,3,3,3,5,5,3,4,4,4,4,4,4,4,3,3,3,4,2,3.678571429,0.772373515,28
champignons,4,4,3,5,3,5,4,3,5,3,4,4,3,5,5,3,5,4,3,4,5,5,4,3,4,4,3,3,3.928571429,0.813250061,28
courgette,2,3,4,4,3,4,3,2,5,3,2,4,2,4,3,3,3,4,4,4,3,4,4,3,3,2,3,2,3.214285714,0.832539304,28
erwten,5,4,3,5,4,4,3,4,5,3,2,3,3,4,5,3,3,4,3,4,4,3,4,3,4,2,3,2,3.535714286,0.881166855,28
kervel,2,3,2,5,3,4,3,2,4,2,2,1,3,4,3,3,4,4,3,4,2,3,3,3,3,2,2,2,2.892857143,0.916486274,28
komkommer,3,4,4,5,5,5,4,3,5,3,3,4,3,3,5,4,4,5,4,4,4,4,4,3,4,3,3,3,3.857142857,0.755928946,28
look,2,3,2,5,4,4,3,3,5,3,3,4,3,2,4,3,5,5,3,4,5,5,4,3,4,4,4,3,3.642857143,0.951189731,28
maïs,2,4,2,4,3,4,2,2,5,3,3,2,2,4,4,2,4,3,4,4,4,3,4,3,3,3,3,2,3.142857143,0.890870806,28
paprika,3,4,3,5,5,5,2,3,5,4,3,4,3,4,4,3,5,4,4,4,4,4,4,4,4,3,3,3,3.785714286,0.786795792,28
peterselie,3,3,2,5,3,5,1,1,5,3,2,1,3,4,4,3,3,4,3,4,3,4,4,3,3,3,2,2,3.071428571,1.11980724,28
prei,3,4,3,5,4,4,2,3,5,3,3,1,3,3,5,3,4,4,4,4,5,5,4,3,4,2,3,3,3.535714286,0.999338405,28
radijs,2,4,3,4,3,4,2,1,5,3,2,1,2,3,3,2,3,3,4,3,4,4,4,3,3,2,3,2,2.928571429,0.978607152,28
rode kool,2,4,4,5,3,3,3,3,5,3,2,2,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3.357142857,0.780042056,28
schorseneren,2,4,2,5,3,3,1,1,4,2,2,1,2,3,2,2,3,3,3,4,2,3,3,2,2,1,2,2,2.464285714,0.999338405,28
selder,2,4,3,5,3,4,2,2,5,2,3,2,3,4,4,3,3,4,4,3,4,4,4,3,3,2,2,2,3.178571429,0.944911183,28
sla,5,4,4,4,5,5,4,4,5,4,4,3,4,5,5,4,5,4,4,4,5,5,4,4,4,5,4,3,4.285714286,0.599823607,28
spinazie,4,4,3,5,4,5,3,2,5,3,2,2,3,4,5,2,4,3,4,4,5,4,4,4,4,3,4,3,3.642857143,0.951189731,28
spruiten,2,4,2,5,3,4,2,1,5,3,2,1,2,3,4,2,4,3,3,4,4,3,3,3,3,2,2,2,2.892857143,1.065947178,28
tomaat,5,4,4,5,5,5,4,3,5,4,4,4,3,5,5,4,5,5,4,4,5,5,4,4,4,5,3,3,4.285714286,0.712696645,28
waterkers,2,4,2,4,3,3,2,1,3,2,2,1,3,4,2,2,4,4,3,3,2,5,4,3,3,2,2,2,2.75,1.004618962,28
witloof,2,4,4,5,5,5,2,2,5,3,3,1,3,3,3,3,4,4,3,4,4,4,4,3,4,4,2,2,3.392857143,1.065947178,28
witte kool,2,3,3,5,4,4,2,2,4,3,2,1,2,4,5,2,3,3,4,4,4,3,4,3,4,2,4,2,3.142857143,1.044005311,28
wortel,3,4,4,5,5,5,4,3,5,3,4,4,4,5,5,4,4,4,5,4,5,5,4,4,4,4,5,2,4.178571429,0.772373515,28
