exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
ansjovis,2,2,2,3,2,2,3,3,3,4,2,3,4,3,2,5,1,3,2,2,3,3,3,3,2,4,3,3,2.75,0.844371342,28
dolfijn,3,2,3,3,4,3,3,4,3,2,3,3,4,3,3,4,3,3,2,4,4,3,4,3,3,4,2,5,3.214285714,0.738223235,28
forel,3,2,3,3,2,3,3,3,4,2,3,3,4,3,2,4,2,2,3,3,3,3,3,3,3,4,3,2,2.892857143,0.628890011,28
goudvis,3,3,3,3,3,3,4,4,3,3,3,3,4,2,3,5,3,3,2,4,4,3,4,4,4,4,3,4,3.357142857,0.678466993,28
haai,3,3,3,3,4,2,3,3,3,2,2,3,4,3,4,4,3,3,2,3,4,3,3,3,3,4,2,3,3.035714286,0.63724772,28
haring,3,1,3,3,4,2,3,3,3,3,2,3,4,3,2,5,2,2,2,4,3,3,3,3,2,3,3,2,2.821428571,0.818923025,28
inktvis,2,3,3,3,3,3,3,2,3,4,2,3,4,2,2,4,2,3,3,3,4,3,3,3,3,3,3,4,2.964285714,0.63724772,28
kabeljauw,4,2,3,3,3,3,3,3,3,4,3,4,4,2,2,5,3,4,4,3,4,3,5,3,4,4,3,3,3.357142857,0.780042056,28
karper,2,1,2,3,2,1,3,3,2,2,2,3,3,2,2,4,2,2,2,2,3,2,2,3,2,3,2,2,2.285714286,0.658682347,28
orka,3,1,2,3,3,2,3,2,2,2,2,3,4,2,3,4,2,2,2,3,3,3,3,3,2,4,2,2,2.571428571,0.741798187,28
paling,2,1,2,3,3,2,3,3,2,2,2,3,4,2,2,4,2,2,3,2,3,3,3,3,2,4,2,2,2.535714286,0.744468135,28
piranha,2,1,2,3,2,2,3,3,2,2,2,3,3,2,3,5,2,3,2,2,3,3,2,3,3,4,1,3,2.535714286,0.83808171,28
pladijs,3,2,2,3,2,2,2,2,2,2,2,3,3,2,2,3,1,2,2,3,3,2,4,3,2,3,1,2,2.321428571,0.669636243,28
platvis,2,1,2,3,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,3,2,2,3,2,2,2,3,2.0,0.544331054,28
potvis,2,1,2,3,2,1,3,2,2,2,2,3,2,2,2,3,2,2,2,3,3,2,2,3,2,3,1,2,2.178571429,0.611832186,28
rog,2,1,2,3,2,2,3,2,2,3,2,3,4,2,2,4,2,2,2,2,3,2,3,2,2,3,3,2,2.392857143,0.685256682,28
sardine,2,1,3,3,3,2,3,3,2,3,2,3,4,4,2,5,1,3,3,3,3,3,3,3,3,3,3,4,2.857142857,0.84827868,28
snoek,2,1,2,3,2,1,3,2,2,2,2,2,4,2,2,4,2,2,2,2,3,2,2,3,3,3,2,1,2.25,0.751541625,28
stekelbaars,2,1,2,3,2,1,2,2,2,3,3,2,3,2,2,4,2,2,2,2,3,3,3,3,2,3,2,4,2.392857143,0.737326789,28
tong,2,1,2,3,2,2,3,3,3,3,3,4,4,5,4,5,2,5,2,2,3,3,4,3,3,5,2,4,3.107142857,1.100144291,28
walvis,3,3,3,3,3,3,3,3,2,2,2,5,4,3,3,5,3,3,2,3,4,3,3,3,3,4,2,4,3.107142857,0.785954749,28
zalm,3,4,4,3,4,3,3,3,4,4,3,4,4,3,2,5,3,4,3,5,4,3,3,3,4,4,3,5,3.571428571,0.741798187,28
zwaardvis,2,1,2,3,2,1,3,2,2,3,2,3,2,2,2,4,1,2,2,2,3,2,3,3,2,3,2,2,2.25,0.700528901,28
