feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
breastfeeds its babies,3,3,3,2,3,3,3,3,3,3,0,3,2.6666666666666665,0.8876253645985945
breathes,-3,1,-3,2,-3,1,1,-2,0,1,0,0,-0.4166666666666667,1.8319554050414564
breathes through lungs,-2,1,2,3,-2,3,2,2,3,3,2,0,1.4166666666666667,1.8319554050414562
can become ill,-3,1,-3,0,-3,-2,2,-2,-3,0,0,0,-1.0833333333333333,1.781640374554423
can have different colors,-1,-3,3,2,-2,-1,2,1,0,3,3,0,0.5833333333333334,2.0652243256245835
can swim,2,-3,2,0,-1,1,0,-2,2,2,1,0,0.3333333333333333,1.6696942198734437
can't fly,2,2,-1,1,1,0,-1,1,-3,-2,2,-2,0.0,1.7580981459830651
comes in different shapes,1,0,-3,0,1,-2,0,-1,1,0,0,0,-0.25,1.2154310870109943
comes in different sizes,1,0,-3,0,1,-2,0,-1,1,2,0,0,-0.08333333333333333,1.3789543689024488
dies,-3,1,-3,2,-3,0,1,-2,0,0,0,0,-0.5833333333333334,1.729862492345632
does not lay eggs,1,2,2,1,3,2,3,2,3,3,2,1,2.0833333333333335,0.7929614610987591
eats,-3,1,-3,2,-3,0,1,0,-2,0,0,0,-0.5833333333333334,1.729862492345632
has a fur (vacht),-2,3,3,2,1,3,2,2,1,0,2,1,1.5,1.4459976109624424
has eyes,-3,1,1,1,-3,0,2,1,1,2,1,1,0.4166666666666667,1.6764862244009227
has four paws,0,2,3,2,-1,2,2,0,2,1,2,2,1.4166666666666667,1.164500152881315
has legs (poten),1,0,3,2,-1,3,1,1,1,0,2,2,1.25,1.2154310870109943
has lungs,-2,1,2,3,-2,1,2,2,1,3,0,0,0.9166666666666666,1.6764862244009227
has nipples,3,3,2,1,-2,2,3,3,2,-1,3,2,1.75,1.6583123951777
is a dolphin,-3,0,-3,-1,1,-1,-3,0,0,-1,-3,-1,-1.25,1.4222261679238197
is a human,1,0,-2,0,1,-1,-3,1,0,-1,-3,-1,-0.6666666666666666,1.4354811251305468
is a living being,-3,0,2,1,1,3,1,1,0,0,2,2,0.8333333333333334,1.5275252316519465
is a vertebrate,1,1,2,3,2,3,2,3,3,2,2,1,2.0833333333333335,0.7929614610987591
is able to reproduce,1,1,-3,3,2,-1,2,2,3,3,2,2,1.4166666666666667,1.781640374554423
is an animal,3,2,3,3,0,3,3,-2,2,3,3,3,2.1666666666666665,1.585922922197518
is hairy,3,2,-2,2,-2,1,2,2,2,0,2,2,1.1666666666666667,1.6422453217986943
is sometimes kept as a pet,-3,0,-3,1,-1,1,1,0,1,1,0,0,-0.16666666666666666,1.4668044012461756
is warm-blooded,3,2,2,3,2,1,2,3,1,3,2,2,2.1666666666666665,0.7177405625652734
its babies are born alive,3,3,3,3,-2,3,3,3,3,3,3,2,2.5,1.4459976109624424
lives in the wild,0,2,0,2,-1,2,1,-2,2,0,0,2,0.6666666666666666,1.3706888336846839
lives in the zoo,0,2,2,-2,0,1,2,2,3,0,2,1,1.0833333333333333,1.378954368902449
lives in water,-3,-3,-2,-1,1,-3,0,0,0,-2,-2,0,-1.25,1.4222261679238197
lives on land,3,3,3,2,-3,2,1,1,0,2,2,0,1.3333333333333333,1.723280873710658
lives on land and sea,1,0,0,1,1,0,1,-2,-3,-1,2,0,0.0,1.4142135623730951
there are many kinds of it,3,-3,3,3,0,3,3,2,1,3,3,-1,1.6666666666666667,2.015094553763188
