exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
bathing suit,18.0,11.0,9.0,16.0,2.0,20.0,1.0,11.0,4.0,17.0,2.0,16.0,10.0,8.0,15.0,16.0,6.0,13.0,12.0,20.0,4.0,18.0,17.0,9.0,13.0,11.0,4.0,19.0,11.5,5.903545702,28.0
beanie,17.0,6.0,13.0,15.0,7.0,20.0,1.0,12.0,3.0,14.0,12.0,12.0,10.0,2.0,13.0,16.0,2.0,15.0,12.0,20.0,8.0,16.0,15.0,13.0,13.0,11.0,9.0,19.0,11.64285714,5.299995008,28.0
belt,18.0,9.0,4.0,8.0,1.0,20.0,10.0,12.0,3.0,14.0,4.0,13.0,10.0,7.0,17.0,16.0,5.0,17.0,12.0,20.0,2.0,16.0,15.0,13.0,11.0,11.0,4.0,19.0,11.10714286,5.743526377,28.0
blouse,20.0,16.0,17.0,18.0,18.0,20.0,20.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,17.0,20.0,20.0,20.0,15.0,20.0,20.0,15.0,20.0,11.0,18.0,20.0,18.64285714,2.197882579,28.0
boots,19.0,6.0,15.0,14.0,4.0,20.0,1.0,14.0,11.0,18.0,11.0,16.0,10.0,8.0,14.0,16.0,2.0,15.0,12.0,20.0,8.0,16.0,10.0,9.0,13.0,11.0,7.0,19.0,12.10714286,5.230532058,28.0
bra,20.0,12.0,15.0,20.0,8.0,20.0,10.0,17.0,8.0,17.0,14.0,16.0,10.0,8.0,17.0,20.0,5.0,18.0,20.0,20.0,15.0,20.0,15.0,18.0,20.0,11.0,14.0,19.0,15.25,4.591659105,28.0
cap,18.0,9.0,3.0,20.0,2.0,17.0,1.0,11.0,3.0,14.0,4.0,10.0,10.0,2.0,15.0,18.0,1.0,15.0,12.0,20.0,4.0,16.0,13.0,11.0,12.0,9.0,5.0,18.0,10.46428571,6.215167486,28.0
coat,20.0,16.0,19.0,20.0,19.0,20.0,20.0,19.0,19.0,20.0,16.0,18.0,20.0,20.0,20.0,20.0,7.0,20.0,20.0,20.0,18.0,20.0,20.0,16.0,18.0,20.0,18.0,20.0,18.67857143,2.6394945,28.0
dress,20.0,16.0,17.0,20.0,1.0,20.0,20.0,16.0,20.0,-1.0,16.0,20.0,20.0,18.0,20.0,20.0,18.0,20.0,20.0,20.0,5.0,20.0,20.0,16.0,20.0,15.0,17.0,20.0,17.59259259,4.576354438,27.0
dungarees,20.0,14.0,11.0,20.0,16.0,20.0,20.0,8.0,17.0,-1.0,14.0,20.0,20.0,20.0,20.0,20.0,11.0,20.0,12.0,20.0,3.0,20.0,20.0,-1.0,20.0,11.0,1.0,20.0,16.07692308,5.649234121,26.0
hat,18.0,10.0,6.0,17.0,3.0,17.0,10.0,7.0,3.0,14.0,11.0,12.0,10.0,6.0,17.0,16.0,14.0,10.0,12.0,20.0,14.0,16.0,12.0,11.0,12.0,10.0,6.0,17.0,11.82142857,4.554635989,28.0
jeans,20.0,17.0,19.0,20.0,19.0,20.0,20.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,16.0,20.0,20.0,20.0,19.0,20.0,20.0,18.0,20.0,17.0,20.0,20.0,19.39285714,1.100144291,28.0
mittens,17.0,8.0,13.0,12.0,1.0,20.0,1.0,12.0,8.0,17.0,7.0,14.0,10.0,3.0,13.0,16.0,4.0,15.0,12.0,20.0,2.0,16.0,13.0,9.0,12.0,10.0,10.0,17.0,11.14285714,5.427735942,28.0
panties,20.0,15.0,12.0,20.0,3.0,20.0,1.0,18.0,8.0,17.0,15.0,18.0,10.0,5.0,17.0,20.0,15.0,19.0,20.0,20.0,14.0,20.0,19.0,14.0,20.0,11.0,6.0,19.0,14.85714286,5.758821161,28.0
pants,20.0,16.0,19.0,20.0,19.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,16.0,20.0,20.0,20.0,17.0,20.0,20.0,17.0,20.0,20.0,20.0,20.0,19.39285714,1.257254084,28.0
pullover,20.0,17.0,16.0,20.0,17.0,20.0,20.0,20.0,17.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.0,20.0,20.0,20.0,19.0,20.0,20.0,18.0,20.0,20.0,18.0,20.0,19.28571429,1.242969648,28.0
pyjamas,20.0,7.0,14.0,12.0,12.0,20.0,5.0,16.0,19.0,19.0,4.0,8.0,20.0,15.0,17.0,20.0,7.0,18.0,20.0,20.0,17.0,20.0,20.0,7.0,20.0,15.0,3.0,18.0,14.75,5.796710434,28.0
scarf,17.0,9.0,6.0,20.0,2.0,20.0,1.0,12.0,3.0,14.0,2.0,12.0,10.0,4.0,13.0,18.0,4.0,16.0,12.0,20.0,6.0,18.0,14.0,9.0,11.0,14.0,8.0,18.0,11.17857143,6.012663004,28.0
shirt,20.0,16.0,18.0,20.0,19.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.0,20.0,20.0,20.0,14.0,20.0,20.0,16.0,20.0,19.0,14.0,20.0,19.03571429,1.815206199,28.0
shoes,19.0,6.0,15.0,14.0,4.0,20.0,14.0,18.0,12.0,18.0,7.0,19.0,10.0,9.0,14.0,16.0,6.0,15.0,12.0,20.0,18.0,16.0,12.0,11.0,13.0,11.0,5.0,19.0,13.32142857,4.800104717,28.0
shorts,20.0,14.0,16.0,20.0,15.0,20.0,20.0,15.0,12.0,20.0,19.0,17.0,20.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,5.0,20.0,20.0,18.0,20.0,16.0,16.0,20.0,17.71428571,3.547112993,28.0
skirt,20.0,16.0,19.0,20.0,19.0,20.0,20.0,16.0,19.0,20.0,18.0,19.0,20.0,20.0,20.0,20.0,14.0,20.0,20.0,20.0,15.0,20.0,20.0,14.0,20.0,20.0,17.0,20.0,18.78571429,1.969341737,28.0
socks,20.0,9.0,16.0,20.0,7.0,20.0,20.0,19.0,8.0,17.0,12.0,17.0,10.0,12.0,20.0,20.0,3.0,20.0,20.0,20.0,14.0,18.0,20.0,17.0,20.0,9.0,6.0,20.0,15.5,5.392038026,28.0
suit,20.0,17.0,19.0,17.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,13.0,20.0,20.0,15.0,20.0,18.0,10.0,20.0,18.46428571,2.755225915,28.0
sweater,20.0,17.0,19.0,20.0,18.0,20.0,20.0,20.0,17.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,16.0,20.0,20.0,20.0,19.0,20.0,20.0,18.0,20.0,10.0,15.0,20.0,18.85714286,2.223015731,28.0
t-shirt,20.0,16.0,16.0,20.0,14.0,20.0,20.0,18.0,17.0,20.0,16.0,18.0,20.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,20.0,20.0,18.0,20.0,16.0,14.0,20.0,18.42857143,2.251395805,28.0
tie,18.0,6.0,13.0,9.0,7.0,20.0,10.0,7.0,9.0,14.0,7.0,12.0,10.0,3.0,14.0,16.0,4.0,11.0,12.0,20.0,2.0,18.0,16.0,14.0,13.0,11.0,11.0,19.0,11.64285714,5.005288209,28.0
top,20.0,17.0,19.0,20.0,19.0,20.0,20.0,20.0,17.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,18.0,20.0,20.0,19.0,20.0,19.57142857,0.878912267,28.0
tracksuit,20.0,14.0,13.0,20.0,13.0,20.0,20.0,12.0,17.0,18.0,17.0,18.0,20.0,20.0,20.0,20.0,8.0,20.0,20.0,20.0,12.0,20.0,20.0,16.0,20.0,13.0,14.0,20.0,17.32142857,3.507173299,28.0
