exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
pistol,20.0,17.0,20.0,20.0,19.0,18.0,20.0,14.0,20.0,20.0,14.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,17.0,20.0,20.0,20.0,17.0,19.10714286,1.749905515,28.0
rifle,20.0,17.0,19.0,20.0,20.0,20.0,20.0,15.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.0,20.0,20.0,20.0,15.0,19.14285714,1.994701977,28.0
rope,7.0,7.0,8.0,5.0,3.0,3.0,1.0,4.0,8.0,3.0,8.0,9.0,20.0,1.0,5.0,3.0,13.0,10.0,4.0,17.0,14.0,7.0,7.0,2.0,5.0,10.0,11.0,2.0,7.035714286,4.756921996,28.0
shield,5.0,6.0,17.0,17.0,10.0,6.0,1.0,10.0,2.0,4.0,14.0,5.0,10.0,3.0,16.0,9.0,10.0,8.0,5.0,4.0,7.0,13.0,7.0,9.0,9.0,6.0,13.0,1.0,8.107142857,4.565079089,28.0
slingshot,5.0,14.0,13.0,10.0,11.0,10.0,5.0,8.0,20.0,10.0,10.0,15.0,20.0,18.0,16.0,8.0,12.0,5.0,1.0,3.0,17.0,18.0,17.0,18.0,7.0,13.0,14.0,11.0,11.75,5.24669208,28.0
spear,18.0,14.0,15.0,15.0,3.0,2.0,13.0,15.0,19.0,12.0,11.0,10.0,20.0,16.0,15.0,15.0,15.0,13.0,3.0,20.0,15.0,20.0,19.0,12.0,9.0,12.0,18.0,14.0,13.67857143,4.899384477,28.0
stick,16.0,10.0,8.0,5.0,1.0,6.0,10.0,14.0,16.0,17.0,6.0,7.0,20.0,3.0,10.0,4.0,14.0,7.0,1.0,11.0,15.0,15.0,14.0,3.0,8.0,12.0,10.0,7.0,9.642857143,5.122313465,28.0
sword,19.0,15.0,18.0,17.0,16.0,13.0,20.0,17.0,20.0,17.0,16.0,15.0,20.0,10.0,20.0,19.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,16.0,20.0,16.0,17.0,17.0,17.71428571,2.521862082,28.0
tank,20.0,16.0,18.0,20.0,17.0,7.0,1.0,18.0,16.0,15.0,20.0,2.0,20.0,3.0,19.0,19.0,12.0,20.0,6.0,20.0,20.0,20.0,20.0,17.0,20.0,15.0,15.0,12.0,15.28571429,6.023762469,28.0
whip,10.0,13.0,12.0,15.0,1.0,2.0,1.0,13.0,18.0,14.0,12.0,12.0,20.0,3.0,12.0,15.0,14.0,12.0,4.0,19.0,14.0,16.0,18.0,9.0,7.0,12.0,12.0,5.0,11.25,5.41346059,28.0
