exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
axe,19.0,11.0,19.0,15.0,4.0,7.0,17.0,17.0,20.0,18.0,12.0,14.0,20.0,10.0,15.0,14.0,20.0,11.0,6.0,19.0,16.0,12.0,13.0,8.0,9.0,12.0,11.0,10.0,13.53571429,4.566237959,28.0
bazooka,20.0,10.0,20.0,20.0,-1.0,13.0,20.0,13.0,20.0,20.0,20.0,20.0,20.0,17.0,19.0,16.0,20.0,20.0,20.0,-1.0,20.0,-1.0,20.0,18.0,20.0,20.0,20.0,16.0,18.48,2.785677655,25.0
bow,16.0,9.0,16.0,15.0,5.0,4.0,18.0,5.0,15.0,6.0,14.0,15.0,20.0,11.0,10.0,3.0,17.0,11.0,12.0,18.0,20.0,8.0,18.0,15.0,7.0,12.0,18.0,16.0,12.64285714,5.122313465,28.0
canon,20.0,17.0,19.0,20.0,16.0,13.0,8.0,20.0,18.0,14.0,16.0,20.0,20.0,20.0,18.0,20.0,19.0,19.0,12.0,20.0,20.0,20.0,20.0,18.0,20.0,15.0,18.0,9.0,17.46428571,3.437076092,28.0
club,17.0,14.0,17.0,13.0,18.0,14.0,17.0,14.0,20.0,18.0,14.0,10.0,20.0,14.0,10.0,13.0,15.0,15.0,16.0,16.0,18.0,20.0,20.0,11.0,14.0,16.0,15.0,8.0,15.25,3.157882554,28.0
dagger,20.0,14.0,18.0,15.0,17.0,11.0,20.0,18.0,18.0,17.0,17.0,20.0,20.0,17.0,18.0,15.0,17.0,16.0,20.0,14.0,20.0,20.0,19.0,9.0,15.0,20.0,19.0,5.0,16.75,3.637510341,28.0
double-barreled shotgun,20.0,16.0,20.0,20.0,20.0,5.0,20.0,15.0,-1.0,-1.0,10.0,20.0,20.0,14.0,-1.0,18.0,20.0,19.0,20.0,-1.0,20.0,-1.0,20.0,18.0,-1.0,20.0,20.0,13.0,17.63636364,4.006488244,22.0
grenade,20.0,16.0,19.0,20.0,9.0,10.0,15.0,19.0,20.0,20.0,20.0,20.0,20.0,18.0,16.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,17.0,20.0,16.0,20.0,6.0,17.85714286,3.738828156,28.0
knuckle dusters,17.0,9.0,11.0,13.0,17.0,3.0,20.0,17.0,2.0,-1.0,17.0,12.0,20.0,4.0,5.0,-1.0,17.0,20.0,20.0,20.0,20.0,7.0,18.0,13.0,13.0,5.0,10.0,12.0,13.15384615,5.98459561,26.0
machine gun,20.0,17.0,20.0,20.0,19.0,19.0,20.0,19.0,20.0,-1.0,20.0,20.0,20.0,20.0,19.0,20.0,17.0,20.0,20.0,20.0,20.0,20.0,20.0,18.0,20.0,20.0,20.0,19.0,19.51851852,0.893152169,27.0
