feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
Ali was een bekend figuur in deze sport,3,2,-3,-3,2,-3,2,3,2,1,2,0,0.6666666666666666,2.3484359721209165
België is er goed in,-1,2,-3,0,2,-1,2,3,-2,0,-1,1,0.16666666666666666,1.8504708655481243
Deburgghraeve,3,3,-3,-2,3,-3,2,3,-1,1,1,0,0.5833333333333334,2.3532698077098573
Henin,3,3,-3,-1,3,-2,2,3,-2,1,3,1,0.9166666666666666,2.314316444667973
Merckx,3,0,-3,-3,0,1,-2,2,1,1,1,0,0.08333333333333333,1.8809249819912512
Saive,3,1,-3,-1,2,1,2,0,2,1,1,0,0.75,1.6025547785276542
Tour de France is een bekende wedstrijd,3,0,-3,-3,-2,1,2,0,-2,1,1,-1,-0.25,1.9598237397554634
achteraf vindt après-ski plaats,0,-3,-3,-2,1,0,1,3,0,1,1,0,-0.08333333333333333,1.7816403745544227
ademhaling is belangrijk,0,3,1,2,1,2,2,3,-1,2,2,2,1.5833333333333333,1.1645001528813148
afstand afleggen,1,2,-2,1,3,2,2,0,-1,1,-1,2,0.8333333333333334,1.5275252316519465
afstand wordt gemeten,0,-1,-2,0,2,1,2,0,-2,1,1,0,0.16666666666666666,1.3371158468430429
afstoten voor de witte lijn,1,1,-3,-2,1,1,1,2,1,0,1,0,0.3333333333333333,1.4354811251305466
armen en benen bewegen,-2,3,3,1,3,3,3,0,-1,2,2,2,1.5833333333333333,1.729862492345632
bal gooien,-2,2,-2,-3,2,1,2,0,2,1,1,0,0.3333333333333333,1.775250729197189
bal in ring gooien,2,1,-3,-2,2,2,3,0,3,1,2,0,0.9166666666666666,1.880924981991251
bal mag niet vallen,1,0,-3,-2,-3,1,2,0,0,2,1,1,0.0,1.7580981459830651
bal moet opgepompt worden,-2,2,-2,-2,1,2,2,0,-2,1,2,-2,0.0,1.8586407545691703
bal om basket te spelen,3,2,-3,-3,2,2,2,0,2,1,1,0,0.75,1.9598237397554634
bal opvangen,2,2,-2,-2,1,1,2,0,1,1,1,0,0.5833333333333334,1.378954368902449
bal toetsen,2,1,-3,-2,2,1,2,1,2,1,1,0,0.6666666666666666,1.6143297699232972
begint met opslag,-2,2,-2,-1,3,1,1,0,2,1,2,0,0.5833333333333334,1.6213537179739277
benen gebruiken,-1,3,2,1,2,2,3,0,0,2,1,2,1.4166666666666667,1.2401124093721456
benen kunnen breken,-2,2,0,-2,-2,1,3,1,-2,1,1,1,0.16666666666666666,1.7494587907710373
