feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
absorbeert vocht,-3,-3,-2,-3,-3,0,-2,-1,-2,-1,-3,-3,-2.1666666666666665,1.0298573010888745
bak je vlees in,0,2,2,-3,-2,2,3,1,1,0,1,-3,0.3333333333333333,2.015094553763188
bebouwde 'kom' is woonwijk,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3.0,0.0
behoort tot servies,-2,3,1,-3,-2,2,3,-1,-2,0,1,-3,-0.25,2.220769727328383
bestaat al lang,-3,-3,1,-3,0,0,-3,2,-1,1,-1,2,-0.6666666666666666,1.9694638556693238
bestaat in verschillende groottes,-3,-3,1,-3,-2,0,-3,1,-2,1,2,1,-0.8333333333333334,1.9924098397912438
bestaat in verschillende kleuren,-2,-3,-1,-3,-2,0,-3,1,-1,1,-1,1,-1.0833333333333333,1.5642792899510294
bestaat in verschillende merken,-3,-3,1,-3,0,0,-3,1,-2,1,-2,1,-1.0,1.8090680674665818
bestaat in verschillende modellen,-2,-3,0,-3,0,0,-3,1,2,1,2,1,-0.3333333333333333,1.9227505550564006
bestaat in verschillende soorten,-3,-3,0,-3,2,0,-3,1,1,1,2,1,-0.3333333333333333,2.059714602177749
bestaat in verschillende vormen,-2,-3,0,-3,0,0,-3,1,-1,1,2,1,-0.5833333333333334,1.781640374554423
bestaat nog niet zo lang,-3,-3,-1,-3,-2,0,-3,-2,0,-3,-3,-2,-2.0833333333333335,1.164500152881315
bestaat uit twee delen,-3,-3,-3,-3,-3,0,-3,-2,-2,0,-3,-3,-2.3333333333333335,1.1547005383792517
bestaat uit verschillende delen,-3,-3,-3,-3,-3,0,-3,-2,-1,0,2,2,-1.4166666666666667,1.97522534195852
bestaat uit verschillende gebogen staven,-3,-3,-3,-3,-2,0,-3,-2,-3,0,-3,-3,-2.3333333333333335,1.1547005383792517
bevat dikwijls plant,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-2.9166666666666665,0.28867513459481287
bevat drank,-3,1,-3,-3,-3,1,2,-2,0,0,-3,-3,-1.3333333333333333,1.9694638556693236
bevat rijst,-3,-1,1,-3,-3,1,2,-2,-3,0,-3,-3,-1.4166666666666667,1.9286515936521478
blinkt,-1,1,2,-3,0,0,-2,0,-3,-1,1,1,-0.4166666666666667,1.6213537179739277
brood springt eruit,-3,1,0,0,-3,2,3,-1,1,0,-3,-3,-0.5,2.1105794120443453
dient om blik te openen,-2,2,1,0,0,2,3,0,1,0,-1,-3,0.25,1.712255291076124
dient om brood te roosteren,-2,2,0,0,-3,2,3,-2,1,0,-1,-3,-0.25,2.0056737702645644
dient om brood te smeren,-3,1,0,0,-2,2,3,0,1,0,-1,-3,-0.16666666666666666,1.8504708655481243
dient om de kookpot leeg te maken,-3,0,-1,-3,0,2,3,0,-2,0,-1,-3,-0.6666666666666666,1.9227505550564006
dient om de tafel te beschermen,-3,2,-2,-3,-3,1,3,-2,-3,0,-3,-3,-1.3333333333333333,2.229281716090851
dient om dingen in op te bergen,-3,2,-2,-3,-3,1,2,-1,-1,0,-3,-3,-1.1666666666666667,1.9924098397912442
dient om dingen mee door te knippen,-2,2,-1,1,0,1,2,0,1,0,-2,-3,-0.08333333333333333,1.6213537179739277
dient om dingen te wegen,-3,2,0,1,-1,1,3,0,1,0,-1,-3,0.0,1.8090680674665818
dient om eten in te bewaren,-3,2,0,1,-1,2,3,1,1,0,1,-3,0.3333333333333333,1.874873733122184
dient om fruit te raspen,-2,2,1,1,0,2,3,0,1,0,-1,-3,0.3333333333333333,1.7232808737106584
dient om goud te winnen,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3.0,0.0
dient om haren mee te knippen,-3,-2,-3,-3,-3,-1,-3,-2,-3,-2,-3,-3,-2.5833333333333335,0.6685579234215214
dient om iets in op te warmen,-3,2,1,-3,-2,1,3,0,1,0,1,-3,-0.16666666666666666,2.081665999466133
dient om kaas te raspen,-2,2,1,1,0,2,3,0,1,0,-1,-3,0.3333333333333333,1.7232808737106584
dient om lekker eten in te maken,3,2,2,-2,-1,3,3,2,0,1,2,1,1.3333333333333333,1.6143297699232972
