feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
Indiase of Afrikaanse,2,-3,0,-3,0,-2,0,-1,1,-3,-2,1,-0.8333333333333334,1.7494587907710375
als ze klein zijn een big,-3,1,-3,-3,3,-2,0,-3,0,-3,-2,1,-1.1666666666666667,2.081665999466133
angstaanjagend,1,-3,-1,0,-2,-3,0,-2,2,1,-2,1,-0.6666666666666666,1.7232808737106584
balkt,-1,1,0,-3,-1,-2,0,0,0,-3,-2,1,-0.8333333333333334,1.403458930534474
bang dier,2,-3,-1,0,-2,-3,0,-1,0,0,-2,-1,-0.9166666666666666,1.4433756729740643
bedreigde diersoort,1,3,1,-1,-2,-3,0,2,2,-1,1,1,0.3333333333333333,1.775250729197189
bekend om het aanleggen van wintervoorraad,0,1,0,-1,-1,-3,0,2,1,-3,-1,-1,-0.5,1.5075567228888183
beschermde diersoort,1,2,-2,0,-1,-3,0,-3,3,-2,1,2,-0.16666666666666666,2.0375267241229382
bijt,1,0,2,0,-2,0,2,-3,1,-1,2,0,0.16666666666666666,1.5859229221975182
blaat,0,0,-1,-3,0,-3,0,1,0,-3,-2,1,-0.8333333333333334,1.5275252316519465
blaft,0,1,0,-3,1,-2,0,-1,1,-3,-2,1,-0.5833333333333334,1.5642792899510296
bouwt dammen,-3,-3,-3,-3,-1,-3,0,-2,1,-3,-2,1,-1.75,1.6025547785276542
brullen,-1,-2,0,-2,-3,-2,1,1,3,2,0,-1,-0.3333333333333333,1.8257418583505538
buideldier,-1,1,0,-3,1,-3,0,1,1,-1,-2,1,-0.4166666666666667,1.5642792899510294
dikke huid,-1,-3,1,-1,-1,-2,1,-2,1,-3,1,0,-0.75,1.5447859516333116
draagt kind in buidel,0,2,-2,-3,0,-3,0,2,1,1,0,-1,-0.25,1.712255291076124
drinkt water,3,-1,3,1,1,2,3,-1,2,3,3,2,1.75,1.4847711791873706
een varkensneus,0,-2,0,-3,1,-3,0,0,0,-3,-2,1,-0.9166666666666666,1.5642792899510296
eet alles,0,1,0,-1,-2,-2,1,-2,2,1,1,2,0.08333333333333333,1.5050420310248867
eet bananen,1,1,1,-3,1,-3,0,2,1,-3,-2,1,-0.25,1.9128750375000738
eet bladeren van de bomen,-1,1,1,-1,-2,-1,0,0,1,-3,-1,0,-0.5,1.243163121016122
eet eikels,-2,0,0,-3,-1,-3,-1,-1,0,-3,0,1,-1.0833333333333333,1.378954368902449
eet graag wortelen,0,1,1,-3,1,-3,0,1,0,-1,-2,1,-0.3333333333333333,1.5569978883230458
eet graan,1,1,-2,0,1,-3,1,-2,0,-1,-2,0,-0.5,1.4459976109624424
eet gras,-1,1,0,1,1,-1,1,-2,0,-2,1,1,0.0,1.2060453783110545
eet hooi,-1,-2,1,-1,1,-1,1,1,0,-3,-2,0,-0.5,1.381698559415515
eet insecten,1,1,0,-1,-2,-3,1,0,1,1,-1,1,-0.08333333333333333,1.378954368902449
eet kaas,1,-2,-1,-3,-2,-3,0,1,1,-3,-2,1,-1.0,1.7056057308448835
eet kippen,2,-2,0,-3,-1,-2,-2,-1,0,-3,-2,1,-1.0833333333333333,1.5642792899510294
eet nootjes,0,1,0,-3,1,-3,0,2,0,-3,-2,1,-0.5,1.7837651700316894
eet planten,1,0,1,1,1,-1,1,1,0,-1,-2,1,0.25,1.0552897060221726
eet vis,2,0,1,0,-2,-3,0,-2,1,0,-2,-1,-0.5,1.5075567228888183
er zijn verschillende soorten,3,-3,3,3,0,3,3,2,1,3,3,-1,1.6666666666666667,2.015094553763188
familie van de hond,1,1,0,-2,2,1,-1,1,1,-3,0,1,0.16666666666666666,1.4668044012461754
familie van het paard,1,1,0,-2,2,1,0,1,1,-3,-2,1,0.08333333333333333,1.5642792899510296
familie van kameel,-1,1,0,-3,2,-3,0,-1,0,-3,-2,0,-0.8333333333333334,1.642245321798694
fladdert,0,-3,-3,-3,0,-3,-2,0,0,-3,-3,1,-1.5833333333333333,1.6213537179739277
gebruikt als trekdier,0,2,0,-1,1,-3,1,2,0,1,-1,1,0.25,1.4222261679238197
gebruikt in wedstrijden,1,-3,0,-3,0,-3,1,1,1,-2,-2,2,-0.5833333333333334,1.8809249819912512
geeft melk,2,1,3,2,2,-2,0,1,1,1,-1,3,1.0833333333333333,1.5050420310248862
geel,-3,-3,0,-3,-2,-2,0,-3,2,-3,-3,-2,-1.8333333333333333,1.6422453217986943
geel en zwart,-1,-3,0,-3,0,-1,0,-1,0,-3,-3,0,-1.25,1.3568010505999362
geen vriendjes met honden,-1,-3,0,-3,0,-2,-1,-3,0,-3,-3,1,-1.5,1.5075567228888183
geliefd bij kinderen,2,-3,2,1,0,-3,2,-1,0,1,3,1,0.4166666666666667,1.928651593652148
gestreept,0,-3,0,-3,1,-3,0,0,0,-3,-1,0,-1.0,1.5374122295716148
gevaarlijk,1,-2,0,0,-2,-3,1,1,2,2,1,-2,-0.08333333333333333,1.729862492345632
goed reukvermogen,1,0,2,2,0,2,2,2,2,1,2,2,1.5,0.7977240352174656
graaft holen,-1,-3,2,-1,-1,-3,-1,1,0,-3,-2,-1,-1.0833333333333333,1.5642792899510294
graast,0,1,1,1,1,2,1,0,0,-3,1,0,0.4166666666666667,1.2401124093721454
grijs,0,-3,1,-2,-3,-3,0,-1,1,-3,-1,-2,-1.3333333333333333,1.5569978883230458
grijs-wit,0,-3,-1,-2,-1,-3,1,-1,0,0,-2,-2,-1.1666666666666667,1.2673044646258473
grote muil,0,-3,0,-1,-2,-1,1,1,1,-3,-2,-1,-0.8333333333333334,1.4668044012461754
grote neusgaten,0,-3,-2,-2,0,-3,1,-3,-1,-3,-3,1,-1.5,1.6236882817719773
grote oren,-2,-2,0,-1,-1,-3,1,2,1,-2,0,1,-0.5,1.5666989036012806
harig,2,3,3,2,0,2,1,2,1,2,2,-1,1.5833333333333333,1.1645001528813148
heeft 2 ogen,3,-3,3,3,0,3,3,2,2,3,2,3,2.0,1.8090680674665818
heeft 2 oren,3,-3,3,3,1,-3,3,-1,2,2,2,2,1.1666666666666667,2.2495790852081776
heeft Batman geïnspireerd,0,-3,-2,-3,-3,-2,0,0,0,-3,-2,0,-1.5,1.381698559415515
