exemplar,aambeeld,beitel,bijl,boormachine,breekijzer,engelse sleutel,grasmachine,hamer,houtklem,houweel,koevoet,kruiwagen,mes,moersleutel,oliespuit,plamuurmes,ploeg,schaaf,schop,schroevendraaier,slijpschijf,spijker,staalborstel,stofzuiger,tang,touw,verfborstel,vijl,waterpas,zaag
aambeeld,1.0,0.3235294117647059,0.2705882352941177,0.1588235294117647,0.35625,0.246875,0.196875,0.38,0.24642857142857144,0.27692307692307694,0.3142857142857143,0.26071428571428573,0.2357142857142857,0.25384615384615383,0.23333333333333334,0.24583333333333335,0.30454545454545456,0.35,0.29,0.27,0.335,0.24,0.2833333333333333,0.24444444444444446,0.33333333333333337,0.21666666666666665,0.25,0.23888888888888887,0.2777777777777778,0.25
beitel,0.3235294117647059,1.0,0.48235294117647054,0.33529411764705885,0.50625,0.3875,0.23125,0.4833333333333333,0.30357142857142855,0.45,0.4714285714285714,0.17857142857142858,0.42857142857142855,0.3153846153846154,0.2125,0.4166666666666667,0.3227272727272727,0.375,0.425,0.43,0.34500000000000003,0.395,0.42777777777777776,0.18888888888888888,0.37222222222222223,0.22222222222222224,0.4111111111111111,0.5,0.3555555555555555,0.3388888888888889
bijl,0.2705882352941177,0.48235294117647054,1.0,0.25882352941176473,0.49375,0.271875,0.29375,0.5233333333333333,0.2642857142857143,0.65,0.3892857142857143,0.19642857142857142,0.55,0.25384615384615383,0.2375,0.29166666666666663,0.36818181818181817,0.33999999999999997,0.385,0.31,0.28500000000000003,0.27,0.33333333333333337,0.21666666666666665,0.3555555555555555,0.25,0.26666666666666666,0.40555555555555556,0.29444444444444445,0.35
boormachine,0.1588235294117647,0.33529411764705885,0.25882352941176473,1.0,0.259375,0.225,0.35625,0.29333333333333333,0.26785714285714285,0.2846153846153846,0.325,0.2,0.28928571428571426,0.23076923076923075,0.20833333333333334,0.29583333333333334,0.2772727272727273,0.305,0.315,0.43499999999999994,0.5,0.225,0.24444444444444446,0.38333333333333336,0.25,0.2,0.23333333333333334,0.3,0.36666666666666664,0.3
breekijzer,0.35625,0.50625,0.49375,0.259375,1.0,0.4125,0.225,0.39666666666666667,0.31785714285714284,0.5269230769230769,0.7142857142857143,0.225,0.4607142857142857,0.3769230769230769,0.325,0.4041666666666667,0.30454545454545456,0.385,0.365,0.38,0.34500000000000003,0.385,0.3277777777777778,0.18333333333333332,0.5611111111111111,0.2111111111111111,0.26666666666666666,0.4,0.26666666666666666,0.32222222222222224
engelse sleutel,0.246875,0.3875,0.271875,0.225,0.4125,1.0,0.171875,0.31,0.33571428571428574,0.31923076923076926,0.3392857142857143,0.2642857142857143,0.3,0.5692307692307692,0.22083333333333335,0.3625,0.2681818181818182,0.35,0.275,0.5549999999999999,0.255,0.4,0.37777777777777777,0.24444444444444446,0.5166666666666667,0.21666666666666665,0.26666666666666666,0.27222222222222225,0.3111111111111111,0.31666666666666665
grasmachine,0.196875,0.23125,0.29375,0.35625,0.225,0.171875,1.0,0.18,0.18928571428571428,0.21538461538461537,0.21785714285714283,0.37857142857142856,0.33571428571428574,0.21153846153846154,0.2,0.17916666666666667,0.4045454545454546,0.305,0.315,0.25,0.45499999999999996,0.155,0.32222222222222224,0.4611111111111111,0.22777777777777777,0.18333333333333332,0.17222222222222222,0.23888888888888887,0.20555555555555555,0.21666666666666665
hamer,0.38,0.4833333333333333,0.5233333333333333,0.29333333333333333,0.39666666666666667,0.31,0.18,1.0,0.24615384615384617,0.4,0.40384615384615385,0.23076923076923075,0.31153846153846154,0.3458333333333333,0.2909090909090909,0.3181818181818182,0.2681818181818182,0.315,0.4,0.365,0.27999999999999997,0.33999999999999997,0.31666666666666665,0.2,0.4111111111111111,0.21666666666666665,0.25555555555555554,0.32222222222222224,0.3888888888888889,0.4333333333333333
houtklem,0.24642857142857144,0.30357142857142855,0.2642857142857143,0.26785714285714285,0.31785714285714284,0.33571428571428574,0.18928571428571428,0.24615384615384617,1.0,0.31153846153846154,0.275,0.20714285714285716,0.23928571428571427,0.24615384615384617,0.22083333333333335,0.2833333333333333,0.2363636363636364,0.29,0.275,0.22000000000000003,0.34500000000000003,0.27,0.3055555555555555,0.20555555555555555,0.4666666666666667,0.3055555555555555,0.3111111111111111,0.27222222222222225,0.31666666666666665,0.25555555555555554
houweel,0.27692307692307694,0.45,0.65,0.2846153846153846,0.5269230769230769,0.31923076923076926,0.21538461538461537,0.4,0.31153846153846154,1.0,0.44230769230769235,0.24230769230769228,0.34615384615384615,0.3,0.175,0.39166666666666666,0.44545454545454544,0.315,0.525,0.395,0.32,0.32999999999999996,0.3555555555555555,0.22777777777777777,0.3111111111111111,0.25,0.3055555555555555,0.40555555555555556,0.34444444444444444,0.2611111111111111
koevoet,0.3142857142857143,0.4714285714285714,0.3892857142857143,0.325,0.7142857142857143,0.3392857142857143,0.21785714285714283,0.40384615384615385,0.275,0.44230769230769235,1.0,0.2571428571428572,0.3607142857142857,0.3153846153846154,0.21666666666666665,0.3125,0.34545454545454546,0.35,0.385,0.395,0.3,0.265,0.3944444444444445,0.27222222222222225,0.4222222222222222,0.2111111111111111,0.28888888888888886,0.3111111111111111,0.3,0.37222222222222223
kruiwagen,0.26071428571428573,0.17857142857142858,0.19642857142857142,0.2,0.225,0.2642857142857143,0.37857142857142856,0.23076923076923075,0.20714285714285716,0.24230769230769228,0.2571428571428572,1.0,0.19642857142857142,0.21923076923076926,0.17916666666666667,0.21666666666666665,0.4545454545454546,0.26,0.28500000000000003,0.21000000000000002,0.275,0.175,0.17777777777777776,0.3111111111111111,0.25,0.21666666666666665,0.24444444444444446,0.23888888888888887,0.24444444444444446,0.25
mes,0.2357142857142857,0.42857142857142855,0.55,0.28928571428571426,0.4607142857142857,0.3,0.33571428571428574,0.31153846153846154,0.23928571428571427,0.34615384615384615,0.3607142857142857,0.19642857142857142,1.0,0.31153846153846154,0.15833333333333333,0.5875,0.39090909090909093,0.47000000000000003,0.33999999999999997,0.39,0.465,0.335,0.32222222222222224,0.16666666666666669,0.3055555555555555,0.22777777777777777,0.2833333333333333,0.5611111111111111,0.3944444444444445,0.5555555555555556
moersleutel,0.25384615384615383,0.3153846153846154,0.25384615384615383,0.23076923076923075,0.3769230769230769,0.5692307692307692,0.21153846153846154,0.3458333333333333,0.24615384615384617,0.3,0.3153846153846154,0.21923076923076926,0.31153846153846154,1.0,0.25416666666666665,0.29166666666666663,0.24545454545454545,0.34500000000000003,0.27,0.575,0.315,0.40499999999999997,0.29444444444444445,0.17222222222222222,0.4333333333333333,0.3055555555555555,0.27222222222222225,0.35,0.29444444444444445,0.3
oliespuit,0.23333333333333334,0.2125,0.2375,0.20833333333333334,0.325,0.22083333333333335,0.2,0.2909090909090909,0.22083333333333335,0.175,0.21666666666666665,0.17916666666666667,0.15833333333333333,0.25416666666666665,1.0,0.25416666666666665,0.2409090909090909,0.26,0.22999999999999998,0.25,0.18,0.27999999999999997,0.28888888888888886,0.2,0.21666666666666665,0.23888888888888887,0.33333333333333337,0.28888888888888886,0.18888888888888888,0.20555555555555555
plamuurmes,0.24583333333333335,0.4166666666666667,0.29166666666666663,0.29583333333333334,0.4041666666666667,0.3625,0.17916666666666667,0.3181818181818182,0.2833333333333333,0.39166666666666666,0.3125,0.21666666666666665,0.5875,0.29166666666666663,0.25416666666666665,1.0,0.3,0.43499999999999994,0.42000000000000004,0.315,0.34500000000000003,0.26,0.4222222222222222,0.2611111111111111,0.37222222222222223,0.20555555555555555,0.32222222222222224,0.3944444444444445,0.5,0.3111111111111111
ploeg,0.30454545454545456,0.3227272727272727,0.36818181818181817,0.2772727272727273,0.30454545454545456,0.2681818181818182,0.4045454545454546,0.2681818181818182,0.2363636363636364,0.44545454545454544,0.34545454545454546,0.4545454545454546,0.39090909090909093,0.24545454545454545,0.2409090909090909,0.3,1.0,0.315,0.48,0.29500000000000004,0.315,0.215,0.31666666666666665,0.24444444444444446,0.32222222222222224,0.27222222222222225,0.24444444444444446,0.26666666666666666,0.22222222222222224,0.3388888888888889
schaaf,0.35,0.375,0.33999999999999997,0.305,0.385,0.35,0.305,0.315,0.29,0.315,0.35,0.26,0.47000000000000003,0.34500000000000003,0.26,0.43499999999999994,0.315,1.0,0.265,0.40499999999999997,0.645,0.325,0.42777777777777776,0.2111111111111111,0.3277777777777778,0.23333333333333334,0.28888888888888886,0.6611111111111111,0.28888888888888886,0.5111111111111111
schop,0.29,0.425,0.385,0.315,0.365,0.275,0.315,0.4,0.275,0.525,0.385,0.28500000000000003,0.33999999999999997,0.27,0.22999999999999998,0.42000000000000004,0.48,0.265,1.0,0.305,0.29,0.32999999999999996,0.27222222222222225,0.17777777777777776,0.3277777777777778,0.23333333333333334,0.23333333333333334,0.3555555555555555,0.27222222222222225,0.4111111111111111
schroevendraaier,0.27,0.43,0.31,0.43499999999999994,0.38,0.5549999999999999,0.25,0.365,0.22000000000000003,0.395,0.395,0.21000000000000002,0.39,0.575,0.25,0.315,0.29500000000000004,0.40499999999999997,0.305,1.0,0.325,0.395,0.33333333333333337,0.22222222222222224,0.4111111111111111,0.22777777777777777,0.35,0.3555555555555555,0.31666666666666665,0.35
slijpschijf,0.335,0.34500000000000003,0.28500000000000003,0.5,0.34500000000000003,0.255,0.45499999999999996,0.27999999999999997,0.34500000000000003,0.32,0.3,0.275,0.465,0.315,0.18,0.34500000000000003,0.315,0.645,0.29,0.325,1.0,0.335,0.4,0.3055555555555555,0.3111111111111111,0.25555555555555554,0.25555555555555554,0.45555555555555555,0.2611111111111111,0.49444444444444446
spijker,0.24,0.395,0.27,0.225,0.385,0.4,0.155,0.33999999999999997,0.27,0.32999999999999996,0.265,0.175,0.335,0.40499999999999997,0.27999999999999997,0.26,0.215,0.325,0.32999999999999996,0.395,0.335,1.0,0.4111111111111111,0.25,0.2833333333333333,0.23888888888888887,0.28888888888888886,0.4166666666666667,0.28888888888888886,0.2833333333333333
staalborstel,0.2833333333333333,0.42777777777777776,0.33333333333333337,0.24444444444444446,0.3277777777777778,0.37777777777777777,0.32222222222222224,0.31666666666666665,0.3055555555555555,0.3555555555555555,0.3944444444444445,0.17777777777777776,0.32222222222222224,0.29444444444444445,0.28888888888888886,0.4222222222222222,0.31666666666666665,0.42777777777777776,0.27222222222222225,0.33333333333333337,0.4,0.4111111111111111,1.0,0.25,0.4166666666666667,0.2611111111111111,0.5722222222222222,0.611111111111111,0.26666666666666666,0.4111111111111111
stofzuiger,0.24444444444444446,0.18888888888888888,0.21666666666666665,0.38333333333333336,0.18333333333333332,0.24444444444444446,0.4611111111111111,0.2,0.20555555555555555,0.22777777777777777,0.27222222222222225,0.3111111111111111,0.16666666666666669,0.17222222222222222,0.2,0.2611111111111111,0.24444444444444446,0.2111111111111111,0.17777777777777776,0.22222222222222224,0.3055555555555555,0.25,0.25,1.0,0.23333333333333334,0.18333333333333332,0.3,0.25,0.23888888888888887,0.19444444444444445
tang,0.33333333333333337,0.37222222222222223,0.3555555555555555,0.25,0.5611111111111111,0.5166666666666667,0.22777777777777777,0.4111111111111111,0.4666666666666667,0.3111111111111111,0.4222222222222222,0.25,0.3055555555555555,0.4333333333333333,0.21666666666666665,0.37222222222222223,0.32222222222222224,0.3277777777777778,0.3277777777777778,0.4111111111111111,0.3111111111111111,0.2833333333333333,0.4166666666666667,0.23333333333333334,1.0,0.2777777777777778,0.3611111111111111,0.26666666666666666,0.3111111111111111,0.32222222222222224
touw,0.21666666666666665,0.22222222222222224,0.25,0.2,0.2111111111111111,0.21666666666666665,0.18333333333333332,0.21666666666666665,0.3055555555555555,0.25,0.2111111111111111,0.21666666666666665,0.22777777777777777,0.3055555555555555,0.23888888888888887,0.20555555555555555,0.27222222222222225,0.23333333333333334,0.23333333333333334,0.22777777777777777,0.25555555555555554,0.23888888888888887,0.2611111111111111,0.18333333333333332,0.2777777777777778,1.0,0.24444444444444446,0.24444444444444446,0.24444444444444446,0.2611111111111111
verfborstel,0.25,0.4111111111111111,0.26666666666666666,0.23333333333333334,0.26666666666666666,0.26666666666666666,0.17222222222222222,0.25555555555555554,0.3111111111111111,0.3055555555555555,0.28888888888888886,0.24444444444444446,0.2833333333333333,0.27222222222222225,0.33333333333333337,0.32222222222222224,0.24444444444444446,0.28888888888888886,0.23333333333333334,0.35,0.25555555555555554,0.28888888888888886,0.5722222222222222,0.3,0.3611111111111111,0.24444444444444446,1.0,0.31666666666666665,0.31666666666666665,0.3055555555555555
vijl,0.23888888888888887,0.5,0.40555555555555556,0.3,0.4,0.27222222222222225,0.23888888888888887,0.32222222222222224,0.27222222222222225,0.40555555555555556,0.3111111111111111,0.23888888888888887,0.5611111111111111,0.35,0.28888888888888886,0.3944444444444445,0.26666666666666666,0.6611111111111111,0.3555555555555555,0.3555555555555555,0.45555555555555555,0.4166666666666667,0.611111111111111,0.25,0.26666666666666666,0.24444444444444446,0.31666666666666665,1.0,0.28888888888888886,0.4166666666666667
waterpas,0.2777777777777778,0.3555555555555555,0.29444444444444445,0.36666666666666664,0.26666666666666666,0.3111111111111111,0.20555555555555555,0.3888888888888889,0.31666666666666665,0.34444444444444444,0.3,0.24444444444444446,0.3944444444444445,0.29444444444444445,0.18888888888888888,0.5,0.22222222222222224,0.28888888888888886,0.27222222222222225,0.31666666666666665,0.2611111111111111,0.28888888888888886,0.26666666666666666,0.23888888888888887,0.3111111111111111,0.24444444444444446,0.31666666666666665,0.28888888888888886,1.0,0.27222222222222225
zaag,0.25,0.3388888888888889,0.35,0.3,0.32222222222222224,0.31666666666666665,0.21666666666666665,0.4333333333333333,0.25555555555555554,0.2611111111111111,0.37222222222222223,0.25,0.5555555555555556,0.3,0.20555555555555555,0.3111111111111111,0.3388888888888889,0.5111111111111111,0.4111111111111111,0.35,0.49444444444444446,0.2833333333333333,0.4111111111111111,0.19444444444444445,0.32222222222222224,0.2611111111111111,0.3055555555555555,0.4166666666666667,0.27222222222222225,1.0
