feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
bestaat al lang,-3,-3,1,-3,0,0,-3,2,-1,1,-1,2,-0.6666666666666666,1.9694638556693238
bestaat in verschillende soorten,-3,-3,0,-3,2,0,-3,1,1,1,2,1,-0.3333333333333333,2.059714602177749
bestaat in verschillende vormen,-2,-3,0,-3,0,0,-3,1,-1,1,2,1,-0.5833333333333334,1.781640374554423
dient om eten in te bewaren,-3,2,0,1,-1,2,3,1,1,0,1,-3,0.3333333333333333,1.874873733122184
gebruik je om eten klaar te maken,3,3,2,3,3,3,3,0,3,3,1,2,2.4166666666666665,0.996204919895622
gemaakt uit hout,-2,-2,1,0,-1,0,-3,0,0,1,-1,-3,-0.8333333333333334,1.403458930534474
gemaakt uit metaal,-1,-2,1,0,2,0,-3,0,0,1,2,1,0.08333333333333333,1.5050420310248864
gemaakt uit plastic,-1,-2,1,0,2,0,-3,0,0,1,2,1,0.08333333333333333,1.5050420310248864
heeft een handvat,-3,-3,0,0,1,0,-2,0,-2,0,-2,-3,-1.1666666666666667,1.4668044012461754
heeft iedereen,-2,1,1,0,2,0,-3,2,2,1,-2,1,0.25,1.712255291076124
is duur,-3,-3,-1,0,-2,0,-3,-1,-1,0,-3,-3,-1.6666666666666667,1.3026778945578594
is elektronisch,0,1,-3,0,0,0,1,-2,-2,0,-3,0,-0.6666666666666666,1.4354811251305468
is er in verschillende materialen,0,0,-3,1,1,0,0,0,-3,1,0,0,-0.25,1.3568010505999362
is functioneel,3,2,1,1,2,0,0,1,3,3,3,3,1.8333333333333333,1.1934162828797101
is gereedschap,2,-1,-1,2,1,3,2,2,-1,1,1,-2,0.75,1.6025547785276542
is grijs,-3,-3,-1,0,-3,0,-3,-2,0,0,-3,-3,-1.75,1.4222261679238197
is handig,3,0,1,1,2,0,-3,-1,-1,1,3,2,0.6666666666666666,1.775250729197189
is multifunctioneel,-3,2,1,1,1,0,-2,-1,2,2,2,-1,0.3333333333333333,1.7232808737106584
is onmisbaar,1,1,-3,-1,-2,0,0,0,-3,2,-3,1,-0.5833333333333334,1.7816403745544227
is scherp,-3,1,1,0,0,0,-1,-2,0,0,-3,-2,-0.75,1.4222261679238197
is stevig,-3,-2,0,0,0,0,-3,0,1,1,2,1,-0.25,1.6025547785276542
is wit,-3,-3,-2,0,-2,0,-3,-2,0,0,-3,-3,-1.75,1.3568010505999362
kan elektronisch zijn,1,1,-3,1,0,2,0,1,0,2,1,1,0.5833333333333334,1.3113721705515065
kan gevaarlijk zijn,1,1,-2,1,-1,0,0,-1,-3,-2,2,0,-0.3333333333333333,1.497472618255253
kan je afwassen,-3,0,1,0,0,1,2,0,-1,1,2,1,0.3333333333333333,1.3706888336846839
kan je mee eten,2,2,1,1,0,1,3,1,1,1,2,2,1.4166666666666667,0.7929614610987591
kan je mee snijden,-1,2,-1,0,0,1,2,-1,1,0,2,0,0.4166666666666667,1.164500152881315
kan tegen warmte,1,2,-3,0,0,-1,1,0,-1,1,2,1,0.25,1.4222261679238197
koop je in de winkel,-3,-2,-1,0,0,0,-3,1,2,0,1,1,-0.3333333333333333,1.6143297699232975
koop je in een speciaalzaak,1,-1,-3,0,1,1,0,-2,-3,-2,-2,-1,-0.9166666666666666,1.5050420310248864
maakt lawaai,-3,-3,-1,0,-3,0,-3,-2,3,1,-3,-3,-1.4166666666666667,2.0207259421636903
moet je afwassen na gebruik,-3,3,1,0,1,1,2,2,2,1,3,1,1.1666666666666667,1.5859229221975182
vergemakkelijkt het werk in de keuken,3,3,2,1,3,3,3,3,2,2,-1,3,2.25,1.2154310870109943
vind je in de kast,-1,2,-1,-1,-1,0,0,1,-3,1,-3,0,-0.5,1.5075567228888183
voelt koud aan,-1,1,-3,-1,0,-2,0,-2,-3,0,-3,0,-1.1666666666666667,1.403458930534474
wordt gebruikt bij het koken,3,3,3,2,3,3,3,2,3,3,3,2,2.75,0.45226701686664544
wordt in de keuken gebruikt,-3,3,3,2,3,3,3,3,3,2,3,3,2.3333333333333335,1.723280873710658
wordt soms cadeau gedaan aan pasgehuwden,1,2,-1,-1,0,2,1,0,0,1,-3,0,0.16666666666666666,1.4034589305344742
wordt vooral gebruikt door vrouwen,-2,1,0,1,-1,0,0,-1,2,1,-3,1,-0.08333333333333333,1.4433756729740643
