feature,respondent 0,respondent 1,respondent 10,respondent 11,respondent 2,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std
ademt,-3,1,-3,2,-3,1,1,-2,0,1,0,0,-0.4166666666666667,1.8319554050414564
ademt door longen,-2,1,2,3,-2,3,2,2,3,3,2,0,1.4166666666666667,1.8319554050414562
baart levende jongen,3,3,3,3,-2,3,3,3,3,3,3,2,2.5,1.4459976109624424
eet,-3,1,-3,2,-3,0,1,0,-2,0,0,0,-0.5833333333333334,1.729862492345632
er zijn verschillende soorten,3,-3,3,3,0,3,3,2,1,3,3,-1,1.6666666666666667,2.015094553763188
gaat dood,-3,1,-3,2,-3,0,1,-2,0,0,0,0,-0.5833333333333334,1.729862492345632
heeft een vacht,-2,3,3,2,1,3,2,2,1,0,2,1,1.5,1.4459976109624424
heeft longen,-2,1,2,3,-2,1,2,2,1,3,0,0,0.9166666666666666,1.6764862244009227
heeft ogen,-3,1,1,1,-3,0,2,1,1,2,1,1,0.4166666666666667,1.6764862244009227
heeft poten,1,0,3,2,-1,3,1,1,1,0,2,2,1.25,1.2154310870109943
heeft tepels,3,3,2,1,-2,2,3,3,2,-1,3,2,1.75,1.6583123951777
heeft vier poten,0,2,3,2,-1,2,2,0,2,1,2,2,1.4166666666666667,1.164500152881315
is behaard,3,2,-2,2,-2,1,2,2,2,0,2,2,1.1666666666666667,1.6422453217986943
is een dier,3,2,3,3,0,3,3,-2,2,3,3,3,2.1666666666666665,1.585922922197518
is een dolfijn,-3,0,-3,-1,1,-1,-3,0,0,-1,-3,-1,-1.25,1.4222261679238197
is een levend wezen,-3,0,2,1,1,3,1,1,0,0,2,2,0.8333333333333334,1.5275252316519465
is een mens,1,0,-2,0,1,-1,-3,1,0,-1,-3,-1,-0.6666666666666666,1.4354811251305468
is er in verschillende groottes,1,0,-3,0,1,-2,0,-1,1,2,0,0,-0.08333333333333333,1.3789543689024488
is er in verschillende vormen,1,0,-3,0,1,-2,0,-1,1,0,0,0,-0.25,1.2154310870109943
is gewerveld,1,1,2,3,2,3,2,3,3,2,2,1,2.0833333333333335,0.7929614610987591
is warmbloedig,3,2,2,3,2,1,2,3,1,3,2,2,2.1666666666666665,0.7177405625652734
kan niet vliegen,2,2,-1,1,1,0,-1,1,-3,-2,2,-2,0.0,1.7580981459830651
kan verschillende kleuren hebben,-1,-3,3,2,-2,-1,2,1,0,3,3,0,0.5833333333333334,2.0652243256245835
kan zich voortplanten,1,1,-3,3,2,-1,2,2,3,3,2,2,1.4166666666666667,1.781640374554423
kan ziek worden,-3,1,-3,0,-3,-2,2,-2,-3,0,0,0,-1.0833333333333333,1.781640374554423
kan zwemmen,2,-3,2,0,-1,1,0,-2,2,2,1,0,0.3333333333333333,1.6696942198734437
leeft in de zoo,0,2,2,-2,0,1,2,2,3,0,2,1,1.0833333333333333,1.378954368902449
leeft in het wild,0,2,0,2,-1,2,1,-2,2,0,0,2,0.6666666666666666,1.3706888336846839
leeft in water,-3,-3,-2,-1,1,-3,0,0,0,-2,-2,0,-1.25,1.4222261679238197
leeft op het land,3,3,3,2,-3,2,1,1,0,2,2,0,1.3333333333333333,1.723280873710658
leeft op het land en in het water,1,0,0,1,1,0,1,-2,-3,-1,2,0,0.0,1.4142135623730951
legt geen eieren,1,2,2,1,3,2,3,2,3,3,2,1,2.0833333333333335,0.7929614610987591
wordt soms als huisdier gehouden,-3,0,-3,1,-1,1,1,0,1,1,0,0,-0.16666666666666666,1.4668044012461756
zoogt de jongen,3,3,3,2,3,3,3,3,3,3,0,3,2.6666666666666665,0.8876253645985945
