exemplar,bij,bloedzuiger,daas,duizendpoot,fruitvlieg,hommel,kakkerlak,kever,krekel,libel,lieveheersbeestje,luis,meikever,mier,mot,mug,oorworm,pissebed,rups,spin,sprinkhaan,vlieg,vlinder,vlo,wesp,worm
lieveheersbeestje,0.49333333333333335,0.37333333333333335,0.43,0.4833333333333333,0.4666666666666667,0.49000000000000005,0.44000000000000006,0.6733333333333333,0.5233333333333333,0.49000000000000005,1.0,0.4033333333333333,0.6133333333333334,0.4066666666666666,0.47000000000000003,0.4033333333333333,0.36,0.4666666666666667,0.4633333333333334,0.42000000000000004,0.44666666666666666,0.5166666666666667,0.5133333333333334,0.43666666666666665,0.42666666666666664,0.30333333333333334
luis,0.39666666666666667,0.5700000000000001,0.42333333333333334,0.42666666666666664,0.52,0.36666666666666664,0.43666666666666665,0.32999999999999996,0.37666666666666665,0.3433333333333333,0.4033333333333333,1.0,0.3433333333333333,0.44333333333333336,0.42333333333333334,0.47333333333333333,0.44333333333333336,0.5166666666666667,0.37,0.4066666666666666,0.4666666666666667,0.4033333333333333,0.35,0.8433333333333334,0.39666666666666667,0.29
meikever,0.42666666666666664,0.3933333333333333,0.44666666666666666,0.45666666666666667,0.44000000000000006,0.47000000000000003,0.5766666666666667,0.8666666666666666,0.5700000000000001,0.44666666666666666,0.6133333333333334,0.3433333333333333,1.0,0.4333333333333333,0.45666666666666667,0.4333333333333333,0.4833333333333333,0.5033333333333333,0.4066666666666666,0.41,0.4333333333333333,0.4533333333333333,0.42333333333333334,0.4033333333333333,0.4066666666666666,0.32
mier,0.42333333333333334,0.39,0.38666666666666666,0.48,0.4166666666666667,0.38,0.39666666666666667,0.49333333333333335,0.47000000000000003,0.37666666666666665,0.4066666666666666,0.44333333333333336,0.4333333333333333,1.0,0.38,0.45999999999999996,0.5533333333333333,0.5066666666666666,0.47333333333333333,0.4066666666666666,0.37,0.4666666666666667,0.37666666666666665,0.44666666666666666,0.4133333333333334,0.43666666666666665
mot,0.5366666666666666,0.4833333333333333,0.5533333333333333,0.32666666666666666,0.5599999999999999,0.52,0.38666666666666666,0.4333333333333333,0.4333333333333333,0.6033333333333333,0.47000000000000003,0.42333333333333334,0.45666666666666667,0.38,1.0,0.65,0.4066666666666666,0.48666666666666664,0.44333333333333336,0.4033333333333333,0.44333333333333336,0.64,0.79,0.4333333333333333,0.51,0.3433333333333333
mug,0.6233333333333333,0.61,0.6666666666666667,0.39,0.6966666666666667,0.5700000000000001,0.4033333333333333,0.36666666666666664,0.39666666666666667,0.7366666666666666,0.4033333333333333,0.47333333333333333,0.4333333333333333,0.45999999999999996,0.65,1.0,0.35,0.43,0.3933333333333333,0.55,0.49000000000000005,0.7166666666666667,0.49000000000000005,0.5966666666666667,0.6066666666666667,0.31
oorworm,0.4,0.58,0.47000000000000003,0.6066666666666667,0.4333333333333333,0.31,0.53,0.4966666666666667,0.44333333333333336,0.44333333333333336,0.36,0.44333333333333336,0.4833333333333333,0.5533333333333333,0.4066666666666666,0.35,1.0,0.6333333333333333,0.5066666666666666,0.44000000000000006,0.4633333333333334,0.4633333333333334,0.3933333333333333,0.4066666666666666,0.42666666666666664,0.5933333333333334
pissebed,0.38,0.54,0.4966666666666667,0.6,0.42333333333333334,0.3566666666666667,0.61,0.5266666666666666,0.48,0.38666666666666666,0.4666666666666667,0.5166666666666667,0.5033333333333333,0.5066666666666666,0.48666666666666664,0.43,0.6333333333333333,1.0,0.42333333333333334,0.5066666666666666,0.41,0.42000000000000004,0.38,0.4633333333333334,0.3566666666666667,0.45999999999999996
rups,0.43666666666666665,0.5,0.38666666666666666,0.7366666666666666,0.36666666666666664,0.39,0.44333333333333336,0.45666666666666667,0.38333333333333336,0.4,0.4633333333333334,0.37,0.4066666666666666,0.47333333333333333,0.44333333333333336,0.3933333333333333,0.5066666666666666,0.42333333333333334,1.0,0.44000000000000006,0.4066666666666666,0.38666666666666666,0.54,0.36333333333333334,0.4166666666666667,0.7
spin,0.3933333333333333,0.43666666666666665,0.38333333333333336,0.44000000000000006,0.4333333333333333,0.39,0.44000000000000006,0.47333333333333333,0.4166666666666667,0.5333333333333333,0.42000000000000004,0.4066666666666666,0.41,0.4066666666666666,0.4033333333333333,0.55,0.44000000000000006,0.5066666666666666,0.44000000000000006,1.0,0.53,0.39,0.3933333333333333,0.4333333333333333,0.43666666666666665,0.32333333333333336
sprinkhaan,0.38,0.37666666666666665,0.45999999999999996,0.4966666666666667,0.37,0.37666666666666665,0.4633333333333334,0.5066666666666666,0.71,0.5700000000000001,0.44666666666666666,0.4666666666666667,0.4333333333333333,0.37,0.44333333333333336,0.49000000000000005,0.4633333333333334,0.41,0.4066666666666666,0.53,1.0,0.4633333333333334,0.5166666666666667,0.45999999999999996,0.4033333333333333,0.31333333333333335
vlieg,0.6633333333333333,0.45,0.7166666666666667,0.3566666666666667,0.8266666666666668,0.7066666666666667,0.43,0.45,0.4766666666666667,0.6433333333333333,0.5166666666666667,0.4033333333333333,0.4533333333333333,0.4666666666666667,0.64,0.7166666666666667,0.4633333333333334,0.42000000000000004,0.38666666666666666,0.39,0.4633333333333334,1.0,0.6166666666666667,0.49333333333333335,0.7033333333333334,0.32
vlinder,0.5266666666666666,0.3066666666666667,0.47333333333333333,0.3933333333333333,0.5466666666666666,0.5666666666666667,0.36333333333333334,0.4666666666666667,0.4333333333333333,0.5933333333333334,0.5133333333333334,0.35,0.42333333333333334,0.37666666666666665,0.79,0.49000000000000005,0.3933333333333333,0.38,0.54,0.3933333333333333,0.5166666666666667,0.6166666666666667,1.0,0.36666666666666664,0.5166666666666667,0.39
vlo,0.5033333333333333,0.5666666666666667,0.49000000000000005,0.37666666666666665,0.62,0.37333333333333335,0.42666666666666664,0.35,0.4766666666666667,0.45666666666666667,0.43666666666666665,0.8433333333333334,0.4033333333333333,0.44666666666666666,0.4333333333333333,0.5966666666666667,0.4066666666666666,0.4633333333333334,0.36333333333333334,0.4333333333333333,0.45999999999999996,0.49333333333333335,0.36666666666666664,1.0,0.4166666666666667,0.32333333333333336
wesp,0.8566666666666667,0.44000000000000006,0.6433333333333333,0.4033333333333333,0.5133333333333334,0.8300000000000001,0.38333333333333336,0.42000000000000004,0.42666666666666664,0.6,0.42666666666666664,0.39666666666666667,0.4066666666666666,0.4133333333333334,0.51,0.6066666666666667,0.42666666666666664,0.3566666666666667,0.4166666666666667,0.43666666666666665,0.4033333333333333,0.7033333333333334,0.5166666666666667,0.4166666666666667,1.0,0.32999999999999996
worm,0.35,0.5633333333333334,0.36,0.6133333333333334,0.32999999999999996,0.32999999999999996,0.41,0.38333333333333336,0.36,0.37,0.30333333333333334,0.29,0.32,0.43666666666666665,0.3433333333333333,0.31,0.5933333333333334,0.45999999999999996,0.7,0.32333333333333336,0.31333333333333335,0.32,0.39,0.32333333333333336,0.32999999999999996,1.0
