exemplar,log(lemmaFreq)
arend,2.25
duif,2.92
eend,3.01
ekster,2.11
fazant,2.09
gier,2.47
haan,2.86
kalkoen,2.16
kanarie,2.03
kip,3.15
koekoek,1.97
kraai,2.56
mees,2.53
meeuw,2.65
merel,2.33
mus,2.87
ooievaar,2.0
papegaai,2.42
parkiet,1.9
pauw,2.38
pelikaan,1.71
pinguïn,1.51
reiger,2.1
roodborstje,1.51
specht,1.86
struisvogel,1.4
uil,2.54
valk,2.6
zwaan,2.53
zwaluw,2.31
