exemplar,log(lemmaFreq)
accordeon,1.67
banjo,1.15
basgitaar,0.48
cello,1.58
cimbalen,0.95
contrabas,1.08
doedelzak,1.48
drumstel,1.15
dwarsfluit,1.4
fagot,1.08
fluit,2.36
gitaar,2.42
harp,1.84
klarinet,1.57
klavecimbel,1.54
mondharmonica,1.58
orgel,2.45
panfluit,0.48
piano,2.83
saxofoon,1.32
synthesizer,1.34
tamboerijn,1.32
triangel,1.18
trombone,1.08
trommel,2.92
trompet,2.24
viool,2.7
