exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
alligator,18.0,19.0,14.0,18.0,19.0,14.0,15.0,19.0,14.0,14.0,13.0,14.0,20.0,15.0,16.0,18.0,17.0,20.0,16.0,16.0,20.0,1.0,15.0,19.0,17.0,20.0,19.0,20.0,16.42857143,3.804758925,28
blindworm,,1.0,11.0,6.0,3.0,,5.0,4.0,2.0,10.0,10.0,1.0,,,9.0,,1.0,18.0,6.0,,2.0,1.0,1.0,5.0,8.0,6.0,2.0,1.0,5.136363636,4.42175848,22
boa,18.0,13.0,15.0,15.0,10.0,6.0,17.0,16.0,18.0,16.0,17.0,5.0,18.0,14.0,20.0,20.0,9.0,20.0,11.0,17.0,4.0,18.0,2.0,16.0,16.0,17.0,15.0,5.0,13.85714286,5.26141993,28
caiman,,19.0,13.0,15.0,19.0,14.0,15.0,18.0,14.0,3.0,12.0,1.0,19.0,,20.0,16.0,17.0,17.0,16.0,14.0,19.0,2.0,7.0,15.0,17.0,,17.0,5.0,13.76,5.65154846,25
chameleon,18.0,20.0,14.0,19.0,18.0,15.0,13.0,12.0,19.0,15.0,15.0,20.0,18.0,19.0,20.0,18.0,14.0,20.0,17.0,17.0,13.0,19.0,19.0,13.0,15.0,10.0,16.0,20.0,16.64285714,2.870208222,28
cobra,18.0,13.0,15.0,16.0,10.0,6.0,16.0,16.0,18.0,16.0,17.0,5.0,18.0,14.0,20.0,15.0,13.0,17.0,11.0,17.0,8.0,18.0,4.0,13.0,15.0,19.0,17.0,5.0,13.92857143,4.594107106,28
crocodile,18.0,14.0,19.0,18.0,19.0,14.0,15.0,20.0,18.0,17.0,15.0,20.0,20.0,15.0,20.0,17.0,20.0,20.0,17.0,17.0,20.0,5.0,19.0,19.0,15.0,19.0,19.0,20.0,17.46428571,3.167919552,28
dinosaur,15.0,1.0,7.0,9.0,18.0,8.0,8.0,19.0,8.0,18.0,9.0,8.0,20.0,5.0,15.0,11.0,20.0,14.0,18.0,4.0,10.0,8.0,12.0,14.0,5.0,15.0,16.0,20.0,11.96428571,5.480484859,28
frog,20.0,18.0,19.0,10.0,3.0,3.0,11.0,9.0,13.0,8.0,14.0,14.0,17.0,,20.0,1.0,1.0,20.0,8.0,6.0,16.0,9.0,3.0,14.0,16.0,6.0,9.0,20.0,11.40740741,6.271174956,27
gecko,20.0,13.0,15.0,,16.0,16.0,16.0,8.0,12.0,20.0,12.0,5.0,19.0,,16.0,17.0,19.0,20.0,14.0,17.0,12.0,5.0,7.0,15.0,16.0,,11.0,20.0,14.44,4.555948493,25
iguana,20.0,20.0,13.0,19.0,18.0,18.0,16.0,18.0,18.0,16.0,18.0,16.0,18.0,18.0,20.0,18.0,17.0,20.0,16.0,17.0,15.0,15.0,13.0,15.0,16.0,12.0,17.0,20.0,17.03571429,2.202391677,28
lizard,15.0,19.0,16.0,17.0,18.0,19.0,15.0,17.0,18.0,20.0,15.0,20.0,20.0,18.0,20.0,20.0,20.0,20.0,16.0,16.0,15.0,20.0,13.0,17.0,15.0,17.0,19.0,20.0,17.67857143,2.126613922,28
monitor lizard,,20.0,10.0,14.0,19.0,18.0,16.0,19.0,17.0,15.0,12.0,17.0,19.0,,13.0,16.0,16.0,14.0,15.0,5.0,18.0,15.0,10.0,12.0,17.0,10.0,17.0,1.0,14.42307692,4.455765496,26
python,20.0,13.0,14.0,14.0,10.0,6.0,16.0,16.0,18.0,17.0,18.0,5.0,19.0,14.0,20.0,12.0,15.0,17.0,11.0,17.0,7.0,18.0,4.0,16.0,16.0,17.0,16.0,5.0,13.96428571,4.741324575,28
salamander,20.0,17.0,19.0,11.0,3.0,19.0,14.0,7.0,17.0,7.0,17.0,1.0,17.0,18.0,20.0,7.0,17.0,20.0,14.0,15.0,13.0,6.0,12.0,14.0,16.0,13.0,16.0,20.0,13.92857143,5.374346275,28
snake,20.0,19.0,19.0,18.0,10.0,6.0,16.0,18.0,19.0,16.0,18.0,5.0,18.0,14.0,20.0,16.0,20.0,20.0,15.0,16.0,5.0,20.0,11.0,16.0,16.0,18.0,17.0,20.0,15.92857143,4.520968197,28
toad,16.0,19.0,19.0,14.0,3.0,3.0,13.0,6.0,18.0,6.0,17.0,13.0,18.0,6.0,20.0,1.0,1.0,20.0,6.0,4.0,12.0,10.0,3.0,18.0,14.0,7.0,4.0,20.0,11.10714286,6.701792384,28
tortoise,18.0,14.0,19.0,18.0,18.0,11.0,14.0,16.0,12.0,11.0,14.0,20.0,17.0,16.0,20.0,16.0,18.0,20.0,19.0,13.0,10.0,5.0,19.0,14.0,16.0,10.0,7.0,20.0,15.17857143,4.101070966,28
turtle,14.0,11.0,17.0,18.0,10.0,10.0,9.0,9.0,12.0,7.0,13.0,19.0,17.0,13.0,19.0,11.0,13.0,20.0,18.0,13.0,12.0,4.0,16.0,16.0,16.0,10.0,6.0,20.0,13.32142857,4.355104042,28
viper,14.0,13.0,18.0,17.0,10.0,6.0,15.0,5.0,16.0,14.0,16.0,5.0,,14.0,20.0,20.0,11.0,16.0,9.0,15.0,17.0,18.0,13.0,13.0,17.0,14.0,15.0,5.0,13.55555556,4.388212649,27
