exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
apple,20.0,16.0,20.0,19.0,20.0,19.0,15.0,20.0,17.0,20.0,20.0,19.0,20.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.0,20.0,17.0,18.0,18.0,19.0,20.0,19.03571429,1.400585667,28
apricot,17.0,14.0,20.0,16.0,20.0,14.0,16.0,16.0,17.0,20.0,19.0,14.0,14.0,15.0,15.0,20.0,15.0,19.0,20.0,13.0,13.0,9.0,15.0,9.0,17.0,13.0,18.0,20.0,16.0,3.138765976,28
banana,20.0,20.0,20.0,19.0,20.0,18.0,17.0,20.0,17.0,20.0,18.0,19.0,20.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,17.0,19.0,17.0,19.0,20.0,19.0,20.0,19.14285714,1.112697281,28
blackberry,17.0,14.0,20.0,14.0,20.0,12.0,6.0,19.0,17.0,20.0,14.0,17.0,15.0,10.0,13.0,20.0,12.0,20.0,19.0,11.0,17.0,12.0,15.0,6.0,17.0,7.0,4.0,15.0,14.39285714,4.669358634,28
blueberry,17.0,20.0,20.0,15.0,20.0,9.0,16.0,17.0,17.0,18.0,14.0,17.0,15.0,8.0,12.0,20.0,13.0,19.0,20.0,12.0,10.0,12.0,15.0,6.0,16.0,11.0,13.0,17.0,14.96428571,3.920337692,28
cherry,20.0,20.0,20.0,14.0,20.0,14.0,16.0,20.0,17.0,18.0,16.0,17.0,20.0,14.0,17.0,20.0,17.0,20.0,20.0,16.0,17.0,15.0,17.0,16.0,15.0,15.0,11.0,20.0,17.21428571,2.499735436,28
coconut,15.0,16.0,20.0,12.0,19.0,3.0,17.0,7.0,17.0,18.0,4.0,12.0,12.0,5.0,12.0,20.0,18.0,16.0,14.0,11.0,10.0,9.0,14.0,6.0,14.0,15.0,2.0,8.0,12.35714286,5.243791996,28
dates,15.0,7.0,9.0,12.0,20.0,6.0,4.0,14.0,17.0,14.0,7.0,11.0,9.0,7.0,8.0,20.0,12.0,17.0,12.0,10.0,13.0,5.0,13.0,2.0,11.0,8.0,4.0,17.0,10.85714286,4.828267734,28
fig,15.0,12.0,12.0,12.0,20.0,5.0,5.0,15.0,17.0,16.0,7.0,11.0,13.0,15.0,11.0,20.0,13.0,17.0,12.0,10.0,11.0,9.0,13.0,4.0,14.0,14.0,11.0,14.0,12.42857143,4.013205714,28
grape,20.0,20.0,20.0,19.0,20.0,12.0,15.0,16.0,17.0,20.0,18.0,17.0,20.0,14.0,20.0,20.0,17.0,20.0,20.0,15.0,17.0,15.0,17.0,11.0,18.0,17.0,15.0,20.0,17.5,2.61760422,28
grapefruit,17.0,17.0,20.0,14.0,20.0,14.0,16.0,20.0,17.0,19.0,12.0,14.0,12.0,13.0,14.0,20.0,16.0,20.0,20.0,14.0,20.0,12.0,14.0,13.0,16.0,11.0,5.0,20.0,15.71428571,3.720385711,28
kiwi,20.0,17.0,20.0,18.0,20.0,12.0,18.0,20.0,17.0,19.0,18.0,16.0,19.0,9.0,16.0,20.0,20.0,19.0,20.0,14.0,17.0,15.0,15.0,13.0,17.0,14.0,16.0,20.0,17.10714286,2.858894965,28
lemon,20.0,18.0,20.0,14.0,20.0,8.0,18.0,20.0,17.0,13.0,13.0,13.0,10.0,13.0,16.0,17.0,20.0,18.0,20.0,12.0,16.0,10.0,12.0,13.0,16.0,10.0,10.0,20.0,15.25,3.845391662,28
lime,19.0,17.0,20.0,14.0,20.0,6.0,16.0,19.0,17.0,15.0,8.0,15.0,8.0,9.0,13.0,20.0,14.0,19.0,14.0,15.0,13.0,9.0,12.0,7.0,19.0,6.0,6.0,20.0,13.92857143,4.860487488,28
lychee,16.0,16.0,17.0,16.0,19.0,9.0,11.0,10.0,17.0,17.0,8.0,17.0,14.0,9.0,11.0,20.0,9.0,17.0,14.0,12.0,14.0,11.0,15.0,3.0,17.0,17.0,8.0,13.0,13.46428571,4.059576176,28
mandarine,20.0,17.0,18.0,17.0,20.0,14.0,15.0,14.0,17.0,17.0,17.0,14.0,15.0,10.0,12.0,20.0,17.0,20.0,20.0,15.0,17.0,13.0,15.0,4.0,16.0,15.0,14.0,20.0,15.82142857,3.507173299,28
mango,18.0,15.0,20.0,17.0,20.0,10.0,15.0,14.0,17.0,17.0,13.0,13.0,14.0,13.0,14.0,20.0,8.0,20.0,20.0,13.0,9.0,14.0,16.0,9.0,17.0,12.0,13.0,20.0,15.03571429,3.625855126,28
melon,20.0,18.0,20.0,15.0,20.0,10.0,15.0,16.0,17.0,20.0,15.0,16.0,20.0,12.0,17.0,20.0,19.0,20.0,20.0,13.0,15.0,14.0,15.0,16.0,17.0,14.0,9.0,20.0,16.53571429,3.19121645,28
nectarine,20.0,11.0,20.0,16.0,20.0,14.0,15.0,19.0,17.0,20.0,18.0,14.0,18.0,12.0,16.0,20.0,18.0,19.0,20.0,15.0,13.0,15.0,15.0,6.0,16.0,16.0,12.0,20.0,16.25,3.438615139,28
orange,20.0,20.0,20.0,18.0,20.0,18.0,16.0,20.0,17.0,20.0,20.0,16.0,20.0,17.0,17.0,20.0,20.0,20.0,20.0,19.0,20.0,17.0,19.0,19.0,18.0,18.0,19.0,20.0,18.85714286,1.380131119,28
papaya,15.0,20.0,5.0,16.0,20.0,10.0,11.0,,17.0,,8.0,13.0,11.0,10.0,8.0,20.0,8.0,20.0,13.0,12.0,9.0,11.0,13.0,2.0,16.0,12.0,5.0,19.0,12.46153846,5.037703995,26
passion fruit,19.0,20.0,20.0,15.0,19.0,9.0,13.0,20.0,17.0,17.0,10.0,14.0,14.0,11.0,10.0,20.0,17.0,20.0,14.0,13.0,10.0,13.0,16.0,5.0,18.0,17.0,7.0,20.0,14.92857143,4.362538943,28
peach,19.0,20.0,20.0,16.0,20.0,13.0,18.0,20.0,17.0,20.0,17.0,15.0,16.0,12.0,14.0,20.0,18.0,20.0,20.0,17.0,14.0,15.0,17.0,12.0,18.0,12.0,16.0,20.0,17.0,2.775554666,28
pear,20.0,20.0,20.0,19.0,20.0,16.0,16.0,20.0,17.0,20.0,17.0,19.0,19.0,14.0,20.0,20.0,20.0,20.0,20.0,18.0,20.0,13.0,18.0,14.0,18.0,14.0,17.0,20.0,18.17857143,2.261654121,28
pineapple,19.0,20.0,20.0,17.0,20.0,16.0,17.0,20.0,17.0,18.0,19.0,14.0,16.0,11.0,20.0,20.0,19.0,19.0,20.0,13.0,19.0,14.0,16.0,11.0,17.0,19.0,15.0,20.0,17.35714286,2.765050207,28
plum,20.0,15.0,20.0,16.0,20.0,16.0,17.0,20.0,17.0,20.0,12.0,15.0,16.0,16.0,19.0,20.0,18.0,20.0,20.0,10.0,20.0,12.0,15.0,10.0,15.0,15.0,13.0,20.0,16.67857143,3.220922015,28
