exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
bat,16.0,2.0,12.0,3.0,16.0,11.0,12.0,6.0,1.0,14.0,16.0,6.0,11.0,12.0,18.0,12.0,20.0,12.0,8.0,15.0,13.0,13.0,12.0,10.0,3.0,10.0,15.0,5.0,10.85714286,4.964423697,28
beaver,20.0,4.0,13.0,15.0,13.0,12.0,18.0,16.0,6.0,14.0,20.0,4.0,15.0,16.0,16.0,14.0,20.0,13.0,10.0,16.0,13.0,19.0,15.0,13.0,9.0,17.0,15.0,16.0,14.0,4.286067005,28
bison,20.0,13.0,15.0,16.0,14.0,18.0,20.0,14.0,1.0,15.0,20.0,8.0,16.0,17.0,16.0,17.0,20.0,18.0,8.0,20.0,16.0,18.0,17.0,17.0,6.0,16.0,16.0,12.0,15.14285714,4.568120496,28
cat,20.0,16.0,15.0,19.0,17.0,20.0,20.0,20.0,20.0,18.0,20.0,15.0,18.0,19.0,20.0,15.0,20.0,19.0,17.0,20.0,17.0,20.0,19.0,17.0,19.0,20.0,19.0,20.0,18.53571429,1.73166892,28
cow,20.0,11.0,16.0,18.0,16.0,16.0,20.0,18.0,12.0,14.0,20.0,13.0,19.0,19.0,20.0,14.0,20.0,18.0,17.0,20.0,17.0,20.0,19.0,20.0,18.0,20.0,18.0,20.0,17.60714286,2.68520343,28
deer,20.0,9.0,16.0,18.0,15.0,18.0,20.0,20.0,10.0,16.0,20.0,11.0,16.0,18.0,19.0,14.0,20.0,15.0,15.0,20.0,16.0,18.0,17.0,17.0,12.0,20.0,17.0,16.0,16.53571429,3.132649368,28
dog,20.0,19.0,16.0,18.0,17.0,18.0,20.0,20.0,20.0,18.0,20.0,15.0,19.0,20.0,19.0,14.0,20.0,19.0,18.0,20.0,18.0,20.0,19.0,20.0,19.0,20.0,18.0,15.0,18.53571429,1.73166892,28
donkey,19.0,16.0,14.0,18.0,18.0,14.0,20.0,19.0,2.0,14.0,20.0,10.0,18.0,18.0,17.0,15.0,20.0,18.0,17.0,19.0,16.0,19.0,18.0,18.0,16.0,20.0,18.0,20.0,16.82142857,3.732277345,28
dromedary,17.0,14.0,14.0,15.0,10.0,6.0,20.0,17.0,1.0,14.0,20.0,8.0,15.0,17.0,16.0,16.0,20.0,16.0,9.0,17.0,15.0,15.0,14.0,18.0,15.0,20.0,18.0,7.0,14.42857143,4.646213683,28
elephant,20.0,17.0,15.0,16.0,15.0,10.0,20.0,17.0,11.0,15.0,20.0,14.0,19.0,16.0,16.0,17.0,20.0,16.0,15.0,16.0,18.0,20.0,16.0,14.0,11.0,20.0,18.0,13.0,16.25,2.862594006,28
fox,20.0,11.0,15.0,15.0,12.0,12.0,20.0,19.0,15.0,17.0,20.0,10.0,17.0,18.0,18.0,16.0,20.0,16.0,14.0,18.0,17.0,20.0,16.0,15.0,12.0,20.0,16.0,16.0,16.25,2.951772851,28
giraffe,20.0,17.0,15.0,16.0,11.0,10.0,20.0,20.0,12.0,15.0,20.0,9.0,12.0,18.0,16.0,17.0,20.0,16.0,13.0,16.0,17.0,20.0,16.0,14.0,13.0,20.0,16.0,18.0,15.96428571,3.271449366,28
hamster,20.0,2.0,12.0,13.0,11.0,10.0,19.0,16.0,5.0,18.0,20.0,7.0,14.0,15.0,18.0,12.0,20.0,17.0,12.0,17.0,16.0,20.0,19.0,15.0,15.0,18.0,15.0,12.0,14.57142857,4.630243346,28
hedgehog,20.0,8.0,13.0,10.0,8.0,5.0,20.0,12.0,1.0,17.0,20.0,5.0,18.0,15.0,14.0,12.0,20.0,14.0,8.0,18.0,14.0,16.0,15.0,10.0,11.0,16.0,15.0,14.0,13.17857143,4.96695429,28
hippopotamus,20.0,10.0,13.0,17.0,13.0,4.0,18.0,16.0,7.0,13.0,20.0,9.0,16.0,14.0,17.0,17.0,20.0,15.0,14.0,19.0,15.0,20.0,16.0,12.0,11.0,20.0,17.0,6.0,14.60714286,4.433369137,28
horse,20.0,16.0,15.0,18.0,18.0,16.0,20.0,17.0,10.0,18.0,20.0,12.0,19.0,17.0,19.0,14.0,20.0,18.0,19.0,19.0,18.0,20.0,19.0,16.0,18.0,20.0,19.0,16.0,17.53571429,2.486737307,28
kangaroo,20.0,7.0,13.0,2.0,11.0,8.0,20.0,20.0,4.0,15.0,20.0,12.0,18.0,17.0,17.0,16.0,20.0,14.0,13.0,16.0,15.0,19.0,14.0,17.0,8.0,20.0,19.0,18.0,14.75,5.089022318,28
lion,20.0,17.0,15.0,16.0,18.0,20.0,20.0,20.0,16.0,16.0,20.0,11.0,19.0,18.0,19.0,14.0,20.0,17.0,18.0,20.0,18.0,20.0,18.0,14.0,12.0,20.0,19.0,20.0,17.67857143,2.582757232,28
llama,20.0,10.0,15.0,16.0,13.0,8.0,20.0,14.0,12.0,14.0,20.0,9.0,16.0,16.0,16.0,15.0,20.0,14.0,9.0,16.0,15.0,19.0,15.0,15.0,6.0,20.0,16.0,11.0,14.64285714,3.860668583,28
monkey,20.0,20.0,16.0,20.0,13.0,15.0,20.0,20.0,15.0,17.0,20.0,15.0,19.0,20.0,18.0,17.0,20.0,18.0,15.0,20.0,18.0,20.0,19.0,18.0,10.0,20.0,19.0,20.0,17.92857143,2.595274501,28
mouse,20.0,12.0,14.0,12.0,10.0,12.0,20.0,15.0,5.0,17.0,20.0,5.0,19.0,16.0,16.0,13.0,20.0,18.0,12.0,19.0,15.0,20.0,16.0,16.0,19.0,20.0,18.0,20.0,15.67857143,4.312372995,28
pig,20.0,15.0,14.0,18.0,17.0,18.0,20.0,17.0,14.0,15.0,20.0,16.0,12.0,19.0,19.0,13.0,20.0,18.0,17.0,20.0,16.0,20.0,17.0,15.0,16.0,20.0,15.0,20.0,17.17857143,2.435137405,28
polar bear,20.0,12.0,16.0,14.0,11.0,16.0,19.0,20.0,1.0,15.0,20.0,9.0,17.0,18.0,16.0,17.0,20.0,17.0,13.0,20.0,16.0,17.0,14.0,14.0,7.0,20.0,16.0,9.0,15.14285714,4.551876176,28
rabbit,20.0,8.0,14.0,15.0,17.0,15.0,20.0,20.0,6.0,18.0,20.0,13.0,17.0,20.0,16.0,13.0,20.0,16.0,15.0,20.0,18.0,20.0,19.0,15.0,16.0,20.0,15.0,20.0,16.64285714,3.643505493,28
rhinoceros,20.0,10.0,15.0,18.0,15.0,5.0,20.0,14.0,12.0,17.0,20.0,9.0,18.0,14.0,16.0,16.0,20.0,16.0,14.0,19.0,17.0,20.0,15.0,13.0,7.0,20.0,17.0,7.0,15.14285714,4.318043845,28
sheep,17.0,18.0,15.0,20.0,18.0,16.0,20.0,18.0,6.0,17.0,20.0,14.0,20.0,16.0,18.0,11.0,20.0,17.0,18.0,20.0,16.0,19.0,18.0,20.0,18.0,20.0,18.0,20.0,17.42857143,3.108275352,28
squirrel,20.0,5.0,13.0,13.0,14.0,7.0,20.0,18.0,3.0,18.0,20.0,6.0,15.0,17.0,14.0,12.0,20.0,16.0,12.0,16.0,16.0,15.0,15.0,15.0,13.0,20.0,15.0,20.0,14.57142857,4.677990796,28
tiger,20.0,15.0,14.0,17.0,16.0,20.0,20.0,20.0,18.0,17.0,20.0,10.0,18.0,18.0,16.0,16.0,20.0,15.0,12.0,19.0,17.0,20.0,16.0,14.0,12.0,20.0,18.0,20.0,17.07142857,2.840560344,28
wolf,20.0,17.0,15.0,20.0,15.0,15.0,20.0,20.0,13.0,16.0,20.0,15.0,19.0,16.0,20.0,14.0,20.0,17.0,13.0,18.0,16.0,20.0,16.0,16.0,14.0,20.0,17.0,15.0,17.03571429,2.441647028,28
zebra,20.0,16.0,15.0,16.0,15.0,10.0,20.0,20.0,8.0,17.0,20.0,8.0,14.0,17.0,16.0,17.0,20.0,16.0,16.0,17.0,15.0,20.0,16.0,16.0,13.0,20.0,18.0,13.0,16.03571429,3.382768348,28
