exemplar,apron,bottle,bowl,can opener,colander,electric kettle,fork,fridge,glass,grater,kettle,knife,microwave oven,mixer,mug,nutcracker,oven,pan,percolator,place mat,plate,pot,scales,scissors,sieve,spatula,spoon,stove,teaspoon,toaster,towel,whisk,wok
nutcracker,0.16,0.162,0.146,0.34199999999999997,0.122,0.244,0.202,0.15,0.144,0.21600000000000003,0.122,0.196,0.154,0.21800000000000003,0.146,1.0,0.154,0.142,0.16799999999999998,0.144,0.13,0.152,0.21800000000000003,0.302,0.142,0.20208333333333334,0.21800000000000003,0.162,0.2,0.158,0.136,0.268,0.144
oven,0.252,0.13,0.322,0.176,0.19,0.388,0.236,0.33199999999999996,0.152,0.126,0.352,0.18,0.658,0.20400000000000001,0.144,0.154,1.0,0.404,0.21400000000000002,0.176,0.188,0.324,0.20400000000000001,0.146,0.128,0.15,0.128,0.536,0.144,0.374,0.20800000000000002,0.15,0.368
pan,0.19,0.198,0.5,0.148,0.27799999999999997,0.358,0.22999999999999998,0.172,0.242,0.22599999999999998,0.40800000000000003,0.22999999999999998,0.33199999999999996,0.20600000000000002,0.23199999999999998,0.142,0.404,1.0,0.162,0.24,0.344,0.734,0.16999999999999998,0.142,0.258,0.20416666666666666,0.238,0.43,0.16399999999999998,0.262,0.15,0.20800000000000002,0.572
percolator,0.182,0.22599999999999998,0.304,0.21000000000000002,0.302,0.516,0.176,0.198,0.246,0.144,0.418,0.148,0.294,0.324,0.42800000000000005,0.16799999999999998,0.21400000000000002,0.162,1.0,0.186,0.16799999999999998,0.382,0.156,0.118,0.238,0.175,0.272,0.378,0.268,0.296,0.146,0.16799999999999998,0.16399999999999998
place mat,0.16599999999999998,0.158,0.20400000000000001,0.21000000000000002,0.144,0.142,0.176,0.1,0.194,0.16399999999999998,0.202,0.13799999999999998,0.176,0.144,0.244,0.144,0.176,0.24,0.186,1.0,0.378,0.238,0.178,0.128,0.146,0.18958333333333333,0.176,0.13799999999999998,0.146,0.21200000000000002,0.312,0.23199999999999998,0.15
plate,0.176,0.22400000000000003,0.49800000000000005,0.21000000000000002,0.294,0.16799999999999998,0.372,0.172,0.352,0.194,0.264,0.354,0.238,0.192,0.344,0.13,0.188,0.344,0.16799999999999998,0.378,1.0,0.422,0.27,0.144,0.236,0.12708333333333333,0.398,0.21000000000000002,0.31,0.22200000000000003,0.16799999999999998,0.158,0.34199999999999997
pot,0.20600000000000002,0.32,0.6980000000000001,0.24,0.42000000000000004,0.378,0.194,0.188,0.32,0.182,0.6639999999999999,0.202,0.262,0.21800000000000003,0.42000000000000004,0.152,0.324,0.734,0.382,0.238,0.422,1.0,0.18,0.11000000000000001,0.27799999999999997,0.22708333333333336,0.21600000000000003,0.296,0.196,0.16799999999999998,0.192,0.20800000000000002,0.554
scales,0.13799999999999998,0.148,0.32,0.196,0.194,0.23399999999999999,0.154,0.178,0.16,0.176,0.194,0.18,0.192,0.186,0.20400000000000001,0.21800000000000003,0.20400000000000001,0.16999999999999998,0.156,0.178,0.27,0.18,1.0,0.16599999999999998,0.23399999999999999,0.1625,0.16599999999999998,0.174,0.21600000000000003,0.174,0.16599999999999998,0.16399999999999998,0.22400000000000003
scissors,0.202,0.128,0.136,0.36,0.124,0.156,0.388,0.16599999999999998,0.20400000000000001,0.352,0.144,0.614,0.128,0.248,0.22400000000000003,0.302,0.146,0.142,0.118,0.128,0.144,0.11000000000000001,0.16599999999999998,1.0,0.184,0.23541666666666666,0.316,0.16799999999999998,0.21000000000000002,0.13,0.136,0.244,0.15
sieve,0.11599999999999999,0.144,0.324,0.19,0.5820000000000001,0.156,0.20800000000000002,0.10200000000000001,0.18,0.404,0.27999999999999997,0.21800000000000003,0.12,0.22799999999999998,0.126,0.142,0.128,0.258,0.238,0.146,0.236,0.27799999999999997,0.23399999999999999,0.184,1.0,0.22083333333333335,0.2,0.134,0.188,0.156,0.2,0.22599999999999998,0.254
spatula,0.15833333333333333,0.17708333333333331,0.23958333333333334,0.18333333333333332,0.18541666666666667,0.14583333333333331,0.39791666666666664,0.14791666666666667,0.18958333333333333,0.2875,0.24166666666666664,0.39166666666666666,0.11875,0.32291666666666663,0.20416666666666666,0.20208333333333334,0.15,0.20416666666666666,0.175,0.18958333333333333,0.12708333333333333,0.22708333333333336,0.1625,0.23541666666666666,0.22083333333333335,1.0,0.5291666666666667,0.16041666666666668,0.3625,0.15,0.17083333333333334,0.4375,0.20625
spoon,0.148,0.162,0.202,0.268,0.154,0.20400000000000001,0.642,0.142,0.246,0.2,0.23399999999999999,0.592,0.156,0.286,0.296,0.21800000000000003,0.128,0.238,0.272,0.176,0.398,0.21600000000000003,0.16599999999999998,0.316,0.2,0.5291666666666667,1.0,0.146,0.892,0.176,0.156,0.42800000000000005,0.23199999999999998
stove,0.244,0.18,0.20400000000000001,0.16799999999999998,0.162,0.384,0.186,0.392,0.162,0.13999999999999999,0.38,0.23199999999999998,0.45999999999999996,0.21200000000000002,0.134,0.162,0.536,0.43,0.378,0.13799999999999998,0.21000000000000002,0.296,0.174,0.16799999999999998,0.134,0.16041666666666668,0.146,1.0,0.10600000000000001,0.298,0.196,0.21000000000000002,0.27799999999999997
teaspoon,0.13999999999999999,0.16999999999999998,0.162,0.198,0.144,0.23399999999999999,0.492,0.12,0.202,0.154,0.27999999999999997,0.41600000000000004,0.132,0.21400000000000002,0.3,0.2,0.144,0.16399999999999998,0.268,0.146,0.31,0.196,0.21600000000000003,0.21000000000000002,0.188,0.3625,0.892,0.10600000000000001,1.0,0.134,0.162,0.324,0.152
toaster,0.142,0.136,0.144,0.176,0.156,0.324,0.184,0.27599999999999997,0.11599999999999999,0.16399999999999998,0.246,0.174,0.356,0.22999999999999998,0.158,0.158,0.374,0.262,0.296,0.21200000000000002,0.22200000000000003,0.16799999999999998,0.174,0.13,0.156,0.15,0.176,0.298,0.134,1.0,0.16999999999999998,0.174,0.158
towel,0.45199999999999996,0.162,0.18,0.11200000000000002,0.21800000000000003,0.18,0.178,0.162,0.152,0.16,0.20400000000000001,0.158,0.156,0.142,0.144,0.136,0.20800000000000002,0.15,0.146,0.312,0.16799999999999998,0.192,0.16599999999999998,0.136,0.2,0.17083333333333334,0.156,0.196,0.162,0.16999999999999998,1.0,0.172,0.13799999999999998
whisk,0.202,0.154,0.294,0.314,0.188,0.16999999999999998,0.434,0.13,0.182,0.252,0.238,0.282,0.18,0.732,0.186,0.268,0.15,0.20800000000000002,0.16799999999999998,0.23199999999999998,0.158,0.20800000000000002,0.16399999999999998,0.244,0.22599999999999998,0.4375,0.42800000000000005,0.21000000000000002,0.324,0.174,0.172,1.0,0.196
wok,0.21200000000000002,0.188,0.5740000000000001,0.156,0.32999999999999996,0.286,0.296,0.20400000000000001,0.21600000000000003,0.16,0.36,0.152,0.26,0.16799999999999998,0.264,0.144,0.368,0.572,0.16399999999999998,0.15,0.34199999999999997,0.554,0.22400000000000003,0.15,0.254,0.20625,0.23199999999999998,0.27799999999999997,0.152,0.158,0.13799999999999998,0.196,1.0
